Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,0.236179
0,0,0,0.237051
0,0,0,0.230488
0,0,0,0.224466
0,0,0,0.224334
0,0,0,0.221834
0,0,0,0.220078
0,0,0,0.217901
0,0,0,0.215958
0,0,0,0.213888
0,0,0,0.211938
0,0,0,0.209872
0,0,0,0.207887
0,0,0,0.205832
0,0,0,0.20378
0,0,0,0.201791
0,0,0,0.199715
0,0,0,0.197702
0,0,0,0.195644
0,0,0,0.193597
0,0,0,0.191521
0,0,0,0.189448
0,0,0,0.187403
0,0,0,0.185301
0,0,0,0.183288
0,0,0,0.181151
0,0,0,0.179151
0,0,0,0.177028
0,0,0,0.174976
0,0,0,0.172887
0,0,0,0.170837
0,0,0,0.168707
0,0,0,0.166678
0,0,0,0.164567
0,0,0,0.162457
0,0,0,0.160454
0,0,0,0.158293
0,0,0,0.156257
0,0,0,0.154199
0,0,0,0.152095
0,0,0,0.150019
0,0,0,0.148021
0,0,0,0.145851
0,0,0,0.143894
0,0,0,0.141782
0,0,0,0.139717
0,0,0,0.137698
0,0,0,0.135602
0,0,0,0.133579
0,0,0,0.131513
0,0,0,0.129464
0,0,0,0.127451
0,0,0,0.125376
0,0,0,0.123364
0,0,0,0.12136
0,0,0,0.11932
0,0,0,0.117317
0,0,0,0.115314
0,0,0,0.113293
0,0,0,0.111287
0,0,0,0.109315
0,0,0,0.107278
0,0,0,0.105332
0,0,0,0.103314
0,0,0,0.101342
0,0,0,0.0993657
0,0,0,0.0973878
0,0,0,0.0953868
0,0,0,0.0934387
0,0,0,0.0914999
0,0,0,0.0895131
0,0,0,0.0876234
0,0,0,0.0856122
0,0,0,0.0837151
0,0,0,0.0817873
0,0,0,0.0798229
0,0,0,0.0779733
0,0,0,0.0759749
0,0,0,0.074147
0,0,0,0.0722261
0,0,0,0.0703473
0,0,0,0.0684898
0,0,0,0.0666199
0,0,0,0.0647408
0,0,0,0.0628961
0,0,0,0.0610428
0,0,0,0.0591682
0,0,0,0.0573308
0,0,0,0.0554613
0,0,0,0.0536161
0,0,0,0.0518062
0,0,0,0.0498902
0,0,0,0.0481403
0,0,0,0.046262
0,0,0,0.0444468
0,0,0,0.0426552
0,0,0,0.0408488
0,0,0,0.0390599
0,0,0,0.0372817
0,0,0,0.0355159
0,0,0,0.033695
0,0,0,0.0319695
0,0,0,0.0301958
0,0,0,0.0284385
0,0,0,0.026699
0,0,0,0.0249536
0,0,0,0.0232129
0,0,0,0.0214735
0,0,0,0.01977
0,0,0,0.017949
0,0,0,0.0163349
0,0,0,0.0145169
0,0,0,0.0128093
0,0,0,0.0111544
0,0,0,0.00932983
0,0,0,0.00770197
0,0,0,0.00598569
0,0,0,0.0042518
0,0,0,0.00260098
0,0,0,0.00090428
0,0,0,-0.000769539
0,0,0,-0.00242498
0,0,0,-0.0041093
0,0,0,-0.00575731
0,0,0,-0.0073957
0,0,0,-0.00908115
0,0,0,-0.0107033
0,0,0,-0.0123209
0,0,0,-0.0140144
0,0,0,-0.015568
0,0,0,-0.017268
0,0,0,-0.0188518
0,0,0,-0.0204756
0,0,0,-0.0221116
0,0,0,-0.0237213
0,0,0,-0.025312
0,0,0,-0.026982
0,0,0,-0.0285585
0,0,0,-0.0301447
0,0,0,-0.0318019
0,0,0,-0.0333584
0,0,0,-0.0349781
0,0,0,-0.0365479
0,0,0,-0.038139
0,0,0,-0.0397132
0,0,0,-0.0412892
0,0,0,-0.0428603
0,0,0,-0.0444011
0,0,0,-0.0460223
0,0,0,-0.0475141
0,0,0,-0.0491183
0,0,0,-0.0507007
0,0,0,-0.0521627
0,0,0,-0.0538085
0,0,0,-0.0552677
0,0,0,-0.0568765
0,0,0,-0.0583964
0,0,0,-0.0598938
0,0,0,-0.0614556
0,0,0,-0.0629295
0,0,0,-0.0644683
0,0,0,-0.0660089
0,0,0,-0.0674969
0,0,0,-0.0690305
0,0,0,-0.0705606
0,0,0,-0.0720224
0,0,0,-0.0735704
0,0,0,-0.0750559
0,0,0,-0.0765545
0,0,0,-0.0780771
0,0,0,-0.0796337
0,0,0,-0.0810296
0,0,0,-0.082603
0,0,0,-0.084103
0,0,0,-0.0855509
0,0,0,-0.0870394
0,0,0,-0.0885524
0,0,0,-0.0899933
0,0,0,-0.0914722
0,0,0,-0.0929391
0,0,0,-0.0943782
0,0,0,-0.0958982
