Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,0.166266
0,0,0,0.171057
0,0,0,0.169141
0,0,0,0.163527
0,0,0,0.163036
0,0,0,0.16224
0,0,0,0.16171
0,0,0,0.160922
0,0,0,0.160072
0,0,0,0.159145
0,0,0,0.158258
0,0,0,0.157326
0,0,0,0.15642
0,0,0,0.1555
0,0,0,0.154554
0,0,0,0.153647
0,0,0,0.152679
0,0,0,0.151733
0,0,0,0.150769
0,0,0,0.149803
0,0,0,0.148826
0,0,0,0.147833
0,0,0,0.146866
0,0,0,0.145843
0,0,0,0.144873
0,0,0,0.143829
0,0,0,0.142848
0,0,0,0.141811
0,0,0,0.140794
0,0,0,0.13976
0,0,0,0.138741
0,0,0,0.137681
0,0,0,0.136652
0,0,0,0.13561
0,0,0,0.134524
0,0,0,0.133517
0,0,0,0.132414
0,0,0,0.131362
0,0,0,0.130304
0,0,0,0.129225
0,0,0,0.128128
0,0,0,0.127095
0,0,0,0.125954
0,0,0,0.124902
0,0,0,0.123799
0,0,0,0.12268
0,0,0,0.121603
0,0,0,0.120475
0,0,0,0.119371
0,0,0,0.118253
0,0,0,0.117125
0,0,0,0.116017
0,0,0,0.114875
0,0,0,0.113742
0,0,0,0.112624
0,0,0,0.111468
0,0,0,0.11033
0,0,0,0.109181
0,0,0,0.108036
0,0,0,0.106861
0,0,0,0.105729
0,0,0,0.10453
0,0,0,0.103386
0,0,0,0.102197
0,0,0,0.101025
0,0,0,0.0998496
0,0,0,0.0986668
0,0,0,0.097483
0,0,0,0.0962908
0,0,0,0.0951329
0,0,0,0.0939072
0,0,0,0.0927506
0,0,0,0.0915304
0,0,0,0.0903404
0,0,0,0.0891648
0,0,0,0.0879214
0,0,0,0.0867666
0,0,0,0.0855138
0,0,0,0.0843376
0,0,0,0.0831219
0,0,0,0.0818997
0,0,0,0.0806969
0,0,0,0.0794752
0,0,0,0.0782523
0,0,0,0.0770277
0,0,0,0.0758122
0,0,0,0.0745687
0,0,0,0.073345
0,0,0,0.0721127
0,0,0,0.0708636
0,0,0,0.0696588
0,0,0,0.0683752
0,0,0,0.0671724
0,0,0,0.0659198
0,0,0,0.064668
0,0,0,0.0634377
0,0,0,0.0621879
0,0,0,0.0609422
0,0,0,0.0596886
0,0,0,0.0584533
0,0,0,0.0571747
0,0,0,0.0559398
0,0,0,0.0546824
0,0,0,0.053416
0,0,0,0.052163
0,0,0,0.0508974
0,0,0,0.049644
0,0,0,0.0483576
0,0,0,0.0471322
0,0,0,0.0458053
0,0,0,0.0445888
0,0,0,0.0433024
0,0,0,0.0419935
0,0,0,0.040787
0,0,0,0.0394442
0,0,0,0.0381987
0,0,0,0.0369266
0,0,0,0.0356212
0,0,0,0.0343511
0,0,0,0.0330692
0,0,0,0.0317711
0,0,0,0.0304942
0,0,0,0.0291932
0,0,0,0.0279032
0,0,0,0.0266179
0,0,0,0.0253145
0,0,0,0.0240081
0,0,0,0.0227458
0,0,0,0.0213976
0,0,0,0.02014
0,0,0,0.0188085
0,0,0,0.0175108
0,0,0,0.0162115
0,0,0,0.0148959
0,0,0,0.0135797
0,0,0,0.0122889
0,0,0,0.0109556
0,0,0,0.00963729
0,0,0,0.00835306
0,0,0,0.00699124
0,0,0,0.00569671
0,0,0,0.00435737
0,0,0,0.00303936
0,0,0,0.0017018
0,0,0,0.000368307
0,0,0,-0.000959865
0,0,0,-0.00231323
0,0,0,-0.00362787
0,0,0,-0.00500343
0,0,0,-0.00633253
0,0,0,-0.00767087
0,0,0,-0.00907707
0,0,0,-0.0103658
0,0,0,-0.0117814
0,0,0,-0.0131205
0,0,0,-0.0144892
0,0,0,-0.0158842
0,0,0,-0.0172173
0,0,0,-0.0186325
0,0,0,-0.0199874
0,0,0,-0.0213807
0,0,0,-0.0227647
0,0,0,-0.0241618
0,0,0,-0.0255299
0,0,0,-0.0269727
0,0,0,-0.0283327
0,0,0,-0.0297676
0,0,0,-0.0311698
0,0,0,-0.0325876
0,0,0,-0.0339861
0,0,0,-0.0354498
0,0,0,-0.036819
0,0,0,-0.0382602
0,0,0,-0.0397125
0,0,0,-0.0411098
0,0,0,-0.0425379
0,0,0,-0.0439932
0,0,0,-0.0454226
0,0,0,-0.0468484
0,0,0,-0.0483179
0,0,0,-0.0497417
