Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,0.240639
0,0,0,0.239763
0,0,0,0.229659
0,0,0,0.221243
0,0,0,0.220799
0,0,0,0.216554
0,0,0,0.213811
0,0,0,0.210429
0,0,0,0.207497
0,0,0,0.204373
0,0,0,0.20148
0,0,0,0.198426
0,0,0,0.195537
0,0,0,0.192544
0,0,0,0.189603
0,0,0,0.186771
0,0,0,0.183842
0,0,0,0.181034
0,0,0,0.178172
0,0,0,0.175353
0,0,0,0.1725
0,0,0,0.16968
0,0,0,0.166921
0,0,0,0.164098
0,0,0,0.161439
0,0,0,0.158598
0,0,0,0.156003
0,0,0,0.153221
0,0,0,0.150579
0,0,0,0.147886
0,0,0,0.145279
0,0,0,0.142556
0,0,0,0.140014
0,0,0,0.137353
0,0,0,0.134719
0,0,0,0.132255
0,0,0,0.129577
0,0,0,0.127094
0,0,0,0.124603
0,0,0,0.122046
0,0,0,0.119551
0,0,0,0.11719
0,0,0,0.114569
0,0,0,0.112303
0,0,0,0.109796
0,0,0,0.10738
0,0,0,0.10505
0,0,0,0.102596
0,0,0,0.100287
0,0,0,0.0979005
0,0,0,0.095566
0,0,0,0.0932876
0,0,0,0.0909291
0,0,0,0.0886754
0,0,0,0.0864413
0,0,0,0.0841678
0,0,0,0.0819493
0,0,0,0.0797498
0,0,0,0.0775144
0,0,0,0.0753252
0,0,0,0.0731753
0,0,0,0.0709552
0,0,0,0.0688544
0,0,0,0.0666758
0,0,0,0.0645509
0,0,0,0.062444
0,0,0,0.0603265
0,0,0,0.0581921
0,0,0,0.0561293
0,0,0,0.0540943
0,0,0,0.0519852
0,0,0,0.0500304
0,0,0,0.0478951
0,0,0,0.04593
0,0,0,0.0439298
0,0,0,0.041872
0,0,0,0.0399913
0,0,0,0.0378992
0,0,0,0.0360463
0,0,0,0.0340804
0,0,0,0.0321655
0,0,0,0.0302854
0,0,0,0.0284026
0,0,0,0.0264915
0,0,0,0.0246461
0,0,0,0.0227833
0,0,0,0.0208907
0,0,0,0.0190558
0,0,0,0.0171741
0,0,0,0.015324
0,0,0,0.0135354
0,0,0,0.0115914
0,0,0,0.00987849
0,0,0,0.00800289
0,0,0,0.00619729
0,0,0,0.00444224
0,0,0,0.00265935
0,0,0,0.000908226
0,0,0,-0.000834483
0,0,0,-0.00254507
