Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,-0.49641
0,0,0,-0.494882
0,0,0,-0.521763
0,0,0,-0.534394
0,0,0,-0.547572
0,0,0,-0.566236
0,0,0,-0.585768
0,0,0,-0.608759
0,0,0,-0.634169
0,0,0,-0.662666
0,0,0,-0.693712
0,0,0,-0.72688
0,0,0,-0.760419
0,0,0,-0.791582
0,0,0,-0.817542
0,0,0,-0.836801
0,0,0,-0.84955
0,0,0,-0.857259
0,0,0,-0.861573
0,0,0,-0.863799
0,0,0,-0.864804
0,0,0,-0.865158
0,0,0,-0.86514
0,0,0,-0.864866
0,0,0,-0.864444
0,0,0,-0.863993
0,0,0,-0.86361
0,0,0,-0.863298
0,0,0,-0.862995
0,0,0,-0.862644
0,0,0,-0.862166
0,0,0,-0.861654
0,0,0,-0.861197
0,0,0,-0.860856
0,0,0,-0.860627
0,0,0,-0.860407
0,0,0,-0.860075
0,0,0,-0.859681
0,0,0,-0.859204
0,0,0,-0.858659
0,0,0,-0.858195
0,0,0,-0.857804
0,0,0,-0.857432
0,0,0,-0.85707
0,0,0,-0.856663
0,0,0,-0.856259
0,0,0,-0.855949
0,0,0,-0.855638
0,0,0,-0.855332
0,0,0,-0.854999
0,0,0,-0.85459
0,0,0,-0.854089
0,0,0,-0.85357
0,0,0,-0.853197
0,0,0,-0.852931
0,0,0,-0.852649
0,0,0,-0.852307
0,0,0,-0.851899
0,0,0,-0.851451
0,0,0,-0.850999
0,0,0,-0.850525
0,0,0,-0.850088
0,0,0,-0.84982
0,0,0,-0.8497
0,0,0,-0.849546
0,0,0,-0.849188
0,0,0,-0.848667
0,0,0,-0.848248
0,0,0,-0.848049
0,0,0,-0.847877
0,0,0,-0.847541
0,0,0,-0.847049
0,0,0,-0.846559
0,0,0,-0.84621
0,0,0,-0.84594
0,0,0,-0.845599
0,0,0,-0.845189
0,0,0,-0.84477
0,0,0,-0.844412
0,0,0,-0.844089
0,0,0,-0.843738
0,0,0,-0.843361
0,0,0,-0.842921
0,0,0,-0.842494
0,0,0,-0.842158
0,0,0,-0.841853
0,0,0,-0.841526
0,0,0,-0.841216
0,0,0,-0.840929
0,0,0,-0.84068
0,0,0,-0.840452
0,0,0,-0.840207
0,0,0,-0.839891
0,0,0,-0.839414
0,0,0,-0.838865
0,0,0,-0.838437
0,0,0,-0.838114
0,0,0,-0.837826
0,0,0,-0.837441
0,0,0,-0.836931
0,0,0,-0.836446
0,0,0,-0.836103
0,0,0,-0.835817
0,0,0,-0.835482
0,0,0,-0.835152
0,0,0,-0.834846
0,0,0,-0.834542
0,0,0,-0.834193
0,0,0,-0.833818
0,0,0,-0.833485
0,0,0,-0.833203
0,0,0,-0.832916
0,0,0,-0.832619
0,0,0,-0.832336
0,0,0,-0.832016
0,0,0,-0.831718
0,0,0,-0.831342
0,0,0,-0.830864
0,0,0,-0.83044
0,0,0,-0.830073
0,0,0,-0.829752
0,0,0,-0.82949
0,0,0,-0.829258
0,0,0,-0.829003
0,0,0,-0.828672
0,0,0,-0.828292
0,0,0,-0.827945
0,0,0,-0.827604
0,0,0,-0.827231
0,0,0,-0.826871
0,0,0,-0.826545
0,0,0,-0.8263
0,0,0,-0.826104
0,0,0,-0.825827
0,0,0,-0.82546
0,0,0,-0.82503
0,0,0,-0.824656
0,0,0,-0.824399
0,0,0,-0.82414
0,0,0,-0.823808
0,0,0,-0.823483
0,0,0,-0.823195
0,0,0,-0.82292
0,0,0,-0.822667
0,0,0,-0.82239
0,0,0,-0.822095
0,0,0,-0.82175
0,0,0,-0.821329
0,0,0,-0.820865
0,0,0,-0.820432
0,0,0,-0.820121
0,0,0,-0.819985
0,0,0,-0.819905
0,0,0,-0.81961
0,0,0,-0.819095
0,0,0,-0.818546
0,0,0,-0.818127
