Point_ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Y_Plus
0,0.970825,0,3.17854,-58.0365,1.20816e-07,0,0,0,0,0,0,1,0,0,1,1.27142,0.194751,-0.000211317,-0.00216743,0,0.00217771,1.11548,2.05109
1,0.968457,0,3.16935,72.0207,1.20775e-07,0,0,0,0,0,0,0.992739,0.00151925,0,0.99274,1.26774,0.187398,0.00060209,-0.000124344,0,0.000614796,1.11498,0.714307
2,0.957839,0,3.1333,29.5996,1.20737e-07,0,0,0,0,0,0,0.985523,0.00298981,0,0.985527,1.25332,0.158564,0.000239524,-4.83666e-05,0,0.000244359,1.11452,0.447996
3,0.954577,0,3.12173,14.1366,1.20711e-07,0,0,0,0,0,0,0.978353,0.00442412,0,0.978363,1.24869,0.149303,0.000185074,-3.672e-05,0,0.000188681,1.11419,0.393078
4,0.951039,0,3.10963,9.5805,1.20696e-07,0,0,0,0,0,0,0.971231,0.0058254,0,0.971249,1.24385,0.139628,0.000203269,-3.96948e-05,0,0.000207108,1.11401,0.411114
5,0.946405,0,3.09422,8.30843,1.20688e-07,0,0,0,0,0,0,0.964156,0.00719657,0,0.964183,1.23769,0.1273,0.000231808,-4.46027e-05,0,0.00023606,1.11391,0.437866
6,0.942076,0,3.07996,7.76592,1.20685e-07,0,0,0,0,0,0,0.957129,0.00853886,0,0.957167,1.23199,0.115891,0.000261755,-4.9666e-05,0,0.000266425,1.11388,0.464124
7,0.937564,0,3.06516,7.25853,1.20683e-07,0,0,0,0,0,0,0.950149,0.00985441,0,0.9502,1.22607,0.104052,0.000290915,-5.45025e-05,0,0.000295977,1.11386,0.48802
8,0.933171,0,3.05076,6.62755,1.20682e-07,0,0,0,0,0,0,0.943216,0.0111454,0,0.943282,1.22031,0.0925309,0.00031984,-5.92058e-05,0,0.000325274,1.11384,0.510408
9,0.928755,0,3.03627,5.92593,1.2068e-07,0,0,0,0,0,0,0.936331,0.0124123,0,0.936413,1.21451,0.0809352,0.000347526,-6.35635e-05,0,0.000353292,1.11382,0.530684
10,0.924411,0,3.02199,5.21171,1.20678e-07,0,0,0,0,0,0,0.929492,0.0136555,0,0.929593,1.2088,0.0695109,0.00037353,-6.75128e-05,0,0.000379582,1.11379,0.548798
11,0.920091,0,3.00777,4.52336,1.20675e-07,0,0,0,0,0,0,0.9227,0.0148758,0,0.92282,1.20311,0.0581403,0.000397375,-7.09966e-05,0,0.000403668,1.11376,0.564631
12,0.915823,0,2.99372,3.86914,1.20672e-07,0,0,0,0,0,0,0.915955,0.0160741,0,0.916096,1.19749,0.0468966,0.000419036,-7.40366e-05,0,0.000425526,1.11372,0.578385
13,0.911589,0,2.97977,3.24942,1.20669e-07,0,0,0,0,0,0,0.909257,0.0172512,0,0.90942,1.19191,0.0357406,0.000438471,-7.66257e-05,0,0.000445116,1.11368,0.590196
14,0.90741,0,2.966,2.67042,1.20666e-07,0,0,0,0,0,0,0.902604,0.0184074,0,0.902791,1.1864,0.0247239,0.000455615,-7.87476e-05,0,0.00046237,1.11364,0.600162
15,0.903277,0,2.95238,2.14407,1.20662e-07,0,0,0,0,0,0,0.895997,0.0195429,0,0.89621,1.18095,0.0138262,0.00047029,-8.03978e-05,0,0.000477112,1.1136,0.608282
