Point_ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Y_Plus
0,0.98699,0,3.57643,-25.1485,1.19726e-07,0,0,0,0,0,0,1,0,0,1,1.43057,0.231073,-0.000169601,-0.00173956,0,0.00174781,1.1022,1.86963
1,0.982494,0,3.54692,-111.204,1.19389e-07,0,0,0,0,0,0,0.992739,0.00151925,0,0.99274,1.41877,0.207467,0.000836965,-0.00017285,0,0.000854627,1.09811,0.858118
2,0.974408,0,3.50948,-2.58315,1.19176e-07,0,0,0,0,0,0,0.985523,0.00298981,0,0.985527,1.40379,0.177512,0.000610527,-0.000123282,0,0.00062285,1.09553,0.730852
3,0.969223,0,3.4871,42.0427,1.1908e-07,0,0,0,0,0,0,0.978353,0.00442412,0,0.978363,1.39484,0.159616,0.000641156,-0.00012721,0,0.000653654,1.09437,0.747312
4,0.963433,0,3.465,60.4201,1.19047e-07,0,0,0,0,0,0,0.971231,0.0058254,0,0.971249,1.386,0.141936,0.000719902,-0.000140584,0,0.000733501,1.09397,0.789492
5,0.956994,0,3.44138,67.2001,1.19035e-07,0,0,0,0,0,0,0.964156,0.00719657,0,0.964183,1.37655,0.123037,0.00080048,-0.000154022,0,0.000815163,1.09382,0.82958
6,0.951007,0,3.41951,68.9482,1.19026e-07,0,0,0,0,0,0,0.957129,0.00853886,0,0.957167,1.36781,0.105543,0.000880168,-0.000167005,0,0.000895872,1.09371,0.867019
7,0.945095,0,3.39792,68.4291,1.19017e-07,0,0,0,0,0,0,0.950149,0.00985441,0,0.9502,1.35917,0.0882664,0.000957017,-0.000179296,0,0.000973668,1.09361,0.901134
8,0.939384,0,3.37706,66.8925,1.19008e-07,0,0,0,0,0,0,0.943216,0.0111454,0,0.943282,1.35082,0.0715785,0.00103152,-0.000190945,0,0.00104905,1.0935,0.932604
9,0.9338,0,3.35669,64.6986,1.19e-07,0,0,0,0,0,0,0.936331,0.0124123,0,0.936413,1.34268,0.0552866,0.00110286,-0.000201717,0,0.00112116,1.0934,0.961319
10,0.928381,0,3.33696,62.047,1.18993e-07,0,0,0,0,0,0,0.929492,0.0136555,0,0.929593,1.33478,0.0394962,0.00117094,-0.000211638,0,0.00118991,1.09332,0.987535
11,0.923105,0,3.31776,59.0428,1.18987e-07,0,0,0,0,0,0,0.9227,0.0148758,0,0.92282,1.3271,0.0241398,0.00123557,-0.000220752,0,0.00125513,1.09324,1.01141
12,0.917965,0,3.29907,55.7548,1.18981e-07,0,0,0,0,0,0,0.915955,0.0160741,0,0.916096,1.31963,0.00918741,0.001297,-0.000229158,0,0.00131709,1.09317,1.03323
13,0.912947,0,3.28083,52.2198,1.18976e-07,0,0,0,0,0,0,0.909257,0.0172512,0,0.90942,1.31233,-0.00540095,0.00135555,-0.000236891,0,0.00137609,1.0931,1.05328
14,0.908061,0,3.26309,48.5094,1.1897e-07,0,0,0,0,0,0,0.902604,0.0184074,0,0.902791,1.30523,-0.0195999,0.00141144,-0.00024395,0,0.00143236,1.09304,1.07177
15,0.9033,0,3.2458,44.691,1.18965e-07,0,0,0,0,0,0,0.895997,0.0195429,0,0.89621,1.29832,-0.03343,0.0014647,-0.000250395,0,0.00148595,1.09298,1.08881
16,0.898646,0,3.2289,40.7798,1.18961e-07,0,0,0,0,0,0,0.889435,0.0206585,0,0.889675,1.29156,-0.0469442,0.0015155,-0.00025634,0,0.00153703,1.09292,1.10455
17,0.894078,0,3.21234,36.7445,1.18956e-07,0,0,0,0,0,0,0.882919,0.0217549,0,0.883187,1.28493,-0.0601981,0.00156422,-0.000261844,0,0.00158598,1.09287,1.11919
18,0.889599,0,3.19609,32.5833,1.18952e-07,0,0,0,0,0,0,0.876448,0.0228325,0,0.876746,1.27844,-0.0731924,0.0016112,-0.000266903,0,0.00163315,1.09282,1.13291
19,0.885208,0,3.18018,28.3355,1.18948e-07,0,0,0,0,0,0,0.870022,0.0238914,0,0.87035,1.27207,-0.0859247,0.00165654,-0.000271515,0,0.00167864,1.09277,1.14578
20,0.880903,0,3.16458,24.0441,1.18944e-07,0,0,0,0,0,0,0.86364,0.0249318,0,0.864,1.26583,-0.0984047,0.00170026,-0.000275734,0,0.00172247,1.09273,1.15785
21,0.876668,0,3.14924,19.7087,1.18941e-07,0,0,0,0,0,0,0.857303,0.0259541,0,0.857696,1.2597,-0.110675,0.00174245,-0.000279624,0,0.00176474,1.09268,1.16918
22,0.872494,0,3.13413,15.3057,1.18937e-07,0,0,0,0,0,0,0.851009,0.0269588,0,0.851436,1.25365,-0.122765,0.00178337,-0.000283231,0,0.00180572,1.09264,1.1799
23,0.868373,0,3.11921,10.8131,1.18934e-07,0,0,0,0,0,0,0.844759,0.0279463,0,0.845221,1.24768,-0.134699,0.00182325,-0.000286564,0,0.00184563,1.0926,1.19008
24,0.864301,0,3.10447,6.22202,1.18931e-07,0,0,0,0,0,0,0.838553,0.0289166,0,0.839051,1.24179,-0.14649,0.00186229,-0.000289636,0,0.00188468,1.09256,1.19981
25,0.860272,0,3.0899,1.52701,1.18928e-07,0,0,0,0,0,0,0.832389,0.0298701,0,0.832925,1.23596,-0.158151,0.00190058,-0.00029245,0,0.00192295,1.09252,1.20913
26,0.856288,0,3.07549,-3.26336,1.18925e-07,0,0,0,0,0,0,0.826269,0.0308068,0,0.826843,1.2302,-0.169678,0.00193819,-0.00029499,0,0.00196051,1.09249,1.21809
27,0.852353,0,3.06126,-8.12604,1.18922e-07,0,0,0,0,0,0,0.82019,0.0317268,0,0.820804,1.2245,-0.181063,0.0019751,-0.00029724,0,0.00199735,1.09245,1.22668
28,0.848471,0,3.04722,-13.0251,1.18919e-07,0,0,0,0,0,0,0.814155,0.0326299,0,0.814808,1.21889,-0.192294,0.00201124,-0.000299208,0,0.00203338,1.09242,1.2349
29,0.844636,0,3.03335,-17.9492,1.18916e-07,0,0,0,0,0,0,0.80816,0.0335165,0,0.808855,1.21334,-0.203386,0.00204656,-0.00030092,0,0.00206856,1.09239,1.24275
30,0.840846,0,3.01965,-22.9087,1.18913e-07,0,0,0,0,0,0,0.802208,0.0343865,0,0.802945,1.20786,-0.214349,0.00208114,-0.00030241,0,0.002103,1.09235,1.25026
31,0.837091,0,3.00608,-27.9331,1.18911e-07,0,0,0,0,0,0,0.796297,0.0352404,0,0.797076,1.20243,-0.225205,0.00211512,-0.000303694,0,0.00213681,1.09232,1.25749
32,0.833373,0,2.99264,-33.0395,1.18908e-07,0,0,0,0,0,0,0.790427,0.0360781,0,0.79125,1.19706,-0.235953,0.0021486,-0.000304763,0,0.00217011,1.09229,1.26446
33,0.829694,0,2.97935,-38.2229,1.18906e-07,0,0,0,0,0,0,0.784597,0.0368999,0,0.785465,1.19174,-0.246587,0.00218157,-0.000305599,0,0.00220287,1.09226,1.27118
34,0.826059,0,2.96622,-43.4553,1.18903e-07,0,0,0,0,0,0,0.778808,0.0377056,0,0.779721,1.18649,-0.257094,0.00221394,-0.000306193,0,0.00223501,1.09223,1.27763
35,0.822467,0,2.95325,-48.7098,1.18901e-07,0,0,0,0,0,0,0.77306,0.0384955,0,0.774018,1.1813,-0.267471,0.00224561,-0.000306562,0,0.00226643,1.0922,1.28381
36,0.818915,0,2.94042,-53.9831,1.18899e-07,0,0,0,0,0,0,0.767351,0.0392698,0,0.768355,1.17617,-0.277734,0.00227658,-0.000306745,0,0.00229715,1.09218,1.28971
37,0.815395,0,2.92771,-59.2932,1.18897e-07,0,0,0,0,0,0,0.761682,0.0400286,0,0.762733,1.17108,-0.287902,0.002307,-0.000306775,0,0.00232731,1.09215,1.29538
38,0.8119,0,2.91508,-64.6551,1.18894e-07,0,0,0,0,0,0,0.756052,0.0407722,0,0.757151,1.16603,-0.298001,0.00233702,-0.000306666,0,0.00235705,1.09212,1.30086
39,0.80843,0,2.90254,-70.069,1.18892e-07,0,0,0,0,0,0,0.750462,0.0415009,0,0.751608,1.16102,-0.308032,0.00236677,-0.000306401,0,0.00238652,1.09209,1.30619
40,0.804988,0,2.8901,-75.5079,1.18889e-07,0,0,0,0,0,0,0.74491,0.0422147,0,0.746105,1.15604,-0.317988,0.00239627,-0.000305955,0,0.00241572,1.09206,1.31139
41,0.801578,0,2.87777,-80.932,1.18886e-07,0,0,0,0,0,0,0.739397,0.0429137,0,0.740641,1.15111,-0.327855,0.00242542,-0.000305314,0,0.00244456,1.09203,1.31643
42,0.798204,0,2.86556,-86.3073,1.18883e-07,0,0,0,0,0,0,0.733922,0.0435979,0,0.735216,1.14622,-0.337621,0.00245414,-0.000304478,0,0.00247295,1.09199,1.32129
43,0.794865,0,2.85347,-91.6214,1.1888e-07,0,0,0,0,0,0,0.728485,0.0442674,0,0.729829,1.14139,-0.34729,0.00248233,-0.000303468,0,0.00250081,1.09195,1.32597
44,0.791557,0,2.8415,-96.8874,1.18877e-07,0,0,0,0,0,0,0.723086,0.0449225,0,0.724481,1.1366,-0.356871,0.00251002,-0.000302308,0,0.00252816,1.09191,1.33046
45,0.788278,0,2.82962,-102.125,1.18874e-07,0,0,0,0,0,0,0.717725,0.0455634,0,0.71917,1.13185,-0.366372,0.00253725,-0.00030101,0,0.00255505,1.09187,1.33478
46,0.785023,0,2.81783,-107.347,1.1887e-07,0,0,0,0,0,0,0.712401,0.0461902,0,0.713897,1.12713,-0.375803,0.00256409,-0.000299581,0,0.00258153,1.09183,1.33894
47,0.781789,0,2.80611,-112.573,1.18867e-07,0,0,0,0,0,0,0.707114,0.0468031,0,0.708661,1.12245,-0.385176,0.0025906,-0.00029803,0,0.00260769,1.09179,1.34297
48,0.778571,0,2.79445,-117.82,1.18863e-07,0,0,0,0,0,0,0.701864,0.0474024,0,0.703463,1.11778,-0.394504,0.00261687,-0.000296366,0,0.00263359,1.09175,1.34689
49,0.775368,0,2.78284,-123.102,1.1886e-07,0,0,0,0,0,0,0.696651,0.0479881,0,0.698302,1.11314,-0.403793,0.00264295,-0.000294596,0,0.00265932,1.0917,1.3507
50,0.772177,0,2.77127,-128.43,1.18856e-07,0,0,0,0,0,0,0.691474,0.0485606,0,0.693177,1.10851,-0.413049,0.00266891,-0.000292726,0,0.00268492,1.09166,1.35444
51,0.768994,0,2.75973,-133.817,1.18852e-07,0,0,0,0,0,0,0.686333,0.0491198,0,0.688088,1.10389,-0.422282,0.00269479,-0.000290748,0,0.00271043,1.09161,1.35809
52,0.765822,0,2.74822,-139.275,1.18848e-07,0,0,0,0,0,0,0.681227,0.0496661,0,0.683035,1.09929,-0.431488,0.00272064,-0.000288651,0,0.00273591,1.09156,1.36169
53,0.762659,0,2.73675,-144.808,1.18844e-07,0,0,0,0,0,0,0.676158,0.0501994,0,0.678019,1.0947,-0.440668,0.00274645,-0.000286434,0,0.00276134,1.09151,1.36523
54,0.759505,0,2.7253,-150.426,1.18839e-07,0,0,0,0,0,0,0.671124,0.0507198,0,0.673037,1.09012,-0.449824,0.00277221,-0.000284095,0,0.00278673,1.09146,1.3687
55,0.756362,0,2.71389,-156.146,1.18835e-07,0,0,0,0,0,0,0.666124,0.0512276,0,0.668091,1.08556,-0.458953,0.00279795,-0.00028164,0,0.00281209,1.09141,1.37211
56,0.753225,0,2.7025,-161.977,1.18831e-07,0,0,0,0,0,0,0.66116,0.0517227,0,0.66318,1.081,-0.468066,0.00282365,-0.000279075,0,0.00283741,1.09135,1.37547
57,0.750093,0,2.69112,-167.931,1.18826e-07,0,0,0,0,0,0,0.656231,0.0522054,0,0.658304,1.07645,-0.47717,0.00284934,-0.000276405,0,0.00286271,1.09129,1.37877
58,0.746957,0,2.67973,-174.036,1.18821e-07,0,0,0,0,0,0,0.651335,0.0526758,0,0.653462,1.07189,-0.486285,0.00287514,-0.000273644,0,0.00288813,1.09123,1.38203
59,0.743815,0,2.6683,-180.342,1.18816e-07,0,0,0,0,0,0,0.646474,0.053134,0,0.648654,1.06732,-0.495425,0.00290125,-0.000270807,0,0.00291386,1.09117,1.38531
60,0.740663,0,2.65684,-186.91,1.1881e-07,0,0,0,0,0,0,0.641647,0.0535801,0,0.643881,1.06274,-0.504598,0.00292782,-0.000267887,0,0.00294005,1.09111,1.38864
61,0.737506,0,2.64535,-193.749,1.18805e-07,0,0,0,0,0,0,0.636854,0.0540142,0,0.63914,1.05814,-0.513791,0.00295479,-0.000264846,0,0.00296664,1.09104,1.39199
62,0.734345,0,2.63383,-200.797,1.18799e-07,0,0,0,0,0,0,0.632094,0.0544364,0,0.634434,1.05353,-0.523005,0.0029821,-0.000261665,0,0.00299356,1.09096,1.39537
63,0.731178,0,2.62227,-207.88,1.18792e-07,0,0,0,0,0,0,0.627367,0.0548466,0,0.62976,1.04891,-0.53225,0.00300969,-0.000258338,0,0.00302076,1.09088,1.39875
64,0.728,0,2.61065,-214.708,1.18784e-07,0,0,0,0,0,0,0.622674,0.055245,0,0.62512,1.04426,-0.541546,0.00303763,-0.000254869,0,0.0030483,1.09079,1.40214
65,0.724811,0,2.59896,-220.929,1.18775e-07,0,0,0,0,0,0,0.618013,0.0556315,0,0.620512,1.03958,-0.5509,0.00306593,-0.000251256,0,0.00307621,1.09068,1.40556
66,0.721614,0,2.58721,-226.281,1.18765e-07,0,0,0,0,0,0,0.613385,0.0560062,0,0.615936,1.03489,-0.560297,0.00309459,-0.000247498,0,0.00310447,1.09056,1.409
67,0.718425,0,2.57549,-230.774,1.18755e-07,0,0,0,0,0,0,0.608789,0.0563692,0,0.611393,1.0302,-0.569676,0.00312351,-0.000243584,0,0.003133,1.09044,1.41245
68,0.715269,0,2.5639,-234.781,1.18745e-07,0,0,0,0,0,0,0.604225,0.0567205,0,0.606881,1.02556,-0.57895,0.00315283,-0.000239523,0,0.00316191,1.09032,1.41595
69,0.71217,0,2.55255,-238.874,1.18737e-07,0,0,0,0,0,0,0.599693,0.0570602,0,0.602401,1.02102,-0.588027,0.00318237,-0.000235299,0,0.00319105,1.09022,1.41948
70,0.709144,0,2.54151,-243.709,1.1873e-07,0,0,0,0,0,0,0.595193,0.0573884,0,0.597953,1.0166,-0.596859,0.00321199,-0.000230901,0,0.00322028,1.09014,1.42301
71,0.70619,0,2.53077,-249.801,1.18725e-07,0,0,0,0,0,0,0.590724,0.057705,0,0.593536,1.01231,-0.60545,0.00324167,-0.000226321,0,0.00324956,1.09007,1.42655
72,0.703301,0,2.52029,-257.314,1.1872e-07,0,0,0,0,0,0,0.586286,0.0580102,0,0.589149,1.00812,-0.613833,0.00327141,-0.00022156,0,0.00327891,1.09002,1.4301
73,0.700482,0,2.51007,-265.953,1.18716e-07,0,0,0,0,0,0,0.58188,0.058304,0,0.584793,1.00403,-0.622016,0.00330104,-0.000216604,0,0.00330814,1.08996,1.43363
74,0.697754,0,2.50016,-275.007,1.18711e-07,0,0,0,0,0,0,0.577504,0.0585865,0,0.580468,1.00006,-0.629943,0.0033299,-0.000211412,0,0.0033366,1.0899,1.43704
