Point_ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Y_Plus
0,0.99177,0,7.41429,-12.7598,1.15091e-07,0,0,0,0,0,0,1,0,0,1,2.96572,0.217147,-0.000134694,-0.00138153,0,0.00138808,1.04661,1.73744
1,0.986565,0,7.36313,-100.456,1.14944e-07,0,0,0,0,0,0,0.992739,0.00151925,0,0.99274,2.94525,0.176219,0.00127456,-0.000263222,0,0.00130146,1.04488,1.10216
2,0.981908,0,7.32077,-22.2857,1.14853e-07,0,0,0,0,0,0,0.985523,0.00298981,0,0.985527,2.92831,0.142327,0.00110751,-0.000223636,0,0.00112986,1.04379,1.02533
3,0.978469,0,7.29154,10.9982,1.14809e-07,0,0,0,0,0,0,0.978353,0.00442412,0,0.978363,2.91662,0.11895,0.00116593,-0.000231329,0,0.00118865,1.04328,1.05022
4,0.975401,0,7.26711,25.6542,1.1479e-07,0,0,0,0,0,0,0.971231,0.0058254,0,0.971249,2.90685,0.0994058,0.00126976,-0.000247961,0,0.00129374,1.04305,1.09412
5,0.972104,0,7.24169,31.959,1.1478e-07,0,0,0,0,0,0,0.964156,0.00719657,0,0.964183,2.89668,0.0790664,0.00136956,-0.000263521,0,0.00139469,1.04293,1.13419
6,0.969207,0,7.21942,34.2988,1.14771e-07,0,0,0,0,0,0,0.957129,0.00853886,0,0.957167,2.88777,0.0612534,0.00146385,-0.000277754,0,0.00148997,1.04283,1.17063
7,0.966423,0,7.19809,34.6303,1.14764e-07,0,0,0,0,0,0,0.950149,0.00985441,0,0.9502,2.87923,0.0441833,0.00155137,-0.000290647,0,0.00157836,1.04274,1.20319
8,0.963813,0,7.17814,33.8206,1.14758e-07,0,0,0,0,0,0,0.943216,0.0111454,0,0.943282,2.87125,0.0282227,0.00163365,-0.000302406,0,0.00166141,1.04267,1.23284
9,0.961319,0,7.15915,32.1323,1.14753e-07,0,0,0,0,0,0,0.936331,0.0124123,0,0.936413,2.86366,0.0130368,0.00171052,-0.000312859,0,0.0017389,1.04261,1.25969
10,0.958948,0,7.14119,29.4347,1.14749e-07,0,0,0,0,0,0,0.929492,0.0136555,0,0.929593,2.85648,-0.00133029,0.00178239,-0.000322153,0,0.00181127,1.04257,1.28409
11,0.956673,0,7.12409,25.1482,1.14747e-07,0,0,0,0,0,0,0.9227,0.0148758,0,0.92282,2.84964,-0.0150134,0.00184955,-0.000330448,0,0.00187884,1.04254,1.30629
12,0.954482,0,7.10773,18.14,1.14747e-07,0,0,0,0,0,0,0.915955,0.0160741,0,0.916096,2.84309,-0.0280998,0.00191261,-0.000337927,0,0.00194224,1.04254,1.32663
13,0.952388,0,7.09201,13.4674,1.14745e-07,0,0,0,0,0,0,0.909257,0.0172512,0,0.90942,2.8368,-0.0406802,0.00197209,-0.000344636,0,0.00200198,1.04252,1.34542
