Point_ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Y_Plus
0,0.982275,0,3.32898,-38.2086,1.20423e-07,0,0,0,0,0,0,1,0,0,1,1.33159,0.222119,-0.000183996,-0.0018872,0,0.00189615,1.11068,1.93146
1,0.977965,0,3.30813,0.0643614,1.20251e-07,0,0,0,0,0,0,0.992739,0.00151925,0,0.99274,1.32325,0.205444,0.000730708,-0.000150906,0,0.000746127,1.10859,0.79421
2,0.968787,0,3.27276,20.4734,1.20131e-07,0,0,0,0,0,0,0.985523,0.00298981,0,0.985527,1.3091,0.177145,0.000446731,-9.02074e-05,0,0.000455748,1.10712,0.618411
3,0.9643,0,3.25537,30.1975,1.20069e-07,0,0,0,0,0,0,0.978353,0.00442412,0,0.978363,1.30215,0.163231,0.000442621,-8.78194e-05,0,0.000451249,1.10637,0.614243
4,0.95933,0,3.23773,35.2189,1.20044e-07,0,0,0,0,0,0,0.971231,0.0058254,0,0.971249,1.29509,0.14912,0.000496227,-9.69044e-05,0,0.0005056,1.10607,0.648636
5,0.953506,0,3.21781,36.9882,1.20037e-07,0,0,0,0,0,0,0.964156,0.00719657,0,0.964183,1.28712,0.133184,0.000554738,-0.000106738,0,0.000564914,1.10598,0.683586
6,0.94807,0,3.19938,36.6351,1.20034e-07,0,0,0,0,0,0,0.957129,0.00853886,0,0.957167,1.27975,0.118439,0.000613469,-0.000116401,0,0.000624414,1.10595,0.716648
7,0.9426,0,3.18085,35.109,1.20032e-07,0,0,0,0,0,0,0.950149,0.00985441,0,0.9502,1.27234,0.103613,0.000670835,-0.00012568,0,0.000682506,1.10593,0.747092
8,0.937304,0,3.16288,33.0176,1.2003e-07,0,0,0,0,0,0,0.943216,0.0111454,0,0.943282,1.26515,0.0892426,0.00072728,-0.000134627,0,0.000739636,1.10589,0.77556
9,0.932081,0,3.14515,30.6455,1.20027e-07,0,0,0,0,0,0,0.936331,0.0124123,0,0.936413,1.25806,0.0750578,0.000781625,-0.000142961,0,0.000794592,1.10586,0.801634
10,0.926992,0,3.12787,28.1352,1.20024e-07,0,0,0,0,0,0,0.929492,0.0136555,0,0.929593,1.25115,0.0612314,0.000833478,-0.000150645,0,0.000846982,1.10582,0.825399
11,0.922007,0,3.11093,25.5434,1.2002e-07,0,0,0,0,0,0,0.9227,0.0148758,0,0.92282,1.24437,0.0476833,0.000882439,-0.00015766,0,0.000896413,1.10578,0.846881
12,0.917134,0,3.09437,22.8957,1.20017e-07,0,0,0,0,0,0,0.915955,0.0160741,0,0.916096,1.23775,0.0344334,0.000928645,-0.000164076,0,0.000943028,1.10573,0.866348
13,0.91236,0,3.07814,20.204,1.20013e-07,0,0,0,0,0,0,0.909257,0.0172512,0,0.90942,1.23126,0.0214487,0.000972258,-0.000169909,0,0.000986993,1.10569,0.88403
