Point_ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Y_Plus
0,0.986642,0,3.92894,-31.4591,1.18942e-07,0,0,0,0,0,0,1,0,0,1,1.57158,0.2277,-0.00016203,-0.0016619,0,0.00166978,1.0927,1.83914
1,0.978717,0,3.895,16.7393,1.18887e-07,0,0,0,0,0,0,0.992739,0.00151925,0,0.99274,1.558,0.200548,0.000912719,-0.000188495,0,0.00093198,1.09203,0.898163
2,0.969435,0,3.85631,14.2339,1.18846e-07,0,0,0,0,0,0,0.985523,0.00298981,0,0.985527,1.54252,0.169592,0.000710277,-0.000143425,0,0.000724613,1.09153,0.78847
3,0.963561,0,3.83179,10.0009,1.18818e-07,0,0,0,0,0,0,0.978353,0.00442412,0,0.978363,1.53271,0.149977,0.000754113,-0.000149622,0,0.000768813,1.0912,0.809882
4,0.957829,0,3.80821,6.40207,1.188e-07,0,0,0,0,0,0,0.971231,0.0058254,0,0.971249,1.52328,0.131117,0.000843113,-0.000164645,0,0.000859039,1.09098,0.853669
5,0.951761,0,3.78349,3.12736,1.18786e-07,0,0,0,0,0,0,0.964156,0.00719657,0,0.964183,1.5134,0.111341,0.00093149,-0.00017923,0,0.000948576,1.09081,0.894316
6,0.946181,0,3.76078,-0.514059,1.18773e-07,0,0,0,0,0,0,0.957129,0.00853886,0,0.957167,1.50431,0.0931706,0.00101789,-0.000193136,0,0.00103605,1.09066,0.931997
7,0.940722,0,3.73857,-4.59654,1.18761e-07,0,0,0,0,0,0,0.950149,0.00985441,0,0.9502,1.49543,0.0754078,0.00110069,-0.000206213,0,0.00111984,1.09051,0.966254
8,0.935484,0,3.71726,-8.9844,1.18749e-07,0,0,0,0,0,0,0.943216,0.0111454,0,0.943282,1.48691,0.0583584,0.00118037,-0.000218499,0,0.00120042,1.09036,0.997727
9,0.930412,0,3.69661,-13.5071,1.18737e-07,0,0,0,0,0,0,0.936331,0.0124123,0,0.936413,1.47865,0.0418392,0.00125609,-0.000229743,0,0.00127693,1.09022,1.02634
10,0.925526,0,3.67672,-18.0508,1.18725e-07,0,0,0,0,0,0,0.929492,0.0136555,0,0.929593,1.47069,0.0259218,0.00132778,-0.000239986,0,0.00134929,1.09007,1.05235
11,0.920804,0,3.65748,-22.5563,1.18713e-07,0,0,0,0,0,0,0.9227,0.0148758,0,0.92282,1.46299,0.0105329,0.00139538,-0.000249303,0,0.00141747,1.08993,1.07596
12,0.916228,0,3.63884,-27.0262,1.18701e-07,0,0,0,0,0,0,0.915955,0.0160741,0,0.916096,1.45553,-0.00438203,0.00145927,-0.000257829,0,0.00148187,1.08979,1.09751
13,0.911783,0,3.62072,-31.4829,1.1869e-07,0,0,0,0,0,0,0.909257,0.0172512,0,0.90942,1.44829,-0.0188719,0.00151993,-0.000265617,0,0.00154296,1.08965,1.11729
14,0.907475,0,3.60317,-35.9108,1.18679e-07,0,0,0,0,0,0,0.902604,0.0184074,0,0.902791,1.44127,-0.0329186,0.00157769,-0.000272685,0,0.00160108,1.08952,1.13555
15,0.903295,0,3.58613,-40.2728,1.18668e-07,0,0,0,0,0,0,0.895997,0.0195429,0,0.89621,1.43445,-0.0465487,0.00163266,-0.00027911,0,0.00165635,1.08938,1.15243
16,0.899223,0,3.56953,-44.5719,1.18657e-07,0,0,0,0,0,0,0.889435,0.0206585,0,0.889675,1.42781,-0.0598248,0.00168506,-0.00028502,0,0.001709,1.08925,1.16807
17,0.89524,0,3.5533,-48.8538,1.18646e-07,0,0,0,0,0,0,0.882919,0.0217549,0,0.883187,1.42132,-0.0728116,0.0017353,-0.000290482,0,0.00175944,1.08912,1.18266
18,0.891345,0,3.53743,-53.1429,1.18635e-07,0,0,0,0,0,0,0.876448,0.0228325,0,0.876746,1.41497,-0.0855117,0.00178376,-0.000295489,0,0.00180807,1.08899,1.19639
19,0.887538,0,3.52191,-57.4154,1.18625e-07,0,0,0,0,0,0,0.870022,0.0238914,0,0.87035,1.40876,-0.0979242,0.00183057,-0.00030004,0,0.001855,1.08887,1.20933
20,0.883816,0,3.50674,-61.6388,1.18615e-07,0,0,0,0,0,0,0.86364,0.0249318,0,0.864,1.4027,-0.11006,0.00187574,-0.000304193,0,0.00190025,1.08874,1.22153
21,0.880164,0,3.49186,-65.8163,1.18605e-07,0,0,0,0,0,0,0.857303,0.0259541,0,0.857696,1.39674,-0.121967,0.00191937,-0.000308017,0,0.00194393,1.08862,1.23304
22,0.876573,0,3.47722,-69.9784,1.18594e-07,0,0,0,0,0,0,0.851009,0.0269588,0,0.851436,1.39089,-0.133677,0.00196173,-0.000311558,0,0.00198631,1.0885,1.24397
23,0.873034,0,3.4628,-74.1516,1.18584e-07,0,0,0,0,0,0,0.844759,0.0279463,0,0.845221,1.38512,-0.145216,0.00200304,-0.000314821,0,0.00202763,1.08838,1.2544
24,0.869544,0,3.44857,-78.3512,1.18574e-07,0,0,0,0,0,0,0.838553,0.0289166,0,0.839051,1.37943,-0.156597,0.0020435,-0.00031782,0,0.00206807,1.08826,1.26442
25,0.866096,0,3.43452,-82.5908,1.18564e-07,0,0,0,0,0,0,0.832389,0.0298701,0,0.832925,1.37381,-0.167837,0.00208327,-0.000320561,0,0.00210779,1.08814,1.27408
26,0.862694,0,3.42065,-86.8687,1.18555e-07,0,0,0,0,0,0,0.826269,0.0308068,0,0.826843,1.36826,-0.178929,0.0021224,-0.000323026,0,0.00214684,1.08802,1.28341
27,0.859339,0,3.40698,-91.1676,1.18545e-07,0,0,0,0,0,0,0.82019,0.0317268,0,0.820804,1.36279,-0.189867,0.00216085,-0.000325194,0,0.00218519,1.0879,1.29241
28,0.856037,0,3.39352,-95.455,1.18535e-07,0,0,0,0,0,0,0.814155,0.0326299,0,0.814808,1.35741,-0.200635,0.00219854,-0.000327071,0,0.00222273,1.08778,1.30106
29,0.852781,0,3.38025,-99.7215,1.18525e-07,0,0,0,0,0,0,0.80816,0.0335165,0,0.808855,1.3521,-0.21125,0.00223543,-0.000328691,0,0.00225946,1.08767,1.30938
30,0.849569,0,3.36716,-103.978,1.18516e-07,0,0,0,0,0,0,0.802208,0.0343865,0,0.802945,1.34687,-0.221722,0.0022716,-0.000330086,0,0.00229546,1.08755,1.31739
31,0.846394,0,3.35422,-108.254,1.18506e-07,0,0,0,0,0,0,0.796297,0.0352404,0,0.797076,1.34169,-0.232075,0.0023072,-0.000331273,0,0.00233086,1.08744,1.32513
32,0.843255,0,3.34143,-112.566,1.18497e-07,0,0,0,0,0,0,0.790427,0.0360781,0,0.79125,1.33657,-0.242307,0.00234233,-0.000332241,0,0.00236577,1.08732,1.33265
33,0.840155,0,3.3288,-116.904,1.18487e-07,0,0,0,0,0,0,0.784597,0.0368999,0,0.785465,1.33152,-0.252413,0.00237697,-0.000332971,0,0.00240018,1.08721,1.33994
34,0.837099,0,3.31634,-121.24,1.18478e-07,0,0,0,0,0,0,0.778808,0.0377056,0,0.779721,1.32654,-0.262377,0.00241104,-0.000333453,0,0.00243399,1.08709,1.34699
35,0.834087,0,3.30407,-125.542,1.18469e-07,0,0,0,0,0,0,0.77306,0.0384955,0,0.774018,1.32163,-0.272197,0.00244444,-0.000333706,0,0.00246711,1.08698,1.35379
36,0.831114,0,3.29196,-129.811,1.18459e-07,0,0,0,0,0,0,0.767351,0.0392698,0,0.768355,1.31678,-0.281887,0.00247718,-0.000333774,0,0.00249957,1.08687,1.36034
37,0.828174,0,3.27998,-134.071,1.1845e-07,0,0,0,0,0,0,0.761682,0.0400286,0,0.762733,1.31199,-0.291471,0.00250939,-0.000333688,0,0.00253148,1.08676,1.36668
38,0.82526,0,3.2681,-138.358,1.18441e-07,0,0,0,0,0,0,0.756052,0.0407722,0,0.757151,1.30724,-0.300971,0.00254124,-0.000333463,0,0.00256302,1.08665,1.37285
