Point_X; SST NASA
0.6232555110966738;-0.5087708579966765
0.6343962860190513;-0.49427553067143837
0.648075705616795;-0.4616437466630108
0.6656885061381119;-0.438283436934211
0.6757661590467625;-0.42119492207336195
0.6900805536394681;-0.38462403821829727
0.708294399152454;-0.36009621408220216
0.7187271637751862;-0.34527079229022983
0.7330451022480433;-0.3154191052025075
0.7509719906377339;-0.2836435487628144
0.7626627952803156;-0.2719100598579378
0.7761399078660725;-0.2415456933000475
0.7943585027120945;-0.20924688667946145
0.8046483090652814;-0.1917840725615727
0.8196317339911936;-0.16551585640966437
0.8373544420783894;-0.13245595861686987
0.8476081151107906;-0.11358723997254128
0.8624575384374;-0.0848877603538567
0.881020406673849;-0.05107830307328132
0.8913675959801817;-0.041759260595390923
0.9058741581610579;-0.010058454181539611
0.9223874051433574;0.027452467877293607
0.9324642863840427;0.04600406519986899
0.9478442762378927;0.07529248441609582
0.964816340375009;0.10563728829504693
0.9748938146216182;0.12306454638595077
0.990275309798198;0.14949887370639692
1.0037183196559205;0.16064342301373147
0.0033915035266497695;1.058731006219426
0.0025803291962606667;1.1196182999960833
0.004694510881601194;1.0039324418204345
0.005652299659227228;0.9429873355326828
0.015825036678338095;0.6679582574887701
0.010042947637985633;0.7928492415740018
0.007251182174318499;0.8716417951471851
0.024272256602655307;0.5226944936331794
0.01790247280522783;0.6101523258884833
0.012680195013456297;0.7352672580309345
0.030578038944170494;0.44809646466416386
0.027084668987871097;0.4898153549937849
0.03542556187907808;0.377554407093073
0.0451422807184752;0.3072908929032392
0.05268109305706731;0.27306293157532013
0.06013977204900747;0.22301061629190477
0.07216173255928032;0.17724698935982142
0.08247631381661236;0.1477365852183674
0.09524181136524912;0.10138703889180611
0.11012903610427721;0.058415040564855136
0.11969597982123298;0.03726510763326418
0.13404738265378163;0.0036683687457870207
0.15052315209612865;-0.03155516133769787
0.16167988952155432;-0.04732473979216345
0.17762095616603724;-0.07529484037081535
0.1940928269745667;-0.10312656073633852
0.20524820109457864;-0.116311312126403
0.22012775763707798;-0.14474440983481518
0.23872300931881862;-0.17233396482736296
0.2493500302645676;-0.19030417306005698
0.264226999404199;-0.2138315549310965
0.282469076090106;-0.24283003465314912
0.29256189888434264;-0.2545036228639166
0.30967990860963357;-0.27719541522049473
0.3269231980166148;-0.31374124511832124
0.33818419804768224;-0.32588410882037055
0.35181295995146494;-0.34099720495421915
0.3633939381591981;-0.34630672194129075
0.3736627541300504;-0.3561490146000743
0.3841484749420488;-0.3578499380531155
0.40073819769517677;-0.3574931765661429
0.4193105011880595;-0.34157296548384464
0.4304515999829029;-0.3276917003543649
0.4474266393588982;-0.30298794938977314
0.4638696140531267;-0.2760326370407322
0.47554289004880973;-0.2646162694576091
0.4903891999857097;-0.23001380294971407
0.5087116424418356;-0.19787664583404796
0.5174365512709083;-0.17809500217255025
0.5331700599288696;-0.14804951872153427
0.5476632669622719;-0.11499266401213037
0.5592536168692033;-0.10120121296328732
0.572208479422252;-0.0641502910634808
0.5852080137036839;-0.04966890884840658
0.6463215387033028;0.045936110630921734
0.6614788196433743;0.0661050266944394
0.6760339962543935;0.0775288075032663
0.6876992894780243;0.10408051089734816
0.6993703302975327;0.11973477250753994
0.708389889578585;0.12988265480364958
0.7224754173724932;0.1530325112916493
0.7333243441760131;0.16168127461219717
0.7443903039070623;0.1742343368031638
0.7562665117431349;0.19631957171099157
0.7715257662425383;0.20288645414652184
0.7821383819955454;0.21222849135228827
0.7985876567441619;0.2272389005819504
0.8160984830544924;0.24263369929252576
0.8277724432877798;0.25275275237756656
0.8419969159175511;0.25850706290683756
0.8627982013340674;0.2757584628102241
0.8739423062127867;0.28394019291146244
0.8919865345092686;0.29454790112411433
0.9116257465107549;0.30069573038447084
0.9222411100750942;0.30482791730428804
0.9402905667795445;0.30552256400908107
0.959407578959165;0.29521818028145685
0.9700297544889891;0.2864348806425894
0.9859696566986407;0.26067254850395405
0.9976693977015549;0.22191126237649295
0.5983764446890478;-0.028355387523629316
0.6194595327542614;-0.001890359168241762
0.6352703532658546;0.020793950850661824
