Point_X; SST NASA
0.002372272012723997;-0.04152141960407585
0.0027824827856533785;-0.2636649054923488
0.0021757659658301898;0.047884288854577406
0.007227380886466239;-0.5865520694594706
0.002891928496738305;-0.19336590391650965
0.0024463384394373955;-0.11652061219876053
0.002613540562464406;0.18347615817997798
0.0019230751043256833;0.29783312700732667
0.0027262892349295687;0.37232190528414155
0.00903909904263872;-0.6685835303255055
0.0029980164054149716;-0.32455219926900614
0.0022617353872751156;0.25311600043702964
0.0048661383308979955;-0.4246356884143865
0.014786699652109353;-0.929088413385239
0.00968093042422491;-0.7351608866753385
0.006058983424939657;-0.5062627166337177
0.021105270975630558;-1.0426960839026154
0.011955271049420013;-0.8446311669446203
0.010785000401405093;-0.7761329614458807
0.013499955772107108;-0.8844298928246748
0.017248138968802534;-0.9713560080232033
0.030387556129746335;-1.0752576481897973
0.037453081063902605;-1.050918586745222
0.04964743846069389;-1.0209294804180733
0.06395081331627178;-0.9634651749689485
0.0734944855692537;-0.9404924122060836
0.08728631613743212;-0.9196832130929303
0.10321175884977024;-0.9180303383250035
0.11489132983141437;-0.9185492641242363
0.12594061762448955;-0.9319029546911622
0.1350769230461451;-0.941797139929869
0.15101907534762715;-0.9718256461788114
0.16164268017378042;-0.9833188916581173
0.17969650731016773;-0.9909105839061538
0.19986652423596468;-0.9846258158932224
0.20995303041895297;-0.9843231091770032
0.22588235554614305;-0.9900312929685647
0.2444748018537054;-1.0123018585189756
0.2561613976747555;-1.0261398798318524
0.272095679723258;-1.0412463864317427
0.2901505813661058;-1.0508753429286193
0.30183024357943045;-1.051567243994263
0.31351095495708203;-1.054248360623633
0.3214756175206771;-1.0571024525194137
0.33793171437163144;-1.0550267493224823
0.3496125990894761;-1.058036518958033
0.36835076997767363;-1.0690171536081494
0.3825315074430767;-1.0666160921720165
0.39456447194215144;-1.0661404101893863
0.4016447574019642;-1.0697873053895508
0.41598103293577854;-1.0747026858767288
0.43244125802027983;-1.080454113484893
0.44412260801969555;-1.0843460569791397
0.45766492464783887;-1.093729965181934
0.46377176807568704;-1.0970597390603452
0.4802271654837567;-1.0936578921542628
0.48870446190167954;-1.0619226966100659
0.4945148905582137;-1.0065216016997427
0.4997137774751807;-0.9419723117075995
0.5029539806688306;-0.9023472475037433
0.5061084680782555;-0.8439969243011134
0.5112451937285007;-0.7694337735238397
0.5156070545035598;-0.7355414322614426
0.5219475574706958;-0.6786181550067031
0.5339066416859501;-0.6339267001624528
0.5425099682409558;-0.6110776558996591
0.560658170698916;-0.5962963428006214
0.5737088991009169;-0.5795177419587584
0.5850606624899539;-0.562439317321783
0.5919437820964029;-0.5277741129593247
0.6070283145323363;-0.5422242745205557
