"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.861571941,      -3.923411322,       -3.77322607,      -3.216539536,     0.09632858429,      0.1738082736,                 0,                 0,                 0,     0.04859276703,     0.08939966434,       0.177471722,                 0,       1.804327084
          0,           0,          10,      -3.768152667,      -3.703822841,       -3.86967827,       -3.11274625,     0.06080872177,       0.162583846,                 0,                 0,                 0,    0.005248446446,     0.05435005675,      0.1648553274,                 0,       2.673692873
          0,           0,          20,      -3.703080862,      -3.707779203,      -3.848746618,      -3.050707851,     0.04659540839,      0.2594027132,                 0,                 0,                 0,     0.02855267156,     0.03632982305,       0.261038395,                 0,       5.567130372
          0,           0,          30,      -3.828060738,      -3.578084827,      -3.948891834,      -3.136290933,       0.029626104,      0.3879734009,                 0,                 0,                 0,      0.0621461965,     0.01430363396,      0.3888399052,                 0,       13.09566053
          0,           0,          40,      -3.969927661,      -3.916195983,      -4.072476114,      -3.295466027,     0.02879682838,      0.4773105086,                 0,                 0,                 0,     0.06328491479,    0.009952064799,      0.4780748219,                 0,       16.57510689
          0,           0,          50,      -4.208580702,      -4.157953553,      -4.360714871,       -3.54866122,     0.03809418338,      0.4657980898,                 0,                 0,                 0,     0.02509505038,     0.01969617121,      0.4669379917,                 0,       12.22753839
          0,           0,          60,       -4.49278714,      -4.614908589,      -4.688611803,       -3.84618052,     0.03876743572,      0.4189403433,                 0,                 0,                 0,    0.005186041853,     0.02221669825,      0.4201432418,                 0,       10.80650127
          0,           0,          70,      -4.711948562,      -4.782107131,      -4.942113675,      -4.065029055,     0.03568954439,      0.4083626129,                 0,                 0,                 0,     0.01612127223,     0.01955832548,      0.4094523648,                 0,       11.44207974
          0,           0,          80,      -4.826591308,      -4.807384593,      -5.043405989,      -4.172036525,     0.03402840533,      0.4287036306,                 0,                 0,                 0,     0.03223296988,     0.01709634647,       0.429712055,                 0,       12.59840496
          0,           0,          90,      -4.835928602,      -5.047138438,      -5.035287925,      -4.193442501,     0.03392443844,      0.4602148917,                 0,                 0,                 0,     0.04299773308,     0.01574983865,      0.4611947058,                 0,       13.56588091
