"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,       -4.16715754,        -15.330858,      -15.67228443,      -3.450804308,      -10.10707059,      0.2433343987,       0.362442471,                 0,                 0,                 0,      0.1296452543,      0.2191085293,       0.377581285,                 0,       1.489483086,   0.0005846170587
           1,       -4.64982944,        -4.2918205,      -4.357107758,       -3.93162108,      -10.72876725,      0.2848507111,      0.4037708119,                 0,                 0,                 0,      0.1316994544,      0.2578329493,      0.4215364355,                 0,       1.417482197,    0.001109681144
           2,      -4.763722219,      -4.392879667,      -4.712099731,      -4.020066273,      -11.02236173,       0.291970044,      0.3694643487,                 0,                 0,                 0,      0.1139997514,      0.2671807892,      0.3877690516,                 0,       1.265418683,    0.001109681144
           3,      -4.857956997,       -4.49593099,      -4.800622623,      -4.110456728,      -11.22895585,       0.294963374,      0.3490500475,                 0,                 0,                 0,      0.1057125993,      0.2715028694,      0.3675942323,                 0,       1.183367422,    0.001109681144
           4,      -4.893938178,      -4.551888423,      -4.752439579,       -4.15833454,      -11.27458911,      0.2888784293,      0.3386196401,                 0,                 0,                 0,      0.1025531171,      0.2661131343,      0.3567881827,                 0,       1.172187348,    0.001109681144
           5,      -4.841608967,      -4.550313879,      -4.677381924,      -4.111977746,      -11.27421025,      0.2796167299,      0.3345390239,                 0,                 0,                 0,      0.1014475474,        0.25713815,      0.3521105593,                 0,       1.196419914,    0.001109681144
           6,      -4.788880642,      -4.532272053,      -4.626157618,      -4.062418013,       -11.2058234,      0.2684611048,       0.332149085,                 0,                 0,                 0,      0.1005278396,      0.2461627195,      0.3489961246,                 0,       1.237233547,    0.001109681144
           7,      -4.706719516,      -4.464750141,      -4.543283682,      -3.976747748,      -11.16698639,      0.2601883442,      0.3307693194,                 0,                 0,                 0,     0.09989340772,      0.2379979125,      0.3470782488,                 0,       1.271268782,    0.001109681144
           8,      -4.660337343,      -4.421155003,      -4.500905473,      -3.935445396,      -11.06016905,      0.2497615919,      0.3295792327,                 0,                 0,                 0,     0.09916457471,        0.22767132,      0.3452087679,                 0,       1.319575321,    0.001109681144
           9,      -4.590166785,       -4.33866159,      -4.438075833,      -3.865122815,      -11.00659596,       0.241831391,      0.3288885555,                 0,                 0,                 0,     0.09879124539,      0.2198032708,      0.3440009096,                 0,       1.359991166,    0.001109681144
          10,      -4.553894464,      -4.295488864,      -4.412931795,      -3.836946362,      -10.89222068,      0.2304025867,      0.3287045171,                 0,                 0,                 0,     0.09873957728,       0.208410973,      0.3430697856,                 0,       1.426652894,    0.001109681144
          11,      -4.496106863,      -4.219589999,      -4.368728008,      -3.778106921,      -10.83619682,      0.2218629215,      0.3287890857,                 0,                 0,                 0,     0.09892948824,      0.1998840609,      0.3425956524,                 0,       1.481946977,    0.001109681144
