"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,       -4.10705043,      -15.34266817,       -15.6129973,      -3.390697198,      -10.10733819,      0.2652439198,      0.5676485691,                 0,                 0,                 0,      0.1841183126,      0.2044554532,      0.5922644702,                 0,       2.140100213,   0.0006524468388
           1,      -4.594456919,      -4.274405885,      -4.305714488,      -3.877494584,      -10.70250168,      0.3208588789,      0.6496877129,                 0,                 0,                 0,      0.1951815959,      0.2511903221,      0.6796675412,                 0,       2.024839441,    0.001200168335
           2,       -4.70243019,      -4.379086001,      -4.622300029,      -3.963034326,      -10.98033041,       0.328787151,      0.5942392871,                 0,                 0,                 0,      0.1687458035,      0.2648711011,      0.6253515977,                 0,       1.807367731,    0.001200168335
           3,      -4.802502601,      -4.494109226,      -4.738964769,      -4.060343152,      -11.17970182,      0.3284008052,      0.5564841557,                 0,                 0,                 0,      0.1550482467,      0.2684333576,      0.5877629088,                 0,       1.694527379,    0.001200168335
           4,      -4.839119848,      -4.553918704,      -4.696250543,      -4.106154385,      -11.23850188,      0.3205540341,      0.5418330918,                 0,                 0,                 0,      0.1506800601,      0.2621610252,       0.572371894,                 0,       1.690301897,    0.001200168335
           5,      -4.795216408,      -4.546661698,      -4.632001404,        -4.0653458,      -11.21814475,      0.3091957197,      0.5361270341,                 0,                 0,                 0,       0.148900803,      0.2514613782,      0.5655098276,                 0,       1.733940672,    0.001200168335
           6,      -4.729404189,      -4.499067575,      -4.558002113,      -3.998130862,      -11.16871758,      0.2987139821,      0.5330205506,                 0,                 0,                 0,      0.1476183698,      0.2413617766,      0.5613247217,                 0,       1.784384336,    0.001200168335
           7,      -4.661554735,      -4.432115724,      -4.487088177,      -3.929606473,      -11.10122578,      0.2890761516,      0.5305570399,                 0,                 0,                 0,      0.1463776751,      0.2320342502,      0.5578672788,                 0,       1.835353891,    0.001200168335
           8,      -4.598007275,      -4.358626275,      -4.425648723,       -3.86725174,      -11.02049522,      0.2795295415,      0.5283680115,                 0,                 0,                 0,      0.1451669894,      0.2227687532,      0.5546923496,                 0,       1.890204551,    0.001200168335
           9,      -4.540643062,      -4.285355853,      -4.373919297,      -3.812254993,      -10.93323219,      0.2697217281,      0.5264524209,                 0,                 0,                 0,       0.144075015,      0.2132149017,      0.5517620572,                 0,       1.951835414,    0.001200168335
          10,      -4.488860497,       -4.21544951,      -4.329768139,      -3.763321021,      -10.84587216,      0.2596525883,      0.5248210075,                 0,                 0,                 0,      0.1431693078,      0.2033714509,      0.5490870692,                 0,       2.021243119,    0.001200168335
          11,      -4.441419638,      -4.150250428,      -4.290880287,      -3.718733021,      -10.76214748,      0.2494864975,      0.5234040905,                 0,                 0,                 0,      0.1424559455,      0.1934091591,      0.5466152683,                 0,       2.097925522,    0.001200168335
