"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -4.396249578,      -15.35944795,      -15.60006274,      -3.679896346,      -10.46120365,      0.2505007309,      0.4326534903,                 0,                 0,                 0,      0.1713804837,      0.2216674975,      0.4481106776,                 0,       1.727154602,    0.001133067198
          0,           0,          10,      -4.199342841,      -3.913880338,       -4.20674799,      -3.434803482,      -10.54107447,      0.1178345077,      0.4986447224,                 0,                 0,                 0,     0.07807739377,     0.08496928975,      0.5052838313,                 0,       4.231737647,    0.001245134889
          0,           0,          20,      -4.442317824,      -4.085852676,      -4.322240685,      -3.672751194,      -10.87188905,     0.05774534086,      0.6755881095,                 0,                 0,                 0,     0.05597551292,     0.01343612722,      0.6779183495,                 0,       11.69943929,    0.001524472453
          0,           0,          30,      -4.810354691,      -4.638589609,      -4.897245687,      -4.079815187,      -11.04954312,     0.06326416177,      0.6610391351,                 0,                 0,                 0,   -0.008806089717,     0.01989468036,      0.6637614737,                 0,        10.4488721,    0.001524472453
          0,           0,          40,      -5.066149765,       -5.03366146,      -5.186271036,      -4.327823724,      -10.81206788,     0.04239711492,      0.6210630543,                 0,                 0,                 0,    0.002173488902,    0.001686872242,      0.6225062146,                 0,       14.64871031,    0.002593663919
          0,           0,          50,      -5.406926122,      -5.278455507,      -5.486076934,      -4.661540245,      -10.23831757,     0.04102847113,      0.6202526894,                 0,                 0,                 0,    -0.01084519216,   0.0003741592235,      0.6216080712,                 0,       15.11761643,    0.003891996698
          0,           0,          60,      -5.358259689,       -5.42659995,      -5.617635576,       -4.62679824,      -9.792938877,     0.03984386031,      0.5950502895,                 0,                 0,                 0,    -0.01922381717,   0.0008404005637,      0.5963821543,                 0,       14.93455415,    0.003891996698
          0,           0,          70,      -5.776203515,      -5.541823299,      -5.839154411,      -5.026420636,      -9.588907324,     0.03523520315,      0.5852846055,                 0,                 0,                 0,    -0.01967545805,   -0.003119682817,      0.5863359588,                 0,       16.61079129,    0.005238210879
          0,           0,          80,      -5.732669736,       -5.76716604,      -5.915170069,      -5.001108316,      -10.02320207,     0.03490415595,        0.56933936,                 0,                 0,                 0,    -0.03335988835,   -0.002407152266,      0.5704032018,                 0,       16.31150631,    0.005238210879
          0,           0,          90,      -5.665268126,      -5.758063214,      -5.951422516,       -4.93174936,      -10.11457943,     0.03289305622,      0.5557824773,                 0,                 0,                 0,    -0.03505460067,   -0.003527283518,      0.5567438131,                 0,       16.89665057,    0.005238210879
          0,           0,         100,      -5.989990373,      -5.758648332,      -6.111026611,      -5.240899516,      -10.16893804,     0.03243083311,      0.5615723612,                 0,                 0,                 0,    -0.03157095479,   -0.004367193503,      0.5624910696,                 0,        17.3160017,    0.005238210879
          0,           0,         110,      -6.020871058,      -5.942485974,      -6.047774787,      -5.287481037,         -10.45173,      0.0340394457,       0.577156089,                 0,                 0,                 0,    -0.02579732703,   -0.003781249641,      0.5781466398,                 0,       16.95550786,    0.009320174344
          0,           0,         120,      -5.647986076,      -5.838876978,       -5.93013932,      -4.916820902,      -10.66590086,     0.03483942471,        0.59804992,                 0,                 0,                 0,    -0.01731411139,   -0.004349505381,      0.5990480566,                 0,       17.16589539,     0.02428737372
          0,           0,         130,       -5.60916352,      -5.736080751,      -5.915413045,      -4.870891164,      -10.40398394,     0.03613711717,      0.6188821031,                 0,                 0,                 0,    -0.01255138525,   -0.004417081343,      0.6199205096,                 0,       17.12594008,     0.03652894362
          0,           0,         140,       -5.71642049,      -5.856398149,      -6.037574806,      -4.980752186,      -10.18768421,     0.03720202464,      0.6340986428,                 0,                 0,                 0,   -0.008685063315,   -0.004349663236,      0.6351741178,                 0,       17.04473477,     0.04877483406
          0,           0,         150,      -5.924353669,      -5.949949919,      -6.193043542,      -5.187710269,      -10.06342006,     0.03770698467,      0.6465189645,                 0,                 0,                 0,    -0.00480067018,   -0.004658112257,      0.6476008725,                 0,       17.14586754,     0.06510268802
          0,           0,         160,      -6.239143752,       -6.01425105,       -6.34180757,      -5.511614594,       -10.0098456,     0.03850696649,      0.6554803542,                 0,                 0,                 0,   -0.002104985688,   -0.004445946196,      0.6565953965,                 0,       17.02238358,     0.08823381448
          0,           0,         170,      -6.412273991,      -6.005336146,      -6.494503305,      -5.712158174,      -10.01176069,     0.03887032471,      0.6612972607,                 0,                 0,                 0,     0.00117462717,   -0.004463809839,      0.6624236133,                 0,       17.01290806,      0.1072829775
          0,           0,         180,      -6.326243383,      -5.990642613,      -6.539447156,      -5.615438702,      -10.02714697,     0.03914570622,      0.6645397394,                 0,                 0,                 0,    0.002984036275,   -0.004401086203,      0.6656771605,                 0,       16.97605698,       0.124971486
          0,           0,         190,      -6.153950596,      -5.951639866,       -6.45826524,      -5.427888621,      -10.06554895,     0.03912322733,       0.662658764,                 0,                 0,                 0,    0.002926127447,   -0.004300495279,      0.6637987422,                 0,       16.93773263,      0.1399386856
          0,           0,         200,      -5.993878089,      -5.982335181,      -6.281673257,      -5.265360559,       -10.1304157,     0.03856983716,      0.6559810967,                 0,                 0,                 0,    0.001000166762,   -0.004415960255,      0.6570991788,                 0,       17.00761903,      0.1535452306
          0,           0,         210,       -5.84490656,      -5.985762368,       -6.11863718,      -5.115062778,      -10.23364688,     0.03779155459,      0.6445812003,                 0,                 0,                 0,   -0.002895381769,   -0.004446987571,      0.6456727884,                 0,       17.05622347,      0.1644304666
          0,           0,         220,      -5.776153325,      -5.941767296,      -6.036207542,      -5.045659073,      -10.40282701,     0.03669538455,      0.6300693231,                 0,                 0,                 0,   -0.007329741283,   -0.004591688446,      0.6311202893,                 0,       17.17026081,      0.1725943937
          0,           0,         230,      -5.742538531,      -5.909593008,      -6.016037706,       -5.01021771,      -10.52556894,     0.03558450122,      0.6147561245,                 0,                 0,                 0,    -0.01201922298,   -0.004698662184,      0.6157672222,                 0,        17.2759517,      0.1793976661
          0,           0,         240,       -5.75763423,      -5.953668625,      -6.054389911,      -5.025755142,      -10.46910489,     0.03454284561,      0.5998843282,                 0,                 0,                 0,    -0.01641431521,   -0.004765425513,        0.60085914,                 0,        17.3663842,      0.1834796296
          0,           0,         250,      -5.813027444,      -6.003301286,      -6.106334115,      -5.081945691,      -10.37156539,     0.03360445057,      0.5869674715,                 0,                 0,                 0,    -0.02014382594,   -0.004857008533,      0.5879085653,                 0,       17.46695636,      0.1834796296
          0,           0,         260,      -5.923589331,      -6.113976507,      -6.187276377,      -5.191742235,      -10.32236933,     0.03287853444,      0.5765097896,                 0,                 0,                 0,    -0.02331402413,   -0.004897405298,      0.5774257969,                 0,       17.53453429,      0.1834796296
          0,           0,         270,      -6.071367548,      -6.167795364,      -6.306078014,      -5.337778433,      -10.32129641,     0.03228900433,      0.5686044694,                 0,                 0,                 0,    -0.02579573457,   -0.004968640503,      0.5694988455,                 0,       17.60984834,       0.176676357
          0,           0,         280,      -6.249951612,      -6.221822113,      -6.492283214,      -5.514104394,      -10.35489411,     0.03191677442,      0.5638315653,                 0,                 0,                 0,    -0.02726709215,   -0.005027910577,      0.5647118156,                 0,       17.66568131,      0.1685124299
          0,           0,         290,      -6.503048029,      -6.314291017,      -6.713357872,      -5.768042617,      -10.44127698,     0.03175658535,      0.5619862591,                 0,                 0,                 0,    -0.02792940008,   -0.005067067864,      0.5628599834,                 0,        17.6966841,      0.1617091574
          0,           0,         300,      -6.637594031,      -6.371543075,       -6.79746971,      -5.909693964,      -10.54137651,     0.03172669629,      0.5623744148,                 0,                 0,                 0,     -0.0280987024,   -0.005122279524,      0.5632453532,                 0,       17.72559013,      0.1562665393
          0,           0,         310,      -6.528743259,      -6.375966572,      -6.737821024,      -5.800201169,      -10.67121438,     0.03182790757,      0.5646047143,                 0,                 0,                 0,    -0.02769917508,   -0.005167153519,       0.565477497,                 0,       17.73929729,      0.1535452303
          0,           0,         320,      -6.427535159,      -6.375827318,      -6.631050014,      -5.697188159,      -10.82613469,     0.03205377803,      0.5684890863,                 0,                 0,                 0,    -0.02665453245,   -0.005195816745,      0.5693683249,                 0,       17.73547835,      0.1521845758
          0,           0,         330,       -6.35900673,      -6.382982142,      -6.554466479,      -5.627915963,      -10.83682303,     0.03238622362,      0.5736328228,                 0,                 0,                 0,    -0.02514457855,   -0.005200499413,      0.5745227913,                 0,       17.71224795,      0.1549058848
          0,           0,         340,       -6.33030631,      -6.394729964,      -6.523820438,       -5.59846694,      -10.71309483,     0.03277733519,      0.5793899982,                 0,                 0,                 0,    -0.02339755511,   -0.005186762521,        0.58029322,                 0,       17.67654371,      0.1576271938
          0,           0,         350,      -6.354124756,      -6.417966333,      -6.533072102,      -5.622347873,      -10.58709473,     0.03318249704,      0.5851728362,                 0,                 0,                 0,    -0.02157660571,   -0.005160683866,      0.5860901754,                 0,       17.63498496,      0.1630698118
          0,           0,         360,      -6.424279839,      -6.441660781,      -6.582965605,      -5.692427706,       -10.4898323,     0.03357492015,      0.5905050288,                 0,                 0,                 0,    -0.01980480319,   -0.005117843043,      0.5914366171,                 0,        17.5876823,      0.1685124298
          0,           0,         370,      -6.555959726,      -6.466183017,      -6.674551093,      -5.825290363,      -10.43237132,     0.03392311002,      0.5949906959,                 0,                 0,                 0,    -0.01819613713,   -0.005063775331,      0.5959354527,                 0,       17.53939115,      0.1739550478
          0,           0,         380,      -6.745599118,      -6.477245726,      -6.808915122,      -6.018552294,      -10.39014214,     0.03420439697,      0.5983333143,                 0,                 0,                 0,      -0.016861725,   -0.005001708348,      0.5992893113,                 0,       17.49287715,      0.1793976658
          0,           0,         390,      -6.866595754,      -6.474381836,      -6.963056892,      -6.146354183,      -10.37673209,     0.03439605608,      0.6002714396,                 0,                 0,                 0,    -0.01591972055,   -0.004937219053,      0.6012358221,                 0,       17.45175197,      0.1862009383
          0,           0,         400,      -6.684083635,      -6.464255886,      -6.950191005,      -5.958094278,      -10.39508883,     0.03448020587,      0.6006372187,                 0,                 0,                 0,    -0.01545182604,   -0.004877172536,      0.6016063217,                 0,       17.41976893,      0.1916435564
          0,           0,         410,      -6.498693192,      -6.449528748,      -6.785202394,      -5.769320933,      -10.43593242,      0.0344503513,      0.5993960205,                 0,                 0,                 0,    -0.01550565698,   -0.004825784931,      0.6003658283,                 0,       17.39883623,      0.1970861744
          0,           0,         420,      -6.375371431,      -6.426793962,      -6.646321897,      -5.644276252,      -10.50887905,     0.03431004098,      0.5966529859,                 0,                 0,                 0,    -0.01606889768,    -0.00478639179,      0.5976194901,                 0,       17.39004002,      0.2025287924
          0,           0,         430,      -6.282683125,      -6.388141672,       -6.55818149,      -5.550143308,      -10.62189813,     0.03407543401,      0.5926605879,                 0,                 0,                 0,    -0.01705673801,   -0.004759381134,      0.5936202961,                 0,       17.39260571,      0.2066107559
          0,           0,         440,       -6.22425007,      -6.362213236,      -6.505131125,       -5.49075647,      -10.76994165,     0.03377016524,      0.5877581459,                 0,                 0,                 0,    -0.01836708546,   -0.004743361251,      0.5887083851,                 0,       17.40465709,      0.2093320649
          0,           0,         450,      -6.197351305,       -6.35325291,      -6.483461393,      -5.463312918,      -10.93593805,     0.03342339256,      0.5823656939,                 0,                 0,                 0,    -0.01986363694,   -0.004736708227,      0.5833047987,                 0,       17.42389534,      0.2120533739
          0,           0,         460,      -6.201805533,      -6.374969216,      -6.495316197,      -5.468651717,         -10.97807,     0.03307132184,      0.5769732638,                 0,                 0,                 0,    -0.02137496537,   -0.004735343334,      0.5779008877,                 0,        17.4463321,      0.2134140284
          0,           0,         470,      -6.243929599,      -6.425947573,      -6.532254085,      -5.510386944,       -10.8835556,     0.03274492292,      0.5720067014,                 0,                 0,                 0,    -0.02277541734,   -0.004736214687,      0.5729236115,                 0,       17.46856155,      0.2134140284
          0,           0,         480,      -6.329211598,      -6.499538164,      -6.590028923,      -5.596053414,       -10.8132408,     0.03245480738,       0.567676705,                 0,                 0,                 0,    -0.02405096412,   -0.004742513757,      0.5685839116,                 0,       17.49129793,      0.2120533739
          0,           0,         490,      -6.430147562,       -6.56611265,      -6.667470796,      -5.696425736,      -10.77820071,     0.03220574723,      0.5640822487,                 0,                 0,                 0,    -0.02517215712,    -0.00475595195,      0.5649808619,                 0,       17.51495609,      0.2120533738
          0,           0,         500,      -6.551827182,      -6.622332927,      -6.784453602,      -5.817479909,      -10.77497659,       0.032017439,      0.5614447227,                 0,                 0,                 0,    -0.02600130363,    -0.00477135455,      0.5623366672,                 0,       17.53559124,      0.2079714103
          0,           0,         510,       -6.71128072,       -6.67725243,      -6.938516521,      -5.975200302,      -10.80683149,     0.03190164324,      0.5598796387,                 0,                 0,                 0,    -0.02650262465,   -0.004784540993,      0.5607673607,                 0,       17.55018181,      0.2066107558
          0,           0,         520,      -6.935408287,      -6.733640767,      -7.114102914,      -6.199952871,      -10.86862371,     0.03185783097,       0.559361052,                 0,                 0,                 0,    -0.02669826625,   -0.004794342258,      0.5602470188,                 0,       17.55803942,      0.2025287923
          0,           0,         530,      -7.052884445,      -6.781192074,      -7.191886408,      -6.325100706,      -10.97340493,      0.0318702746,      0.5596935492,                 0,                 0,                 0,    -0.02667607498,   -0.004803671632,      0.5605796181,                 0,       17.56161678,      0.2011681377
          0,           0,         540,       -6.96489237,      -6.804937556,      -7.138822803,      -6.237249146,      -11.12411612,     0.03192787514,      0.5606776754,                 0,                 0,                 0,    -0.02645320145,   -0.004810559346,      0.5615654044,                 0,       17.56075758,      0.1998074832
          0,           0,         550,        -6.8927352,       -6.82622688,      -7.072947693,      -6.163109199,      -11.24203953,     0.03202202117,      0.5621361354,                 0,                 0,                 0,    -0.02606110879,   -0.004812002751,      0.5630268992,                 0,       17.55467378,      0.1984468287
          0,           0,         560,      -6.865458165,        -6.8509066,      -7.037801789,      -6.134504385,      -11.16042459,     0.03214129166,      0.5638776796,                 0,                 0,                 0,    -0.02554937895,   -0.004806890061,      0.5647725152,                 0,       17.54371559,      0.1984468287
          0,           0,         570,      -6.882374223,      -6.877286135,      -7.035479631,      -6.150688491,      -11.02209203,        0.03227444,      0.5657324892,                 0,                 0,                 0,    -0.02495784738,   -0.004795337157,      0.5666320619,                 0,       17.52880884,      0.1998074832
          0,           0,         580,      -6.946173784,      -6.905556585,      -7.068659596,      -6.214556725,       -10.9167449,     0.03240963798,      0.5675245116,                 0,                 0,                 0,    -0.02434735793,   -0.004777632521,      0.5684290898,                 0,       17.51097967,      0.2011681377
          0,           0,         590,      -7.059996218,      -6.924436073,      -7.142460609,      -6.328580666,      -10.84965366,     0.03253414454,      0.5690803781,                 0,                 0,                 0,    -0.02377986096,   -0.004755151069,      0.5699897682,                 0,       17.49178858,      0.2025287922
          0,           0,         600,      -7.209660764,      -6.930095409,      -7.260028248,       -6.47892163,      -10.80948364,     0.03263503035,      0.5702385178,                 0,                 0,                 0,    -0.02331545493,   -0.004730227226,      0.5711520265,                 0,       17.47320323,      0.2052501012
