"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -4.606871301,      -15.28184355,      -15.56440188,      -3.890518069,      -16.80716901,      0.1113984024,      0.1856728215,      0.2161064373,                 0,                 0,                 0,     0.09128018105,      0.1768115134,      0.2234145868,                 0,       1.163909911,   0.0005508791189
           1,      -4.977631787,      -4.830342969,      -4.788552408,      -4.229939401,      -10.40651577,      0.3680082445,      0.2097532645,       0.227882322,                 0,                 0,                 0,      0.0859485724,       0.200397747,       0.236151493,                 0,       1.086430395,   0.0006087041746
           2,      -4.841492295,      -4.629070875,      -4.706020731,      -4.087925218,      -10.40651404,    0.001875278368,      0.2024467624,      0.2206796754,                 0,                 0,                 0,     0.08080188124,      0.1933874936,      0.2286602022,                 0,       1.090062754,   0.0006087041746
           3,      -4.661739918,       -4.45511923,      -4.511038845,      -3.921586332,      -10.40650951,     -0.1491415206,       0.169434728,      0.2272012484,                 0,                 0,                 0,     0.08527793862,      0.1601394258,      0.2338458864,                 0,        1.34093672,   0.0006087041746
           4,      -4.497632409,       -4.31695189,      -4.364219665,      -3.764208613,      -10.40650408,     -0.2795550664,      0.1398225752,      0.2461605336,                 0,                 0,                 0,     0.09350755152,      0.1297871601,       0.251596212,                 0,       1.760520669,   0.0006087041746
           5,      -4.371052939,      -4.232683505,      -4.273524896,       -3.64111521,      -10.40650176,     -0.5614679044,      0.1221844962,      0.2773163791,                 0,                 0,                 0,      0.1038379805,      0.1109076411,      0.2820158159,                 0,        2.26965276,   0.0006087041746
           6,      -4.292078326,      -4.187231881,       -4.24030389,      -3.560387495,       -10.4065026,      -0.757912565,      0.1126086158,      0.3128552588,                 0,                 0,                 0,      0.1148246172,     0.09990710555,      0.3171398486,                 0,       2.778253304,   0.0006087041746
           7,      -4.259507925,      -4.127762691,      -4.249919348,      -3.518221071,       -10.4065049,     -0.8350742797,      0.1067008189,      0.3500641992,                 0,                 0,                 0,      0.1254756301,     0.09250435906,      0.3540804314,                 0,       3.280801431,   0.0006087041746
           8,       -4.26263716,      -4.054515449,      -4.280839126,      -3.506231997,      -10.40650605,     -0.9110787421,      0.1014937357,      0.3884234443,                 0,                 0,                 0,      0.1353354454,     0.08575539251,      0.3921986271,                 0,       3.827068159,   0.0006087041746
           9,      -4.288846841,      -4.004677678,      -4.310601311,      -3.519792882,      -10.40650321,     -0.9992728898,     0.09512306143,      0.4266607939,                 0,                 0,                 0,       0.143911336,     0.07784869354,      0.4301481265,                 0,       4.485355995,   0.0006087041746
          10,       -4.30691372,      -3.997607356,      -4.313224929,      -3.542812155,      -10.40649523,      -1.094146452,      0.0873006798,      0.4624987113,                 0,                 0,                 0,      0.1506291261,     0.06858817887,      0.4656416309,                 0,       5.297767582,   0.0006087041746
          11,      -4.287388205,      -4.030992509,      -4.282211185,      -3.544911752,      -10.40648463,      -1.174847159,     0.07851374902,      0.4959064048,                 0,                 0,                 0,      0.1556287273,     0.05846185191,      0.4986680088,                 0,       6.316172786,   0.0006087041746
          12,      -4.249289728,      -4.079594497,      -4.238430273,      -3.517558831,      -10.40647111,      -1.227053616,     0.06926598704,      0.5280981744,                 0,                 0,                 0,       0.159378799,     0.04792407749,      0.5304608766,                 0,       7.624206295,   0.0006087041746
