"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -4.142135562,      -15.35328903,      -15.70155187,       -3.42578233,      -10.10790382,      0.2515937111,      0.4568153227,                 0,                 0,                 0,      0.1547720835,      0.2129015551,      0.4760804158,                 0,       1.815686572,    0.000620381478
           1,      -4.627253474,       -4.28572965,      -4.334438075,      -3.909537598,      -10.71524233,      0.2991062989,      0.5177365329,                 0,                 0,                 0,      0.1626969243,      0.2552061848,      0.5407268245,                 0,       1.730944934,    0.001157585155
           2,      -4.728047465,      -4.381000949,      -4.657005501,      -3.987818702,      -10.99022522,      0.3066879048,      0.4718411185,                 0,                 0,                 0,      0.1401389211,      0.2665622687,       0.495616857,                 0,       1.538505794,    0.001157585155
           3,      -4.830971658,      -4.494559881,      -4.776397936,      -4.087551835,      -11.19475416,      0.3070278986,      0.4409658523,                 0,                 0,                 0,      0.1282071295,      0.2694578202,      0.4648757861,                 0,       1.436240336,    0.001157585155
           4,      -4.871645577,      -4.558239793,      -4.731132055,      -4.138657651,      -11.26093945,      0.2996185028,      0.4289259056,                 0,                 0,                 0,      0.1242845215,      0.2630708784,      0.4522636318,                 0,        1.43157349,    0.001157585155
           5,      -4.827440268,      -4.559146809,      -4.667707181,      -4.098889768,      -11.24511017,      0.2884805216,      0.4242286094,                 0,                 0,                 0,      0.1226874228,      0.2523601252,      0.4466601522,                 0,       1.470562404,    0.001157585155
           6,       -4.76140275,      -4.520240964,      -4.594920777,      -4.032000854,      -11.19869277,      0.2781196677,      0.4216691425,                 0,                 0,                 0,      0.1215738864,      0.2422468006,       0.443251512,                 0,       1.516142839,    0.001157585155
           7,      -4.694056489,      -4.460534808,      -4.524782025,       -3.96423881,      -11.13412841,      0.2685809683,      0.4196586975,                 0,                 0,                 0,      0.1205343272,      0.2329073431,      0.4404580893,                 0,       1.562503479,    0.001157585155
           8,      -4.631449045,      -4.392703052,      -4.464262271,      -3.903237712,      -11.05661099,      0.2591436263,      0.4179504768,                 0,                 0,                 0,      0.1195769427,      0.2236438684,      0.4379742461,                 0,       1.612814032,    0.001157585155
           9,      -4.575386203,      -4.324382918,      -4.414398735,      -3.850268812,      -10.97263679,      0.2494685187,      0.4165842513,                 0,                 0,                 0,      0.1188069859,      0.2141151246,      0.4358115346,                 0,        1.66988706,    0.001157585155
