"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -4.403352655,      -15.42032162,      -15.70384107,      -3.709235154,      -16.60019911,       1.731188868,       1.115836977,      0.1653141825,                 0,                 0,                 0,     0.05679226412,       1.108450009,      0.2091877496,                 0,      0.1481526298,    0.001229571353
          0,           0,          10,      -4.150818155,       -3.91512199,      -4.194247269,      -3.406820009,       -10.4810508,       2.856241664,      0.1297581506,       0.191927939,                 0,                 0,                 0,     0.02621274001,      0.1220886934,      0.1968955621,                 0,       1.479120487,    0.001229571353
          0,           0,          20,      -4.328947404,      -3.951005499,      -4.269544809,      -3.555584826,      -10.48095266,       2.405275868,     0.03824577878,      0.3277170192,                 0,                 0,                 0,     0.03667047701,     0.02529276711,      0.3289703029,                 0,        8.56871084,    0.001518401183
          0,           0,          30,      -4.817248778,      -4.542218345,      -4.746969361,      -4.080838695,      -10.48096308,       2.524331133,     0.03042392552,      0.4446476529,                 0,                 0,                 0,     0.02345067387,     0.01286593036,      0.4455015357,                 0,       14.61506513,    0.001518401183
          0,           0,          40,      -5.091275436,      -5.071979821,       -5.24080381,        -4.3772328,      -10.48095595,       2.513568313,     0.03551435265,      0.4280764186,                 0,                 0,                 0,    -0.01263507644,     0.01860587158,       0.429143928,                 0,       12.05361739,    0.001518401183
          0,           0,          50,      -5.201270546,      -5.275110866,      -5.383586398,      -4.492624878,      -10.47872477,       2.354695692,     0.02552953805,      0.4088949886,                 0,                 0,                 0,   -0.003920336856,    0.009385228085,      0.4095836746,                 0,       16.01654475,    0.002853752172
          0,           0,          60,      -5.380790012,      -5.456950716,      -5.530117488,      -4.668579836,      -10.16544904,       2.155456548,     0.01919598193,      0.4120226921,                 0,                 0,                 0,    0.001558264478,     0.00293325988,      0.4124591865,                 0,       21.46400708,    0.002853752172
          0,           0,          70,      -5.462849014,      -5.571377703,      -5.662776152,      -4.751510676,      -8.731460793,       2.031643708,     0.02096643116,      0.4152453279,                 0,                 0,                 0,   -0.007100702582,    0.004575249891,      0.4157491319,                 0,       19.80524605,    0.002853752172
          0,           0,          80,      -5.396836278,      -5.630155212,      -5.702137424,      -4.692764984,       -7.62682598,       1.956653795,     0.02045326936,      0.3963349092,                 0,                 0,                 0,     -0.0152997102,    0.004808204735,      0.3968331861,                 0,       19.37758224,    0.002853752172
          0,           0,          90,      -5.535790121,      -5.719359717,      -5.752251317,      -4.828430866,      -7.616381803,       1.884720031,     0.01737322482,      0.3742392422,                 0,                 0,                 0,    -0.01797134076,      0.0026018812,      0.3746332468,                 0,       21.54115002,     0.01265955469
