"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "Cauchy[CL]"   
          0,           0,        1570,      -5.992836621,      -6.390476613,      -6.533170997,      -5.333669389,      -8.910072563,      -2.642628989,     0.03440667001,       0.260690174,                 0,                 0,                 0,   -0.003934220405,     0.02409979545,      0.2618442011,                 0,       7.576733637,      0.5404138213,    0.001258998798
          0,           0,        1580,      -5.916040453,      -6.344916842,      -6.500512086,      -5.256897184,      -8.785905753,      -2.676141658,     0.03407609757,      0.2557964956,                 0,                 0,                 0,   -0.005887823723,      0.0239624585,      0.2569412932,                 0,       7.506625283,      0.5404138213,    0.001244501017
          0,           0,        1590,      -5.907315114,      -6.371801649,      -6.496496268,      -5.248691616,      -8.658670028,      -2.744269765,     0.03373302147,      0.2512733166,                 0,                 0,                 0,   -0.007669913075,     0.02379801725,      0.2524081035,                 0,       7.448882598,      0.5404138213,    0.001237350841
          0,           0,        1600,      -5.927550351,      -6.351724421,      -6.545294854,      -5.267840147,      -8.577266521,      -2.843648537,      0.0334063408,      0.2474495513,                 0,                 0,                 0,   -0.009167285456,     0.02362237786,      0.2485744301,                 0,       7.407262975,      0.5417744758,    0.001237620284
          0,           0,        1610,      -5.987661994,       -6.41112522,      -6.622986198,      -5.328054386,      -8.543578366,       -2.98492394,     0.03312263504,      0.2445894719,                 0,                 0,                 0,    -0.01028084926,     0.02345167777,      0.2457053877,                 0,        7.38436032,      0.5417744758,    0.001245331427
          0,           0,        1620,      -6.085568045,      -6.474332037,      -6.726064964,       -5.42436455,      -8.544967677,      -3.116139009,     0.03290053678,       0.242846912,                 0,                 0,                 0,    -0.01095637034,     0.02329846873,      0.2439554249,                 0,       7.381244679,      0.5417744758,    0.001260491878
          0,           0,        1630,      -6.261965716,      -6.541565896,       -6.88210926,      -5.598994142,      -8.573434218,      -3.104597598,     0.03275257757,      0.2422905547,                 0,                 0,                 0,    -0.01117231351,     0.02317256412,      0.2433936657,                 0,       7.397602654,      0.5431351303,    0.001268241293
          0,           0,        1640,      -6.560262681,      -6.638425199,      -7.037292599,      -5.895659827,      -8.624542492,      -2.952167976,      0.0326825219,      0.2429204687,                 0,                 0,                 0,     -0.0109407571,     0.02307772278,      0.2440203272,                 0,       7.432733296,      0.5431351303,    0.001227995653
          0,           0,        1650,      -6.690170115,      -6.666680231,      -6.974102957,      -6.035189234,       -8.71355275,       -2.82678708,     0.03270150025,      0.2447308776,                 0,                 0,                 0,    -0.01025691504,     0.02302529432,      0.2458300763,                 0,       7.483781347,      0.5431351303,    0.001179642147
          0,           0,        1660,      -6.353451663,      -6.583052717,      -6.822416371,      -5.693667511,      -8.847255313,      -2.761087614,     0.03280323005,      0.2474599668,                 0,                 0,                 0,   -0.009205345125,     0.02301932551,      0.2485610543,                 0,       7.543768294,      0.5431351303,    0.001128352122
          0,           0,        1670,      -6.179810645,      -6.500197428,      -6.706543903,      -5.517891614,      -8.976249742,      -2.731999163,     0.03297457817,      0.2508721355,                 0,                 0,                 0,   -0.007859423702,     0.02305598416,      0.2519773259,                 0,       7.608046847,      0.5431351303,    0.001080374331
          0,           0,        1680,      -6.081802455,      -6.431589073,      -6.640278869,      -5.418789676,      -8.948113405,      -2.729061195,     0.03320208189,      0.2546998534,                 0,                 0,                 0,   -0.006324532189,     0.02313236788,      0.2558110379,                 0,       7.671201289,      0.5431351303,    0.001041999807
          0,           0,        1690,      -6.039606743,      -6.350254108,      -6.626462403,       -5.37503019,      -8.818663216,       -2.75967249,     0.03346656669,      0.2586096869,                 0,                 0,                 0,   -0.004736046697,     0.02324246574,        0.25972826,                 0,       7.727404166,      0.5431351303,    0.001015656271
          0,           0,        1700,      -6.038777359,      -6.356309963,      -6.628341542,      -5.373919048,      -8.708684171,      -2.821485128,     0.03374565754,      0.2622620351,                 0,                 0,                 0,   -0.003235301949,     0.02337731202,       0.263388773,                 0,        7.77172692,      0.5417744758,    0.001002336652
          0,           0,        1710,      -6.040995895,      -6.409135129,      -6.647560843,      -5.376947108,      -8.636824469,      -2.915678467,     0.03401593067,      0.2653538703,                 0,                 0,                 0,   -0.001952435377,     0.02352545084,      0.2664888613,                 0,       7.800870506,      0.5417744758,    0.001003145444
          0,           0,        1720,      -6.089738888,       -6.39370972,      -6.709904059,      -5.423849691,      -8.601355643,      -3.045422083,     0.03425367534,      0.2676254158,                 0,                 0,                 0,  -0.0009937104705,     0.02367343397,      0.2687680152,                 0,       7.813042343,      0.5417744758,    0.001016822876
          0,           0,        1730,      -6.221757156,      -6.484154203,      -6.860597594,       -5.55458176,      -8.596613468,      -3.126316194,     0.03443721901,      0.2688784708,                 0,                 0,                 0,  -0.0004521944832,     0.02380742164,      0.2700273334,                 0,       7.807786998,      0.5417744758,    0.001040583546
          0,           0,        1740,      -6.431683096,      -6.618825472,      -7.041338969,      -5.763972442,      -8.622068437,      -3.060254809,     0.03455331316,      0.2690097313,                 0,                 0,                 0,  -0.0003827448742,     0.02391824933,      0.2701630699,                 0,       7.785352741,      0.5417744758,    0.001025995702
          0,           0,        1750,      -6.774634907,      -6.697453786,      -7.070769101,      -6.107055358,      -8.672743748,      -2.904140734,     0.03458983789,      0.2679106112,                 0,                 0,                 0,  -0.0008254116475,     0.02399808859,      0.2690662451,                 0,        7.74535608,      0.5417744758,   0.0009927246029
          0,           0,        1760,      -6.556327734,      -6.668521159,      -6.914952904,      -5.898428385,      -8.783456115,      -2.832220951,     0.03453270406,      0.2657060209,                 0,                 0,                 0,   -0.001723140534,     0.02402793548,      0.2668611165,                 0,       7.694330003,      0.5417744758,   0.0009645531249
          0,           0,        1770,      -6.282788868,      -6.577776082,      -6.776606877,      -5.622995808,      -8.947386725,       -2.78912896,     0.03439806208,       0.262731222,                 0,                 0,                 0,   -0.002935704223,     0.02401070709,       0.263883322,                 0,       7.637965807,      0.5417744758,   0.0009403547209
          0,           0,        1780,      -6.138396864,      -6.514011754,      -6.686121258,        -5.4787141,      -9.054830957,      -2.781678524,     0.03420378605,      0.2593000775,                 0,                 0,                 0,   -0.004325743802,     0.02395188665,      0.2604471853,                 0,       7.581034367,      0.5417744758,   0.0009205871569
          0,           0,        1790,      -6.070189901,      -6.498587162,      -6.637967156,      -5.410697217,      -8.951776409,      -2.807308156,     0.03397079163,      0.2557455214,                 0,                 0,                 0,   -0.005750890874,     0.02385924459,      0.2568862061,                 0,       7.528394517,      0.5417744758,   0.0009064882642
          0,           0,        1800,      -6.055023581,      -6.492911786,      -6.640266144,      -5.395499047,      -8.816575534,      -2.866291696,     0.03372289703,      0.2523941485,                 0,                 0,                 0,   -0.007077819204,     0.02374370157,      0.2535276644,                 0,        7.48435546,      0.5417744758,   0.0008983411129
          0,           0,        1810,       -6.06522853,      -6.464268044,      -6.682408007,      -5.404436909,      -8.727226956,      -2.959908615,     0.03348231649,      0.2495097721,                 0,                 0,                 0,   -0.008210944981,     0.02361705127,      0.2506360444,                 0,       7.451986548,      0.5417744758,   0.0008962134744
          0,           0,        1820,      -6.115444161,      -6.523633372,      -6.749060916,      -5.454880344,      -8.685541506,      -3.099858487,     0.03326925809,      0.2472989361,                 0,                 0,                 0,   -0.009078505947,     0.02349134117,      0.2484185263,                 0,       7.433256715,      0.5431351303,   0.0009000523181
          0,           0,        1830,      -6.206562843,      -6.600005189,      -6.849259204,      -5.545066872,      -8.679221194,      -3.241120462,     0.03309855297,      0.2458867223,                 0,                 0,                 0,    -0.00963201005,     0.02337645838,      0.2470006794,                 0,       7.428926652,      0.5431351303,   0.0009106380522
          0,           0,        1840,       -6.36832608,      -6.670168432,      -6.995216463,      -5.704989382,      -8.701737368,      -3.258268454,     0.03298081047,      0.2453433847,                 0,                 0,                 0,   -0.009845517879,     0.02328023355,      0.2464531213,                 0,       7.438973791,      0.5431351303,   0.0009213902288
          0,           0,        1850,      -6.644557188,      -6.760863505,       -7.15926624,      -5.979189478,      -8.748117906,      -3.118186039,     0.03291962566,      0.2456685764,                 0,                 0,                 0,   -0.009730815837,     0.02320627265,      0.2467756473,                 0,       7.462678309,      0.5431351303,   0.0008942290133
          0,           0,        1860,      -6.872668749,       -6.80400328,      -7.128173228,      -6.216179731,      -8.826409988,      -2.979361863,     0.03292335855,      0.2468846423,                 0,                 0,                 0,   -0.009270025051,     0.02316204804,      0.2479909145,                 0,       7.498768447,      0.5431351303,   0.0008609311443
          0,           0,        1870,      -6.528744136,      -6.742688855,      -6.971748161,      -5.869882743,      -8.960683582,      -2.906670915,     0.03299076149,      0.2488259451,                 0,                 0,                 0,   -0.008513729051,      0.0231528448,      0.2499333653,                 0,       7.542291656,      0.5431351303,   0.0008265712771
          0,           0,        1880,      -6.330771201,      -6.656597829,      -6.849834065,      -5.669471674,      -9.101982344,      -2.871296988,      0.0331118283,      0.2513014001,                 0,                 0,                 0,    -0.00753321797,     0.02317619982,       0.252411669,                 0,       7.589475212,      0.5431351303,    0.000793973984
          0,           0,        1890,      -6.222430693,      -6.582578899,      -6.779705232,      -5.559987212,       -9.10086986,      -2.864846195,     0.03327568624,      0.2540981085,                 0,                 0,                 0,    -0.00641385154,     0.02322964431,      0.2552126637,                 0,        7.63614931,      0.5431351303,   0.0007664607555
          0,           0,        1900,      -6.171089774,      -6.503258993,      -6.755226791,      -5.507221582,      -8.974542803,      -2.890329282,     0.03346799454,      0.2569702757,                 0,                 0,                 0,   -0.005253772581,     0.02330854137,      0.2580901803,                 0,       7.678090045,      0.5431351303,   0.0007468007781
          0,           0,        1910,      -6.165661404,      -6.476109522,      -6.766845544,      -5.500977835,      -8.858508168,      -2.948950091,      0.0336715418,       0.259664742,                 0,                 0,                 0,   -0.004156706131,     0.02340567615,      0.2607905775,                 0,       7.711697419,      0.5431351303,   0.0007360506448
          0,           0,        1920,      -6.183150726,      -6.529621022,      -6.788658917,      -5.519017169,      -8.781501688,      -3.034739972,     0.03386940362,      0.2619619769,                 0,                 0,                 0,   -0.003213285996,     0.02351279441,       0.263093828,                 0,       7.734472677,      0.5431351303,   0.0007350498667
          0,           0,        1930,      -6.227453809,      -6.589509654,      -6.846031237,      -5.563078743,      -8.742890738,      -3.173880572,     0.03404449088,      0.2636739595,                 0,                 0,                 0,   -0.002500275065,      0.0236202348,      0.2648113834,                 0,       7.744981717,      0.5431351303,   0.0007428820026
          0,           0,        1940,      -6.328965541,      -6.635490187,      -6.948880253,      -5.663391739,      -8.736929845,      -3.268512639,     0.03418210741,      0.2646676452,                 0,                 0,                 0,   -0.002077587062,     0.02371855907,       0.265809723,                 0,       7.742870913,      0.5417744758,   0.0007583654051
          0,           0,        1950,      -6.522688622,      -6.732426101,      -7.125537395,       -5.85565459,      -8.759892314,      -3.213421645,     0.03427111893,      0.2648544772,                 0,                 0,                 0,   -0.001992385247,     0.02380013378,      0.2659999197,                 0,       7.728212135,      0.5417744758,   0.0007540226427
          0,           0,        1960,      -6.872813896,      -6.831963679,      -7.220595748,      -6.204383524,      -8.807068219,      -3.058446803,      0.0343045722,      0.2641723178,                 0,                 0,                 0,   -0.002263816534,     0.02386046145,      0.2653196101,                 0,       7.700790326,      0.5417744758,   0.0007304502046
          0,           0,        1970,      -6.734595701,      -6.825221001,      -7.076680225,      -6.077806049,      -8.911954823,      -2.981530522,      0.0342713463,      0.2626785263,                 0,                 0,                 0,    -0.00286557073,     0.02388616789,      0.2638256704,                 0,       7.664669021,      0.5417744758,   0.0007088796189
          0,           0,        1980,      -6.445329298,      -6.745980078,      -6.928457083,      -5.786327194,      -9.069040365,      -2.931981514,     0.03418163699,      0.2606081317,                 0,                 0,                 0,   -0.003703357205,     0.02387817274,      0.2617533486,                 0,       7.624214479,      0.5417744758,   0.0006890972146
          0,           0,        1990,       -6.30065832,      -6.683953112,      -6.830515297,      -5.641035618,      -9.189832192,      -2.920451479,     0.03404732632,       0.258169577,                 0,                 0,                 0,   -0.004689586356,     0.02384012902,      0.2593113942,                 0,       7.582668154,      0.5417744758,   0.0006725406389
          0,           0,        2000,      -6.228076871,      -6.648076394,      -6.785118635,      -5.568198024,      -9.108733344,      -2.941316397,     0.03388246904,      0.2556002471,                 0,                 0,                 0,    -0.00572170435,     0.02377671948,      0.2567375618,                 0,       7.543731446,      0.5417744758,   0.0006602736464
          0,           0,        2010,      -6.195295669,      -6.597071234,      -6.786690421,      -5.534448128,      -8.970369343,      -2.995651777,     0.03370347098,      0.2531355115,                 0,                 0,                 0,   -0.006702438708,     0.02369505556,      0.2542676847,                 0,       7.510665939,      0.5431351303,   0.0006529630787
          0,           0,        2020,      -6.205083613,      -6.591717939,      -6.822047367,      -5.543930823,      -8.875965921,      -3.079667428,     0.03352755835,      0.2509882854,                 0,                 0,                 0,   -0.007549095844,     0.02360395394,      0.2521151918,                 0,       7.486029337,      0.5431351303,   0.0006501451628
          0,           0,        2030,       -6.24804775,      -6.642438169,       -6.88090494,      -5.586709331,      -8.827951835,      -3.221344094,     0.03336944625,       0.249313006,                 0,                 0,                 0,   -0.008209548064,     0.02351202815,      0.2504349804,                 0,        7.47129587,      0.5431351303,   0.0006520206114
          0,           0,        2040,      -6.334710814,      -6.719802768,       -6.97564183,      -5.672780377,       -8.81575581,       -3.36241949,     0.03324074825,      0.2482114419,                 0,                 0,                 0,    -0.00864382884,     0.02342686956,      0.2493291981,                 0,       7.467083474,      0.5431351303,   0.0006587046514
          0,           0,        2050,      -6.482181326,      -6.801931449,      -7.117296427,      -5.818754388,       -8.83372265,      -3.407679652,     0.03314954002,      0.2477373366,                 0,                 0,                 0,   -0.008833183174,     0.02335442825,      0.2488518648,                 0,        7.47332652,      0.5431351303,   0.0006683788114
          0,           0,        2060,      -6.743579365,      -6.892953477,      -7.289358917,      -6.078147346,      -8.875466727,      -3.275890295,     0.03309955725,      0.2479010648,                 0,                 0,                 0,    -0.00877848265,     0.02329802787,      0.2490134946,                 0,       7.489558331,      0.5431351303,   0.0006507018598
          0,           0,        2070,      -7.030568536,       -6.94100478,      -7.276766407,      -6.371989609,      -8.949045814,      -3.129953401,     0.03309660488,       0.248728662,                 0,                 0,                 0,   -0.008463385012,     0.02326244214,      0.2498403317,                 0,       7.515231936,      0.5431351303,   0.0006273016647
          0,           0,        2080,      -6.692216505,      -6.894901069,       -7.11722196,      -6.033906974,      -9.076791415,      -3.051340146,      0.0331419208,      0.2501162275,                 0,                 0,                 0,   -0.007918519788,     0.02325300526,      0.2512286049,                 0,       7.546823522,      0.5431351303,   0.0006037550303
          0,           0,        2090,      -6.479475405,      -6.808823277,      -6.994040081,       -5.81867702,      -9.225156094,      -3.010230364,     0.03322793836,      0.2519127039,                 0,                 0,                 0,   -0.007203924903,     0.02326811328,       0.253027076,                 0,       7.581352209,      0.5431351303,   0.0005812418192
          0,           0,        2100,      -6.363215268,      -6.724740799,      -6.918143929,      -5.701033116,      -9.247561913,      -3.000852921,     0.03334630637,      0.2539541242,                 0,                 0,                 0,   -0.006387930902,     0.02330588742,      0.2550715761,                 0,       7.615659778,      0.5431351303,    0.000561849886
          0,           0,        2110,      -6.306361001,      -6.648540947,      -6.888570265,      -5.642941393,      -9.123623869,      -3.024103384,     0.03348608536,      0.2560563227,                 0,                 0,                 0,   -0.005542676226,     0.02336265913,      0.2571776516,                 0,       7.646648451,      0.5431351303,   0.0005473096087
          0,           0,        2120,      -6.296038831,      -6.617796442,      -6.898489317,      -5.631875459,      -9.005245976,      -3.080509582,     0.03363440186,      0.2580360094,                 0,                 0,                 0,   -0.004741442249,     0.02343279289,      0.2591616471,                 0,       7.671788261,      0.5431351303,   0.0005390737173
          0,           0,        2130,      -6.315267899,      -6.646739164,      -6.930971865,      -5.650978949,      -8.925979483,      -3.171556526,     0.03377888591,      0.2597337116,                 0,                 0,                 0,   -0.004048225998,       0.023510217,      0.2608637264,                 0,       7.689232625,      0.5431351303,   0.0005376361934
          0,           0,        2140,      -6.364955359,      -6.712297555,      -6.985043807,      -5.700658783,      -8.882584391,      -3.300823133,     0.03390792445,      0.2610167246,                 0,                 0,                 0,    -0.00351839446,     0.02358856056,        0.26215083,                 0,       7.697808957,      0.5431351303,   0.0005426076197
          0,           0,        2150,      -6.463659734,      -6.796972174,      -7.090092257,      -5.798879999,      -8.874570971,      -3.409237778,     0.03400972819,      0.2617756058,                 0,                 0,                 0,   -0.003201220441,     0.02366035924,      0.2629131354,                 0,       7.697080208,      0.5431351303,   0.0005525138508
          0,           0,        2160,      -6.640939222,      -6.885623309,      -7.245676137,      -5.974809027,       -8.89738304,       -3.36291588,     0.03407692336,       0.261957267,                 0,                 0,                 0,   -0.003121232436,     0.02372033846,      0.2630973052,                 0,       7.687233506,      0.5431351303,   0.0005521990416
          0,           0,        2170,      -6.967628566,      -6.968609088,      -7.359268088,      -6.299165347,       -8.94472559,      -3.210987945,     0.03410460515,      0.2615247343,                 0,                 0,                 0,   -0.003290687877,     0.02376505531,      0.2626662005,                 0,       7.668311454,      0.5431351303,   0.0005354031373
          0,           0,        2180,      -6.929081242,      -6.978943704,      -7.237818729,      -6.273127838,       -9.04274427,      -3.127054743,     0.03408492361,      0.2604976708,                 0,                 0,                 0,   -0.003702282088,     0.02378589052,      0.2616391598,                 0,       7.642606854,      0.5431351303,   0.0005191448266
          0,           0,        2190,      -6.619057355,      -6.913129891,      -7.084295802,      -5.960497081,      -9.197931554,      -3.074695702,     0.03402406132,      0.2590425306,                 0,                 0,                 0,   -0.004288303052,     0.02378245788,      0.2601827514,                 0,       7.613509985,      0.5431351303,   0.0005036339338
          0,           0,        2200,      -6.461753952,      -6.836895785,       -6.98434924,      -5.802000649,      -9.328493461,      -3.059287386,     0.03393012591,      0.2573025231,                 0,                 0,                 0,   -0.004991218324,     0.02375721136,       0.258440393,                 0,       7.583305873,      0.5431351303,   0.0004903763654
          0,           0,        2210,      -6.375851324,      -6.764998789,       -6.93836071,      -5.715122388,      -9.260049797,       -3.07602946,     0.03381280691,      0.2554459601,                 0,                 0,                 0,   -0.005737120745,     0.02371319572,      0.2565806477,                 0,       7.554710284,      0.5431351303,   0.0004804150731
          0,           0,        2220,      -6.340148826,      -6.720333937,      -6.933038678,      -5.678755802,      -9.121536628,      -3.127005086,     0.03368410828,       0.253649288,                 0,                 0,                 0,   -0.006452590575,     0.02365544754,       0.254780298,                 0,       7.530236096,      0.5431351303,   0.0004740357645
          0,           0,        2230,      -6.343424885,      -6.723267651,      -6.959742718,      -5.681928396,      -9.023174743,      -3.213989382,     0.03355593625,      0.2520633148,                 0,                 0,                 0,   -0.007081206935,     0.02358991682,      0.2531905041,                 0,       7.511735418,      0.5431351303,   0.0004712218465
          0,           0,        2240,      -6.383496226,      -6.765488231,      -7.014689096,      -5.721545978,      -8.970392637,      -3.346588195,      0.0334395192,      0.2508089969,                 0,                 0,                 0,   -0.007577637599,     0.02352305337,       0.251932571,                 0,       7.500376884,      0.5431351303,   0.0004718572711
          0,           0,        2250,      -6.466769481,      -6.838592082,      -7.102949595,      -5.804439858,      -8.953076427,      -3.485744135,     0.03334358444,      0.2499675472,                 0,                 0,                 0,   -0.007910441697,     0.02346037513,      0.2510879927,                 0,       7.496720927,      0.5431351303,   0.0004764414107
          0,           0,        2260,      -6.606441705,      -6.928327507,      -7.246586908,      -5.942955905,      -8.967475959,      -3.555796789,      0.0332742008,      0.2495778376,                 0,                 0,                 0,   -0.008068382276,     0.02340641335,      0.2506958501,                 0,       7.500641085,      0.5431351303,   0.0004842440493
          0,           0,        2270,      -6.849648921,       -7.02338881,       -7.41507289,      -6.184249106,      -9.006919804,      -3.431168148,     0.03323471102,      0.2496538532,                 0,                 0,                 0,   -0.008045125482,     0.02336395668,      0.2507702494,                 0,       7.511840649,      0.5431351303,   0.0004729186608
          0,           0,        2280,      -7.172506293,      -7.077239271,      -7.422602584,      -6.512209979,      -9.075434723,        -3.2780282,     0.03322929525,      0.2502217655,                 0,                 0,                 0,   -0.007827681272,     0.02333614994,      0.2513375064,                 0,       7.530155655,      0.5431351303,   0.0004562807274
          0,           0,        2290,      -6.852605366,      -7.039651782,      -7.264256038,       -6.19453977,      -9.199141172,      -3.195957922,      0.0332599276,      0.2512119965,                 0,                 0,                 0,   -0.007437402648,     0.02332770948,      0.2523281751,                 0,       7.552992885,      0.5431351303,   0.0004397364946
          0,           0,        2300,      -6.626243858,       -6.95063519,      -7.134514596,      -5.965580521,      -9.349897134,      -3.149673263,     0.03332106478,      0.2525118014,                 0,                 0,                 0,   -0.006918955403,     0.02333754233,      0.2536293798,                 0,       7.578143225,      0.5431351303,   0.0004239110093
          0,           0,        2310,      -6.504414398,      -6.860105021,      -7.057252648,        -5.8424524,       -9.38962915,      -3.138072054,     0.03340641428,      0.2539985816,                 0,                 0,                 0,   -0.006323941412,     0.02336419543,      0.2551183693,                 0,       7.603287785,      0.5431351303,   0.0004101580721
          0,           0,        2320,       -6.44478805,      -6.790492956,      -7.024253514,       -5.78168665,      -9.273234849,      -3.158666324,     0.03350781917,      0.2555350659,                 0,                 0,                 0,   -0.005707494586,     0.02340493139,      0.2566576573,                 0,       7.626132416,      0.5431351303,     0.00039984134
          0,           0,        2330,      -6.429078924,      -6.761631309,       -7.02992974,      -5.765365734,      -9.151671365,      -3.213433847,     0.03361588014,      0.2569866811,                 0,                 0,                 0,   -0.005122554403,     0.02345566501,      0.2581124047,                 0,       7.644800019,      0.5431351303,   0.0003937291928
          0,           0,        2340,      -6.447031775,      -6.777197355,      -7.065328278,      -5.782912633,      -9.068098263,      -3.303353796,     0.03372145573,      0.2582369084,                 0,                 0,                 0,    -0.00461482445,     0.02351185675,      0.2593658228,                 0,       7.657940704,      0.5431351303,   0.0003923501338
          0,           0,        2350,      -6.498540116,      -6.832988192,      -7.128763984,      -5.834234747,      -9.023477402,      -3.423519816,     0.03381587234,       0.259187267,                 0,                 0,                 0,   -0.004225430383,     0.02356872327,      0.2603191654,                 0,       7.664663045,      0.5431351303,   0.0003954659744
          0,           0,        2360,       -6.59691243,      -6.918438019,      -7.230806947,      -5.932113891,      -9.013383587,       -3.55282815,     0.03389099381,      0.2597608294,                 0,                 0,                 0,    -0.00398864766,     0.02362116832,      0.2608952441,                 0,       7.664597589,      0.5431351303,   0.0004019643171
          0,           0,        2370,      -6.768820065,       -7.02109398,      -7.383789542,      -6.103057673,      -9.035126659,      -3.511593482,     0.03394115256,      0.2599187804,                 0,                 0,                 0,   -0.003920176384,     0.02366505939,      0.2610550502,                 0,       7.657924402,      0.5431351303,   0.0004030944618
          0,           0,        2380,      -7.075608131,       -7.10934315,      -7.507995872,      -6.407780766,       -9.08130647,      -3.361248401,     0.03396324704,      0.2596411563,                 0,                 0,                 0,   -0.004026320293,     0.02369808457,      0.2607785133,                 0,       7.644768357,      0.5431351303,   0.0003910626366
          0,           0,        2390,      -7.107294483,       -7.11997664,      -7.394842876,      -6.451263498,      -9.175663104,      -3.270509687,     0.03395159634,      0.2589312762,                 0,                 0,                 0,   -0.004309204155,     0.02371443649,      0.2600687259,                 0,       7.626483116,      0.5431351303,   0.0003789565811
          0,           0,        2400,      -6.785586285,      -7.050608288,      -7.241160566,      -6.126744904,      -9.327190166,      -3.218675818,     0.03390991776,      0.2579019046,                 0,                 0,                 0,    -0.00472314127,      0.0237133828,      0.2590385114,                 0,       7.605500738,      0.5431351303,   0.0003672038209
          0,           0,        2410,      -6.614573807,      -6.959316753,      -7.140378104,      -5.954115764,      -9.463932038,      -3.198694011,     0.03384381687,      0.2566565252,                 0,                 0,                 0,   -0.005225637109,     0.02369644387,      0.2577914941,                 0,       7.583557322,      0.5431351303,   0.0003569316679
          0,           0,        2420,      -6.524899523,      -6.890463817,       -7.08955941,      -5.863732201,      -9.410188057,      -3.213387607,      0.0337601623,      0.2553152083,                 0,                 0,                 0,   -0.005765074605,     0.02366574815,      0.2564479217,                 0,       7.562617918,      0.5431351303,   0.0003490521686
          0,           0,        2430,      -6.485021078,      -6.853245869,      -7.078551756,      -5.823431586,      -9.270543509,      -3.260362255,     0.03366731116,        0.25400479,                 0,                 0,                 0,   -0.006287977324,     0.02362464456,      0.2551348611,                 0,       7.544552304,      0.5431351303,   0.0003438930024
          0,           0,        2440,      -6.482151595,      -6.857344718,      -7.097342564,       -5.82031326,      -9.169464715,      -3.347311839,     0.03357406264,      0.2528398043,                 0,                 0,                 0,   -0.006749918238,     0.02357740886,      0.2539671044,                 0,       7.530807547,      0.5431351303,   0.0003413540852
          0,           0,        2450,      -6.519708085,      -6.893016023,      -7.150214089,      -5.857413127,      -9.111627289,      -3.472288072,     0.03348877274,      0.2519099093,                 0,                 0,                 0,   -0.007118475176,     0.02352885498,      0.2530345694,                 0,       7.522219797,      0.5431351303,   0.0003414793086
          0,           0,        2460,      -6.598883539,      -6.962333255,      -7.235815879,      -5.936174801,      -9.091308412,      -3.615830074,     0.03341763528,      0.2512724299,                 0,                 0,                 0,   -0.007373063221,     0.02348291135,      0.2523947805,                 0,        7.51915651,      0.5431351303,    0.000344718231
          0,           0,        2470,      -6.737017911,      -7.052796332,      -7.375321177,      -6.073536559,      -9.102758148,       -3.69258242,      0.0333654291,      0.2509617552,                 0,                 0,                 0,   -0.007499721784,     0.02344299699,      0.2520822888,                 0,         7.5216103,      0.5431351303,   0.0003507591813
          0,           0,        2480,      -6.966447456,      -7.151462986,      -7.546402562,      -6.301166621,       -9.13983377,      -3.581477282,      0.0333348715,      0.2509928603,                 0,                 0,                 0,   -0.007491444216,     0.02341123655,      0.2521121646,                 0,       7.529438363,      0.5431351303,   0.0003436381246
          0,           0,        2490,      -7.304542652,      -7.212508249,      -7.565565818,      -6.642591888,      -9.204693223,      -3.423822588,     0.03332899826,      0.2513854499,                 0,                 0,                 0,   -0.007340372473,     0.02338988641,      0.2525042173,                 0,       7.542544423,      0.5431351303,   0.0003318839695
          0,           0,        2500,      -7.012254571,      -7.180486157,      -7.410116808,      -6.354576304,      -9.324883707,      -3.339219776,     0.03334981748,       0.252091879,                 0,                 0,                 0,   -0.007062031276,     0.02338283197,       0.253210918,                 0,       7.559018253,      0.5431351303,   0.0003201001679
          0,           0,        2510,       -6.77411902,      -7.087219873,      -7.277736091,      -6.113575846,      -9.476363425,      -3.290785613,     0.03339321709,      0.2530285091,                 0,                 0,                 0,   -0.006688345364,     0.02338926255,      0.2541485309,                 0,       7.577242661,      0.5431351303,   0.0003087611491
          0,           0,        2520,      -6.648629015,      -6.994623879,      -7.197797066,        -5.9867159,      -9.531420176,       -3.27674609,      0.0334545924,      0.2541085489,                 0,                 0,                 0,   -0.006255194411,      0.0234079996,      0.2552301509,                 0,       7.595625313,      0.5431351303,   0.0002989338091
          0,           0,        2530,      -6.584644185,      -6.932363141,      -7.162685789,      -5.921867428,      -9.420399331,      -3.295029248,     0.03352809792,      0.2552306705,                 0,                 0,                 0,   -0.005804772627,     0.02343719796,      0.2563542983,                 0,       7.612441097,      0.5431351303,   0.0002915151093
          0,           0,        2540,      -6.564475862,      -6.904616446,      -7.165130638,      -5.901132987,      -9.296019904,      -3.346973528,     0.03360681784,       0.256294346,                 0,                 0,                 0,   -0.005377340674,     0.02347391144,      0.2574202508,                 0,       7.626260459,      0.5431351303,   0.0002871141156
          0,           0,        2550,      -6.579344857,      -6.912724849,      -7.199444179,      -5.915470095,      -9.210383694,      -3.434806539,     0.03368388237,      0.2572125147,                 0,                 0,                 0,   -0.005006713939,     0.02351470877,      0.2583407442,                 0,       7.636070921,      0.5431351303,   0.0002860157896
