"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,        -4.5610684,      -15.26488126,      -15.53528401,      -3.844715168,      -16.71138534,      -0.365210821,      0.1511294277,      0.2151575264,                 0,                 0,                 0,     0.09022910203,      0.1423344373,      0.2210741347,                 0,       1.423664006,   0.0005508791102
           1,      -4.913141995,      -4.770009597,      -4.717806578,      -4.165994295,       -10.3607118,     -0.1975959975,      0.1739146971,      0.2267152127,                 0,                 0,                 0,     0.08508544759,      0.1646353447,      0.2335408162,                 0,       1.303600078,   0.0006087041659
           2,      -4.758669574,      -4.552546605,      -4.613885127,      -4.008914832,      -10.36070867,     -0.9264318063,      0.1647832129,      0.2214869189,                 0,                 0,                 0,     0.08190699486,      0.1557220135,      0.2279487157,                 0,       1.344110938,   0.0006087041659
           3,      -4.580429036,       -4.38314462,      -4.434911997,      -3.844035381,       -10.3607017,      -1.132679723,      0.1311409555,      0.2324539942,                 0,                 0,                 0,     0.08829680504,      0.1216650536,       0.237550888,                 0,       1.772550714,   0.0006087041659
           4,      -4.423823098,      -4.252633729,      -4.303217782,      -3.691509213,      -10.36069481,      -1.194606162,      0.1077420819,      0.2576962953,                 0,                 0,                 0,     0.09816654099,     0.09726777365,      0.2618295572,                 0,       2.391788714,   0.0006087041659
           5,      -4.311536615,      -4.172545985,       -4.22472934,      -3.579449286,      -10.36069213,      -1.300170259,     0.09469264067,      0.2919823952,                 0,                 0,                 0,      0.1093779111,      0.0828469949,      0.2955618222,                 0,       3.083475053,   0.0006087041659
           6,      -4.247166018,      -4.120193409,      -4.197645635,       -3.51106803,      -10.36069392,      -1.372873027,     0.08778710251,      0.3303624765,                 0,                 0,                 0,       0.120688724,     0.07440011372,       0.333632379,                 0,       3.763223379,   0.0006087041659
           7,      -4.224774013,      -4.059126886,      -4.210066127,      -3.477549591,      -10.36069747,      -1.425953793,     0.08313776958,      0.3704151674,                 0,                 0,                 0,      0.1314121659,     0.06814018781,      0.3734651253,                 0,       4.455437875,   0.0006087041659
           8,      -4.236919688,      -3.993970726,      -4.242440494,      -3.473109895,      -10.36069922,      -1.488047163,     0.07816622014,      0.4105703112,                 0,                 0,                 0,      0.1410373664,     0.06155417775,      0.4133872538,                 0,       5.252528656,   0.0006087041659
           9,       -4.26520666,      -3.955889505,       -4.26844695,      -3.490741386,      -10.36069654,      -1.566082824,     0.07184854784,      0.4494464186,                 0,                 0,                 0,      0.1490873154,      0.0536746918,      0.4519771283,                 0,       6.255469764,   0.0006087041659
          10,      -4.274310306,      -3.960189197,      -4.269315398,      -3.510739516,      -10.36068893,      -1.664530311,      0.0643070521,      0.4857973977,                 0,                 0,                 0,      0.1551988382,     0.04467415521,      0.4879945987,                 0,       7.554340959,    0.001024708494
          11,      -4.248975587,      -4.001130893,      -4.241482436,      -3.507017021,      -10.36067881,       -1.75674954,      0.0560152206,      0.5197477753,                 0,                 0,                 0,      0.1595317688,     0.03502065167,      0.5215831754,                 0,        9.27868836,    0.001024708494
          12,      -4.215989602,       -4.05133659,      -4.201243367,      -3.480944088,       -10.3606655,      -1.825450181,      0.0474863252,      0.5521262876,                 0,                 0,                 0,      0.1624601502,     0.02519363278,      0.5535916089,                 0,       11.62705864,    0.001024708494
          13,      -4.201448248,      -4.070862423,      -4.175382301,      -3.458769511,      -10.36065045,      -1.877180069,     0.03910607579,      0.5836605417,                 0,                 0,                 0,      0.1642418503,     0.01554916792,      0.5847624616,                 0,       14.92506036,    0.001024708494
          14,      -4.214829625,      -4.051699973,      -4.181408912,      -3.459789173,      -10.36063559,      -1.913642799,     0.03115636693,      0.6145271642,                 0,                 0,                 0,       0.164860687,    0.006361803403,      0.6152835787,                 0,       19.72396735,    0.001024708494
          15,      -4.255085718,       -4.02324775,      -4.221692717,      -3.487480529,      -10.36062269,      -1.941227412,     0.02397545027,      0.6440992218,                 0,                 0,                 0,      0.1640882008,   -0.002005214671,        0.64454217,                 0,       26.86494788,    0.001024708494
          16,      -4.314024296,      -4.007058556,      -4.280576273,      -3.534372334,      -10.36061296,      -1.950041191,      0.0180034105,      0.6710009561,                 0,                 0,                 0,      0.1616504407,   -0.009056707674,      0.6711813331,                 0,       37.27076912,    0.001024708494
          17,      -4.377105147,      -4.009265614,       -4.32658261,      -3.587553577,      -10.36060688,      -1.957365058,     0.01364551091,       0.693700813,                 0,                 0,                 0,      0.1574802703,    -0.01432601055,      0.6936870933,                 0,        50.8372913,    0.001024708494
          18,      -4.428687984,      -4.030254155,       -4.34353488,      -3.636113694,      -10.36060437,      -1.953514098,     0.01103902848,      0.7118759909,                 0,                 0,                 0,      0.1518422603,    -0.01766294695,      0.7117424442,                 0,       64.48719579,    0.001759149054
          19,      -4.463460229,       -4.06791882,      -4.353081995,      -3.678019956,      -10.36060484,      -1.945996234,     0.01012845427,       0.725744682,                 0,                 0,                 0,      0.1451150744,    -0.01913177522,      0.7255631635,                 0,       71.65404145,    0.001759149054
          20,      -4.489424389,      -4.117908501,      -4.380548087,       -3.71750008,      -10.36060728,      -1.932307859,     0.01077098756,      0.7357062172,                 0,                 0,                 0,      0.1377023707,    -0.01889127555,      0.7355425017,                 0,       68.30443479,    0.001759149054
          21,      -4.518526588,      -4.173636788,      -4.431554389,      -3.757857342,      -10.36061051,      -1.923942605,     0.01279996388,      0.7425354627,                 0,                 0,                 0,      0.1301597294,    -0.01713920885,      0.7424479779,                 0,       58.01074672,    0.001759149054
          22,      -4.558038126,      -4.227979281,      -4.493225017,         -3.798772,      -10.36061316,      -1.923546395,     0.01584263838,      0.7465854286,                 0,                 0,                 0,      0.1228646902,    -0.01426224557,      0.7466172914,                 0,       47.12506911,    0.001759149054
          23,      -4.609071441,      -4.277123489,      -4.543344582,       -3.83941567,      -10.36061485,      -1.924055977,     0.01940806417,      0.7480264275,                 0,                 0,                 0,      0.1160671527,    -0.01075779831,       0.748200828,                 0,       38.54204217,    0.001759149054
          24,      -4.668136456,       -4.32316393,       -4.57400016,      -3.882055852,      -10.36061549,      -1.928718446,     0.02301139238,      0.7470703618,                 0,                 0,                 0,      0.1100104401,   -0.007118862886,      0.7473907756,                 0,       32.46523937,    0.001759149054
          25,      -4.728281544,      -4.371853922,      -4.601822979,      -3.930642368,      -10.36061522,      -1.944735271,     0.02625208856,      0.7441688188,                 0,                 0,                 0,      0.1049094161,   -0.003763850046,      0.7446222105,                 0,       28.34703293,     0.00255728271
          26,      -4.783614732,      -4.427900044,      -4.646734312,      -3.988114127,      -10.36061425,      -1.968814669,     0.02883937277,      0.7398802457,                 0,                 0,                 0,      0.1008705922,    -0.00100581231,       0.740441406,                 0,       25.65521281,     0.00255728271
          27,       -4.83213253,      -4.492048134,      -4.717441409,      -4.052919319,      -10.36061268,      -1.995459162,     0.03064774322,      0.7348984467,                 0,                 0,                 0,     0.09797520397,    0.001001885924,      0.7355365439,                 0,        23.9788764,     0.00255728271
          28,      -4.874801116,      -4.560673923,      -4.809073905,      -4.116839616,      -10.36061044,      -2.024923401,     0.03161500479,      0.7298940034,                 0,                 0,                 0,     0.09628555292,    0.002170071484,      0.7305751539,                 0,       23.08694901,     0.00255728271
          29,      -4.913046666,      -4.627274885,      -4.899541097,      -4.168198957,        -10.360607,      -2.054916453,     0.03167120717,      0.7252306106,                 0,                 0,                 0,     0.09566495311,    0.002414191761,       0.725917816,                 0,       22.89873597,     0.00255728271
          30,      -4.948836499,      -4.686365883,      -4.956863038,      -4.203329939,       -10.3606013,      -2.088241838,      0.0308751871,      0.7211694756,                 0,                 0,                 0,     0.09590910223,     0.00178250741,      0.7218278967,                 0,       23.35757427,     0.00255728271
          31,      -4.983283726,      -4.737634223,      -4.977875763,      -4.229633631,      -10.36059121,      -2.123845868,     0.02936093204,      0.7180458028,                 0,                 0,                 0,     0.09686048609,   0.0003953862128,      0.7186457284,                 0,       24.45582455,     0.00255728271
          32,      -5.014050431,      -4.785470738,      -4.991216071,      -4.254690704,      -10.36057275,      -2.154312112,     0.02729627834,      0.7161660796,                 0,                 0,                 0,     0.09837664259,    -0.00159182523,      0.7166843144,                 0,       26.23676644,    0.003367028524
          33,      -5.037647639,      -4.834198235,       -5.01722131,      -4.280168919,       -10.3605383,       -2.18084177,     0.02485148834,      0.7153998106,                 0,                 0,                 0,         0.1001495,   -0.004003743157,      0.7158201279,                 0,       28.78700063,    0.003367028524
          34,      -5.054183556,      -4.884005447,      -5.058190224,      -4.304291616,      -10.36047338,      -2.207751134,     0.02220280751,      0.7155434889,                 0,                 0,                 0,      0.1019100647,   -0.006656062724,      0.7158569312,                 0,       32.22761304,    0.003367028524
          35,      -5.066138989,      -4.929473494,      -5.105924285,      -4.323988195,      -10.36035018,      -2.234275764,     0.01952457521,      0.7166368798,                 0,                 0,                 0,      0.1035595173,   -0.009376189049,      0.7168414843,                 0,       36.70435193,    0.003367028524
          36,      -5.078082007,      -4.962224885,       -5.14901874,      -4.339572761,      -10.36011573,      -2.255264852,     0.01696508021,      0.7184354916,                 0,                 0,                 0,      0.1049483248,    -0.01200609932,       0.718535471,                 0,        42.3478983,    0.003367028524
          37,      -5.093000174,      -4.976967133,      -5.181592927,      -4.353640618,      -10.35966834,      -2.273534694,     0.01461230666,       0.720729544,                 0,                 0,                 0,      0.1059916435,    -0.01444942545,      0.7207328279,                 0,       49.32346144,    0.003367028524
          38,      -5.109482039,      -4.976460436,      -5.204762236,      -4.366731945,       -10.3588133,      -2.285879405,     0.01256424397,      0.7234683765,                 0,                 0,                 0,      0.1066830975,    -0.01660621572,      0.7233868851,                 0,       57.58152884,    0.003367028524
          39,      -5.126972656,      -4.969041834,      -5.223367491,      -4.380401162,      -10.35718131,       -2.29116059,     0.01088977551,      0.7264762397,                 0,                 0,                 0,      0.1070006259,    -0.01840055895,      0.7263248127,                 0,       66.71177371,    0.003367028524
