"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -4.011473552,      -15.16492988,      -15.50661983,       -3.29512032,      -10.13657952,      0.3339267414,      0.8724774618,                 0,                 0,                 0,      0.2614727994,      0.1773495225,      0.9172083388,                 0,        2.61278105,   0.0006294897613
           1,      -4.532727541,      -4.256749622,      -4.194194998,      -3.789195059,      -10.78988774,      0.4067219625,      0.9538477529,                 0,                 0,                 0,      0.2582287734,      0.2349090179,        1.00998319,                 0,       2.345208376,    0.001192152212
           2,        -4.4536543,      -4.153107304,      -4.284666135,      -3.691406831,       -10.8037119,      0.4102840319,      0.9021755914,                 0,                 0,                 0,      0.2331781712,      0.2473897482,      0.9597145914,                 0,       2.198904956,    0.001192152212
           3,      -4.363296027,      -4.039802804,      -4.184181115,       -3.60301353,      -10.71957412,      0.4067105508,      0.8822998312,                 0,                 0,                 0,      0.2232066274,      0.2473219458,      0.9395202602,                 0,        2.16935565,    0.001192152212
           4,       -4.31220777,      -3.967159084,       -4.13505543,      -3.558253669,      -10.64194749,      0.3920296976,      0.8746953818,                 0,                 0,                 0,      0.2188211211,      0.2341846265,      0.9294820361,                 0,       2.231196736,    0.001192152212
           5,      -4.289376803,      -3.923455807,       -4.11684553,      -3.542820953,      -10.51998247,      0.3724092349,      0.8708098163,                 0,                 0,                 0,      0.2140348092,      0.2155369641,      0.9222484435,                 0,       2.338314238,    0.001192152212
           6,      -4.226449687,      -3.840652319,      -4.055334463,      -3.473157655,      -10.46269146,      0.3588168125,      0.8672592999,                 0,                 0,                 0,      0.2105492657,      0.2027675819,       0.916391568,                 0,       2.416997392,    0.001192152212
           7,      -4.203370112,      -3.803880443,      -4.031820811,      -3.455434284,      -10.36868119,      0.3409790219,      0.8625074163,                 0,                 0,                 0,      0.2058306887,      0.1860259433,      0.9086143764,                 0,       2.529502875,    0.001192152212
           8,      -4.149084127,      -3.748907032,       -3.97744086,      -3.398150446,      -10.33488092,      0.3279155648,      0.8576614192,                 0,                 0,                 0,      0.2025724037,      0.1740024481,      0.9015735554,                 0,       2.615494692,    0.001192152212
           9,      -4.133676643,      -3.730364135,      -3.960251404,      -3.389240823,      -10.27036641,      0.3089582641,      0.8487051978,                 0,                 0,                 0,      0.1978283193,      0.1568883829,      0.8894614983,                 0,       2.746989792,    0.001192152212
          10,       -4.09362679,      -3.702369594,      -3.918266779,      -3.347660834,      -10.26745472,      0.2953926866,      0.8412229797,                 0,                 0,                 0,      0.1946686792,      0.1448281705,      0.8797373141,                 0,       2.847812481,    0.001192152212
          11,      -4.088916949,      -3.700489713,      -3.908721891,      -3.348024368,      -10.23055646,      0.2759280623,      0.8292530903,                 0,                 0,                 0,      0.1903243126,      0.1277378071,      0.8645692777,                 0,       3.005323501,    0.001192152212
