"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.399868394,      -3.455797609,      -3.297359236,      -2.754835989,     0.09664557174,      0.1714010852,                 0,                 0,                 0,     0.04613249297,     0.08981133081,      0.1750789062,                 0,       1.773501694
          0,           0,          10,      -3.687930406,      -3.567050003,       -3.81298466,      -3.026156712,     0.03753035045,      0.1666597077,                 0,                 0,                 0,   -0.001646964606,     0.03092906367,      0.1680100544,                 0,        4.44066484
          0,           0,          20,      -3.659628049,       -3.69325521,      -3.800366786,      -3.009718181,     0.03196600514,      0.3874191888,                 0,                 0,                 0,      0.0608852871,     0.01666356997,      0.3883783964,                 0,       12.11972491
          0,           0,          30,      -3.799821291,      -3.752500099,      -3.971804947,      -3.148774484,     0.03540423019,      0.5451381816,                 0,                 0,                 0,     0.06989047275,     0.01387959622,      0.5461102942,                 0,        15.3975437
          0,           0,          40,      -4.032384446,      -3.783760941,      -4.185947626,      -3.352484327,     0.04648254488,      0.5461620076,                 0,                 0,                 0,     0.05156232559,     0.02490892009,      0.5475701884,                 0,       11.74983016
          0,           0,          50,      -4.218890755,      -4.171753732,      -4.412462386,      -3.553693804,     0.04282334977,      0.5330791725,                 0,                 0,                 0,     0.06475781657,     0.02176848252,       0.534353232,                 0,        12.4483296
          0,           0,          60,      -4.434885781,      -4.465305016,      -4.687456396,      -3.775304682,     0.04192897774,      0.5652626157,                 0,                 0,                 0,     0.07132683036,     0.01960567739,      0.5664763731,                 0,       13.48143089
          0,           0,          70,       -4.79027302,      -4.696828798,      -5.014644015,      -4.129340905,     0.04521095831,      0.5693479493,                 0,                 0,                 0,     0.06728036705,     0.02272400322,      0.5706879513,                 0,       12.59314048
          0,           0,          80,      -4.755943812,      -4.924673132,      -5.191505625,       -4.10505798,     0.04474243069,      0.5667539767,                 0,                 0,                 0,     0.07019018341,      0.0223581313,      0.5680775204,                 0,       12.66703592
          0,           0,          90,      -4.868299732,      -5.022192213,      -5.322935355,      -4.209800242,     0.04475742915,      0.5760807955,                 0,                 0,                 0,     0.07312120365,     0.02200532233,      0.5773976759,                 0,       12.87117706
          0,           0,         100,      -5.061560876,      -5.233783473,      -5.533391354,      -4.407580507,     0.04563601138,      0.5798445919,                 0,                 0,                 0,     0.07303485549,     0.02273479882,       0.581193191,                 0,       12.70585606
          0,           0,         110,      -5.085517626,      -5.305635017,      -5.655346991,       -4.43211581,     0.04582935717,      0.5815902358,                 0,                 0,                 0,     0.07428907865,     0.02285915613,      0.5829451014,                 0,       12.69034243
          0,           0,         120,      -5.148325574,      -5.389097212,      -5.724649388,      -4.493901721,     0.04602715459,      0.5852796602,                 0,                 0,                 0,     0.07557387727,     0.02291131015,      0.5866394562,                 0,       12.71596442
          0,           0,         130,      -5.231518911,      -5.474134967,      -5.876324901,      -4.576672772,     0.04634997675,      0.5878972344,                 0,                 0,                 0,     0.07617769737,     0.02313065922,      0.5892677245,                 0,       12.68387334
          0,           0,         140,      -5.303582008,      -5.522253892,      -5.944009064,      -4.648532593,     0.04654989622,       0.589671279,                 0,                 0,                 0,     0.07685418978,     0.02326046513,      0.5910482729,                 0,       12.66751007
          0,           0,         150,      -5.365445467,        -5.6050403,      -6.007481281,      -4.711123304,     0.04669839379,      0.5915322085,                 0,                 0,                 0,     0.07749133576,     0.02333546291,      0.5929136107,                 0,       12.66707825
          0,           0,         160,      -5.444667701,       -5.67691629,      -6.089796312,      -4.790709274,     0.04685844965,      0.5930700374,                 0,                 0,                 0,      0.0779383512,      0.0234347512,      0.5944565552,                 0,       12.65662952
          0,           0,         170,      -5.497851492,      -5.742652913,      -6.143998639,      -4.843871726,     0.04698377066,      0.5942748088,                 0,                 0,                 0,     0.07833995652,     0.02351246552,      0.5956653314,                 0,       12.64851246
          0,           0,         180,      -5.557885978,       -5.81391228,       -6.19305827,      -4.903588072,      0.0470857218,      0.5953977103,                 0,                 0,                 0,     0.07871706502,     0.02357005662,      0.5967913798,                 0,       12.64497363
          0,           0,         190,      -5.624154077,      -5.895004617,      -6.251984996,      -4.970670074,     0.04717913041,      0.5963876797,                 0,                 0,                 0,     0.07903301865,     0.02362435391,      0.5977842627,                 0,       12.64092141
          0,           0,         200,      -5.685855958,      -5.945130333,      -6.303627696,      -5.032259567,     0.04726891946,      0.5973011336,                 0,                 0,                 0,      0.0793402148,     0.02367805178,      0.5987005469,                 0,       12.63623414
          0,           0,         210,      -5.738102832,       -5.98850444,      -6.359061052,      -5.084263008,     0.04734835335,      0.5981247371,                 0,                 0,                 0,     0.07961916082,     0.02372494573,      0.5995266422,                 0,       12.63242953
          0,           0,         220,      -5.797740809,      -6.049448507,      -6.415015473,      -5.143874271,     0.04741671252,      0.5988360634,                 0,                 0,                 0,     0.07985560478,     0.02376520113,      0.6002401109,                 0,       12.62921935
          0,           0,         230,      -5.854235407,      -6.104404948,      -6.467926542,       -5.20036508,     0.04747780402,      0.5994601243,                 0,                 0,                 0,     0.08006445731,     0.02380163577,      0.6008660955,                 0,       12.62611312
          0,           0,         240,       -5.91213563,      -6.168596296,      -6.531648021,      -5.258525197,     0.04753520516,      0.6000283985,                 0,                 0,                 0,     0.08025816499,     0.02383658281,      0.6014361912,                 0,       12.62282126
          0,           0,         250,      -5.967202963,      -6.224429059,      -6.595502094,      -5.313370382,     0.04758470498,      0.6005197029,                 0,                 0,                 0,     0.08042687895,     0.02386666993,      0.6019290654,                 0,       12.62001526
          0,           0,         260,       -6.02589419,      -6.280378692,      -6.657025411,      -5.371737108,     0.04762738261,      0.6009494259,                 0,                 0,                 0,     0.08057427382,     0.02389236857,      0.6023601372,                 0,        12.6177294
          0,           0,         270,      -6.083106328,      -6.339510264,      -6.711973528,      -5.429052678,     0.04766501443,      0.6013273218,                 0,                 0,                 0,     0.08070345773,      0.0239150691,       0.602739223,                 0,       12.61569579
          0,           0,         280,      -6.141131488,       -6.39884065,      -6.762020528,      -5.487190386,     0.04769791591,      0.6016577922,                 0,                 0,                 0,     0.08081637744,     0.02393491314,      0.6030707339,                 0,       12.61392203
          0,           0,         290,      -6.197292811,      -6.453130145,      -6.821314929,      -5.543309415,     0.04772677117,      0.6019481234,                 0,                 0,                 0,     0.08091584476,     0.02395229697,      0.6033619771,                 0,       12.61237894
          0,           0,         300,      -6.261493141,      -6.520020442,      -6.877972913,      -5.607816246,     0.04775224447,      0.6022044849,                 0,                 0,                 0,     0.08100398468,     0.02396764104,      0.6036191437,                 0,       12.61101947
          0,           0,         310,      -6.316750278,      -6.578211579,      -6.941858443,      -5.663186286,     0.04777434522,      0.6024255218,                 0,                 0,                 0,     0.08107912795,     0.02398100819,      0.6038408802,                 0,       12.60981221
          0,           0,         320,      -6.373662431,      -6.637890702,      -7.002353924,      -5.720041923,     0.04779339705,      0.6026143367,                 0,                 0,                 0,     0.08114325171,     0.02399259943,      0.6040302995,                 0,       12.60873622
          0,           0,         330,      -6.429248254,      -6.690949024,        -7.0459636,      -5.775526042,      0.0478095569,      0.6027770394,                 0,                 0,                 0,     0.08119873104,     0.02400233065,       0.604193513,                 0,       12.60787756
          0,           0,         340,      -6.492574193,      -6.753633611,      -7.103740266,      -5.839056396,     0.04782359247,      0.6029186048,                 0,                 0,                 0,     0.08124673635,      0.0240107728,      0.6043355217,                 0,       12.60713747
