"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          32,      -5.079242156,      -4.824276371,      -5.068824164,      -4.318927732,      -10.44422203,     -0.4032253926,      0.0446438887,      0.7190291288,                 0,                 0,                 0,     0.09235663205,     0.01562628945,      0.7202442529,                 0,       16.10588033,    0.001759149056
          33,      -5.103481858,      -4.867236047,      -5.082973846,      -4.341494538,      -10.44422135,     -0.4118670599,     0.04275044519,      0.7151813088,                 0,                 0,                 0,      0.0930956263,     0.01388947553,      0.7163232424,                 0,       16.72921313,    0.001759149056
          34,      -5.123487651,      -4.914431423,      -5.115198934,      -4.368129924,      -10.44422052,     -0.4237761543,     0.04038118224,      0.7124440417,                 0,                 0,                 0,     0.09443135205,      0.0116324667,      0.7134927036,                 0,       17.64297136,    0.001759149056
          35,      -5.139884623,      -4.966299303,      -5.159977541,       -4.39453628,      -10.44421942,      -0.437741667,     0.03768572849,      0.7109343865,                 0,                 0,                 0,     0.09617201624,    0.009000051785,      0.7118756318,                 0,        18.8648174,    0.001759149056
          36,       -5.15288563,      -5.018345328,      -5.204898181,       -4.41523321,      -10.44421813,     -0.4513687323,     0.03478881748,      0.7104518666,                 0,                 0,                 0,     0.09805837789,    0.006124943406,      0.7112767406,                 0,       20.42184581,    0.001759149056
          37,      -5.163799336,      -5.062067764,      -5.239053459,      -4.428880555,      -10.44421665,      -0.465107459,     0.03181356587,      0.7108468086,                 0,                 0,                 0,     0.09990147889,     0.00313619096,      0.7115514405,                 0,       22.34414122,    0.001759149056
          38,       -5.17377008,       -5.08892926,      -5.261063087,      -4.437675108,        -10.444215,     -0.4801636432,      0.0288982607,      0.7120824289,                 0,                 0,                 0,      0.1015961084,   0.0001734516997,      0.7126685519,                 0,       24.64101339,    0.002557282713
          39,      -5.184072386,      -5.096988249,       -5.27687949,      -4.445161781,      -10.44421333,     -0.4943075776,     0.02613595644,      0.7139099967,                 0,                 0,                 0,      0.1030106166,   -0.002660270133,      0.7143832966,                 0,       27.31524283,    0.002557282713
          40,      -5.197528828,       -5.09202152,      -5.292661864,       -4.45556932,      -10.44421146,     -0.5042157113,     0.02360237506,      0.7161133308,                 0,                 0,                 0,       0.104064131,   -0.005280600653,      0.7164827213,                 0,       30.34073177,    0.002557282713
          41,      -5.216098979,      -5.082430691,      -5.311220869,      -4.471327083,      -10.44420932,     -0.5134743025,     0.02137301293,      0.7186144628,                 0,                 0,                 0,      0.1047462037,   -0.007608962236,      0.7188919638,                 0,        33.6225157,    0.002557282713
          42,      -5.238181424,      -5.074894586,      -5.331969886,      -4.491198884,      -10.44420687,     -0.5237872162,     0.01950477381,      0.7213375328,                 0,                 0,                 0,      0.1050731126,   -0.009585439738,      0.7215375193,                 0,        36.9826146,    0.002557282713
          43,      -5.260810871,      -5.073092205,      -5.353335668,      -4.512582793,      -10.44420361,     -0.5309934395,     0.01802448296,      0.7241176755,                 0,                 0,                 0,      0.1050538727,    -0.01117658461,      0.7242557379,                 0,       40.17411634,    0.002557282713
          44,      -5.281869421,      -5.078441632,      -5.375497809,      -4.533568562,      -10.44419909,     -0.5398087629,     0.01693865929,      0.7268054744,                 0,                 0,                 0,      0.1047167628,    -0.01236986083,      0.7268975872,                 0,       42.90808746,    0.002557282713
          45,      -5.300122071,      -5.091167532,       -5.39944719,      -4.552845588,      -10.44419242,     -0.5511913706,     0.01623462078,      0.7292440175,                 0,                 0,                 0,       0.104097815,     -0.0131716156,      0.7293057716,                 0,       44.91906694,    0.002557282713
          46,       -5.31577518,      -5.110898463,      -5.424402175,      -4.570146798,      -10.44418207,     -0.5673965272,     0.01588565487,      0.7313143917,                 0,                 0,                 0,      0.1032494806,    -0.01360374681,      0.7313603979,                 0,       46.03615007,    0.002557282713
          47,      -5.329662514,       -5.13712005,      -5.447615755,      -4.585764305,      -10.44416561,     -0.5868346917,     0.01584669677,      0.7329315095,                 0,                 0,                 0,      0.1022335718,     -0.0137078531,      0.7329746313,                 0,       46.25137465,    0.002557282713
          48,       -5.34349988,        -5.1693647,      -5.467368615,      -4.600990908,      -10.44413945,     -0.6111735085,     0.01605551639,      0.7340691489,                 0,                 0,                 0,      0.1011203925,    -0.01354505708,       0.734119763,                 0,       45.72068136,    0.003367028526
          49,       -5.35930892,      -5.207173758,      -5.483826899,      -4.617758662,        -10.444097,     -0.6399540209,     0.01644498787,      0.7347681924,                 0,                 0,                 0,     0.09997790221,    -0.01318407786,      0.7348339365,                 0,       44.68037301,    0.003367028526
          50,      -5.377568771,      -5.249923906,       -5.49800163,      -4.636801278,      -10.44402792,     -0.6719531641,     0.01695691878,      0.7350895907,                 0,                 0,                 0,     0.09885381877,     -0.0126855173,      0.7351757076,                 0,       43.35042233,    0.003367028526
          51,      -5.398241699,      -5.296593428,      -5.511383316,      -4.658281233,      -10.44391408,     -0.7087214261,     0.01754062325,      0.7350734121,                 0,                 0,                 0,     0.09778033333,    -0.01210163507,      0.7351830691,                 0,       41.90691525,    0.003367028526
          52,      -5.420618952,        -5.3455104,      -5.527154111,      -4.681490341,      -10.44372615,     -0.7400465348,     0.01814501276,      0.7347674959,                 0,                 0,                 0,     0.09679570111,    -0.01148540639,      0.7349017621,                 0,       40.49418459,    0.003367028526
          53,      -5.443494067,      -5.394280589,      -5.547790098,      -4.705150467,      -10.44341195,     -0.7609169353,     0.01871905794,      0.7342498469,                 0,                 0,                 0,     0.09594683738,    -0.01089096323,      0.7344076713,                 0,       39.22472216,    0.003367028526
          54,      -5.466219401,      -5.440045286,      -5.573709398,      -4.728486768,      -10.44288442,     -0.7827788024,     0.01921702027,      0.7336004858,                 0,                 0,                 0,     0.09527284747,    -0.01036723229,      0.7337789089,                 0,       38.17451797,    0.003367028526
          55,      -5.488617717,      -5.480248713,      -5.603705928,      -4.751222472,       -10.4419933,     -0.8046580857,     0.01960162848,      0.7328958758,                 0,                 0,                 0,      0.0947973775,   -0.009954536481,      0.7330903736,                 0,       37.38954019,    0.003367028526
          56,      -5.511713618,      -5.513775676,      -5.635673592,      -4.774396425,      -10.44048064,     -0.8268335065,     0.01984745091,      0.7322010256,                 0,                 0,                 0,     0.09452558762,   -0.009680907053,      0.7324059962,                 0,       36.89143905,    0.003367028526
          57,      -5.535279611,      -5.541590622,      -5.668300807,      -4.797945774,      -10.43790441,     -0.8465191285,     0.01994133755,       0.731565836,                 0,                 0,                 0,     0.09444545983,   -0.009561494641,      0.7317751069,                 0,       36.68589603,    0.003367028526
          58,      -5.558881388,      -5.566021997,      -5.700069157,       -4.82156708,      -10.43351374,     -0.8639569182,     0.01988140394,      0.7310329475,                 0,                 0,                 0,     0.09453463228,   -0.009599900849,      0.7312402358,                 0,       36.76968437,    0.003367028526
          59,      -5.582066798,      -5.589412329,      -5.728808089,      -4.844923757,      -10.42606327,     -0.8789624974,     0.01967546404,      0.7306430786,                 0,                 0,                 0,     0.09476597039,   -0.009789959266,      0.7308423831,                 0,       37.13473173,    0.003367028526
          60,      -5.604737572,      -5.613133775,      -5.752982577,      -4.867941896,      -10.41357675,     -0.8909596783,     0.01933956272,        0.73043003,                 0,                 0,                 0,     0.09510981069,    -0.01011700045,      0.7306159687,                 0,       37.76869419,    0.003367028526
          61,      -5.626772021,      -5.637097566,      -5.772340486,      -4.890457164,      -10.39314689,     -0.9046272696,     0.01889558065,      0.7304126387,                 0,                 0,                 0,     0.09553519252,    -0.01055992075,      0.7305806963,                 0,       38.65521003,    0.003367028526
          62,      -5.648127613,      -5.659828977,      -5.787650238,      -4.912327951,      -10.36103404,     -0.9185860485,     0.01836819101,      0.7305927183,                 0,                 0,                 0,      0.0960120284,    -0.01109414014,      0.7307393725,                 0,       39.77488681,    0.004179154696
          63,      -5.668788298,       -5.67894835,      -5.799898592,      -4.933398108,      -10.31340793,      -0.931456191,     0.01778127226,      0.7309568901,                 0,                 0,                 0,     0.09651156752,    -0.01169526032,      0.7310795919,                 0,       41.10824465,    0.004179154696
          64,      -5.688642847,      -5.691964453,      -5.810259188,      -4.953395461,      -10.24777295,     -0.9420715236,     0.01715641033,      0.7314917125,                 0,                 0,                 0,     0.09700926793,    -0.01234117112,      0.7315887939,                 0,       42.63664124,    0.004179154696
          65,      -5.707085796,      -5.697465067,      -5.819941814,      -4.971605605,      -10.16423934,     -0.9521827318,     0.01651509992,      0.7321921342,                 0,                 0,                 0,     0.09748621296,    -0.01301019171,      0.7322627976,                 0,        44.3347081,    0.004179154696
          66,      -5.723249119,      -5.695838482,      -5.830133685,      -4.987153532,      -10.06549262,     -0.9579726928,     0.01587955241,      0.7330496553,                 0,                 0,                 0,     0.09792598361,    -0.01367978616,      0.7330940054,                 0,       46.16311822,    0.004179154696
          67,      -5.737063603,      -5.689064022,      -5.842005655,      -5.000040887,      -9.955492153,     -0.9593400035,     0.01527138891,      0.7340413048,                 0,                 0,                 0,     0.09831241044,    -0.01432742506,      0.7340603364,                 0,       48.06644039,    0.004179154696
          68,      -5.748470578,      -5.679837616,      -5.855969483,      -5.010393113,      -9.838090586,     -0.9591632643,     0.01470983446,      0.7351285444,                 0,                 0,                 0,     0.09862985196,    -0.01493234566,      0.7351240583,                 0,       49.97531048,    0.004179154696
          69,      -5.758309685,      -5.670786261,      -5.871693644,      -5.019222953,      -9.716350702,     -0.9576055866,     0.01421090173,      0.7362647201,                 0,                 0,                 0,     0.09886551568,    -0.01547666786,      0.7362392006,                 0,       51.80985234,    0.004179154696
          70,      -5.767782327,      -5.663999136,      -5.888654505,      -5.027850118,      -9.592499364,     -0.9580046045,     0.01378665759,      0.7374016222,                 0,                 0,                 0,     0.09901122976,    -0.01594639143,      0.7373580792,                 0,       53.48661323,    0.004179154696
          71,      -5.778274459,      -5.660950028,      -5.905966186,      -5.037704179,      -9.468176643,     -0.9599161629,     0.01344401301,      0.7384988654,                 0,                 0,                 0,     0.09906583884,    -0.01633298325,      0.7384406201,                 0,       54.93143042,    0.004179154696
          72,      -5.790868746,      -5.662548547,      -5.922541567,      -5.049900822,      -9.344711037,     -0.9646803186,     0.01318409075,      0.7395261144,                 0,                 0,                 0,     0.09903481036,    -0.01663409878,      0.7394565578,                 0,       56.09231066,    0.004179154696
          73,      -5.806147657,       -5.66933468,      -5.937058981,      -5.065070268,      -9.223282931,     -0.9739310369,     0.01300301464,      0.7404660843,                 0,                 0,                 0,     0.09892825523,    -0.01685291434,      0.7403884654,                 0,       56.94572411,    0.004179154696
          74,      -5.823723031,       -5.68145764,      -5.948274299,       -5.08290519,      -9.105003517,     -0.9906401948,     0.01289378532,      0.7413163247,                 0,                 0,                 0,     0.09875780043,    -0.01699632485,      0.7412336123,                 0,          57.49408,    0.004179154696
          75,      -5.842345338,      -5.698694052,      -5.956451199,      -5.102183601,      -8.998179616,      -1.017019964,       0.012848819,      0.7420713263,                 0,                 0,                 0,     0.09853219367,    -0.01707168586,      0.7419861878,                 0,       57.75404931,    0.004179154696
          76,      -5.860627978,      -5.720513459,      -5.963330413,      -5.121441792,      -8.924792665,      -1.030225169,     0.01285962532,      0.7427228489,                 0,                 0,                 0,     0.09826203072,    -0.01708714872,      0.7426376166,                 0,       57.75618113,    0.004179154696
          77,      -5.877502888,      -5.746139899,      -5.971618128,       -5.13943247,      -8.870806719,      -1.036655856,     0.01291523142,      0.7432689354,                 0,                 0,                 0,     0.09796328668,    -0.01705359846,      0.7431855006,                 0,       57.54979615,    0.004179154696
          78,      -5.892558643,      -5.774529711,      -5.983261811,      -5.155487096,      -8.826151445,      -1.049038779,     0.01300261709,      0.7437102124,                 0,                 0,                 0,     0.09765369852,       -0.01698407,      0.7436299412,                 0,        57.1969633,    0.004179154696
          79,      -5.905825717,      -5.804352929,      -5.999451414,      -5.169362038,      -8.788699732,      -1.062056376,     0.01310774801,       0.744050532,                 0,                 0,                 0,     0.09735013555,    -0.01689274149,      0.7439742217,                 0,       56.76417728,    0.004179154696
          80,      -5.918111242,      -5.834185338,      -6.019366097,      -5.181750394,      -8.754816884,      -1.075575017,     0.01321686848,      0.7442982014,                 0,                 0,                 0,     0.09706741516,     -0.0167936923,       0.744226088,                 0,       56.31426251,    0.004179154696
          81,      -5.930484982,      -5.862707194,      -6.041494595,      -5.193872924,      -8.725811312,      -1.092701023,     0.01331744455,      0.7444662425,                 0,                 0,                 0,     0.09681747709,    -0.01669997106,      0.7443980464,                 0,       55.90158379,    0.004179154696
          82,      -5.943327678,      -5.888969336,       -6.06506224,      -5.206356087,      -8.697771848,      -1.109072276,     0.01339913473,      0.7445678509,                 0,                 0,                 0,     0.09660777334,    -0.01662244271,      0.7445028648,                 0,       55.56835315,    0.004179154696
          83,      -5.956409583,      -5.912635822,      -6.089699362,      -5.219159553,      -8.675743709,      -1.123638399,     0.01345401429,      0.7446161836,                 0,                 0,                 0,     0.09644166896,    -0.01656955586,      0.7445533703,                 0,       55.34527968,    0.004179154696
          84,      -5.969619039,      -5.933925664,      -6.114440205,      -5.232298115,      -8.655487414,      -1.136275422,     0.01347650839,      0.7446252818,                 0,                 0,                 0,      0.0963198918,    -0.01654744675,      0.7445633677,                 0,        55.2535761,    0.004179154696
          85,      -5.983289642,      -5.953400949,      -6.137394919,       -5.24617983,      -8.636664938,      -1.146774651,      0.0134632384,      0.7446117376,                 0,                 0,                 0,     0.09624188607,    -0.01656016004,      0.7445492997,                 0,       55.30703057,    0.004179154696
          86,        -5.9978458,      -5.971671984,      -6.156743491,        -5.2612648,      -8.619595314,      -1.155966881,     0.01341338918,      0.7445952839,                 0,                 0,                 0,     0.09620722277,    -0.01660930557,      0.7445308502,                 0,       55.51134572,    0.004179154696
          87,      -6.013099363,      -5.989102512,      -6.171509808,      -5.277341422,      -8.605649559,      -1.161703205,      0.0133279564,       0.744591618,                 0,                 0,                 0,     0.09621314606,    -0.01669452116,      0.7445237437,                 0,       55.86690079,    0.007433385193
          88,       -6.02817223,      -6.005578215,      -6.182266138,      -5.293409501,       -8.59375359,      -1.170380335,     0.01320904839,      0.7446124848,                 0,                 0,                 0,      0.0962548102,    -0.01681417361,      0.7445398009,                 0,       56.37139503,    0.009873267025
          89,      -6.041805298,      -6.020567278,      -6.190374858,      -5.308011924,       -8.58324079,      -1.180667997,     0.01306000051,      0.7446689898,                 0,                 0,                 0,     0.09632686801,    -0.01696537787,      0.7445902524,                 0,       57.01906285,     0.01150038227
          90,      -6.052763147,      -6.033285401,      -6.197014515,      -5.319723416,      -8.573717247,      -1.187035724,      0.0128858569,      0.7447708276,                 0,                 0,                 0,     0.09642349292,    -0.01714348465,      0.7446849884,                 0,       57.79753983,     0.01312749752
          91,      -6.060179111,      -6.042903762,      -6.203674426,      -5.327548828,      -8.565166415,      -1.190964228,     0.01269340034,      0.7449220362,                 0,                 0,                 0,     0.09653737777,    -0.01734187946,      0.7448283169,                 0,         58.685775,     0.01312749752
          92,      -6.063949556,      -6.048843866,       -6.21126387,      -5.331320744,      -8.557277158,      -1.193668715,     0.01249041791,      0.7451203141,                 0,                 0,                 0,     0.09665993036,    -0.01755268877,      0.7450182523,                 0,       59.65535497,     0.01475461277
          93,      -6.064877588,      -6.050944825,      -6.219836551,      -5.331879252,      -8.549526475,      -1.195442451,     0.01228480119,      0.7453595966,                 0,                 0,                 0,     0.09678242443,    -0.01776778297,      0.7452490526,                 0,       60.67331373,     0.01556817039
          94,      -6.064457068,      -6.049678437,      -6.229294457,      -5.330834385,      -8.541033378,      -1.196585848,     0.01208394456,      0.7456325093,                 0,                 0,                 0,     0.09689702624,    -0.01797947644,      0.7455136478,                 0,       61.70439673,     0.01556817039
          95,      -6.064122828,      -6.045984993,      -6.239095751,       -5.32977692,       -8.53051163,       -1.19829155,     0.01189454148,      0.7459306442,                 0,                 0,                 0,     0.09699728126,    -0.01818074229,      0.7458039063,                 0,       62.71201335,     0.01719528564
          96,      -6.064826716,      -6.041072394,       -6.24854789,        -5.3297939,       -8.51644406,      -1.202220849,     0.01172182711,      0.7462450348,                 0,                 0,                 0,     0.09707799983,    -0.01836598819,        0.74611108,                 0,       63.66285969,     0.01719528564
          97,       -6.06688236,      -6.036174114,      -6.256893222,      -5.331299525,      -8.497160057,      -1.209645669,     0.01156975555,      0.7465678084,                 0,                 0,                 0,     0.09713594823,    -0.01853094595,      0.7464274619,                 0,       64.52753519,     0.01800884327
          98,      -6.069864918,      -6.032299367,      -6.263755718,      -5.333948806,      -8.471478272,      -1.222012343,     0.01144092141,       0.746891857,                 0,                 0,                 0,     0.09716932052,    -0.01867273656,      0.7467460543,                 0,       65.28249172,     0.01882240089
          99,      -6.073068856,      -6.030152401,      -6.269397449,      -5.337053639,      -8.447327697,      -1.234855851,     0.01133683143,      0.7472096389,                 0,                 0,                 0,     0.09717694921,    -0.01878955053,      0.7470593825,                 0,       65.90991881,     0.01963595851
         100,      -6.075765106,      -6.030176256,      -6.274726886,      -5.339872265,      -8.426051929,      -1.240972689,     0.01125835497,      0.7475141038,                 0,                 0,                 0,     0.09715927642,    -0.01888023503,      0.7473604369,                 0,       66.39638789,     0.01963595851
         101,      -6.077791714,       -6.03250516,      -6.280562677,      -5.342095152,      -8.406578092,      -1.248925215,     0.01120539589,      0.7477989205,                 0,                 0,                 0,     0.09711867146,    -0.01894463095,      0.7476428876,                 0,       66.73560914,     0.02126307376
         102,      -6.079631704,      -6.037125933,       -6.28766717,      -5.344063669,       -8.38737975,       -1.25848464,     0.01117652528,      0.7480579651,                 0,                 0,                 0,     0.09705865095,    -0.01898391921,       0.747900558,                 0,       66.93117464,     0.02207663139
         103,      -6.082045556,      -6.043954997,         -6.296396,      -5.346442643,      -8.367433131,      -1.268508135,     0.01116908861,      0.7482854933,                 0,                 0,                 0,     0.09698316486,    -0.01900052062,      0.7481276016,                 0,       66.99611037,     0.02289018901
         104,      -6.085675175,      -6.052803459,      -6.306136374,      -5.349859867,      -8.346688014,      -1.279782242,     0.01117958912,      0.7484772594,                 0,                 0,                 0,     0.09689649101,    -0.01899775801,       0.748319635,                 0,       66.95033705,     0.02370374663
         105,      -6.091506955,      -6.063330917,      -6.315905009,      -5.355245829,       -8.32586983,      -1.291819223,     0.01120397928,      0.7486320748,                 0,                 0,                 0,     0.09680336549,    -0.01897962768,      0.7484753078,                 0,       66.81840942,     0.02451730426
         106,      -6.099868649,      -6.075364113,       -6.32573639,        -5.3630476,      -8.305005443,      -1.305805097,     0.01123803228,      0.7487510469,                 0,                 0,                 0,     0.09670840009,    -0.01895039767,      0.7485955557,                 0,       66.62652576,     0.02614441951
         107,      -6.110467904,      -6.088618765,      -6.336418846,      -5.373052011,       -8.28428745,      -1.321061788,     0.01127761703,      0.7488357967,                 0,                 0,                 0,     0.09661506773,    -0.01891426102,      0.7486818321,                 0,       66.40017961,     0.02695797713
         108,      -6.122632384,      -6.102833145,      -6.349268361,      -5.384692997,      -8.264095583,      -1.335141157,     0.01131891057,      0.7488865369,                 0,                 0,                 0,     0.09652483373,    -0.01887504619,      0.7487341955,                 0,       66.16242194,     0.02858509238
         109,      -6.135631832,      -6.117664723,      -6.364695649,      -5.397273902,      -8.245279538,      -1.347302208,     0.01135848381,      0.7489034441,                 0,                 0,                 0,     0.09643791098,    -0.01883618657,       0.748752684,                 0,       65.93339892,     0.03021220762
