"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,       -4.14769174,      -15.36234727,      -15.66947197,      -3.431338508,      -10.11628243,      0.2540063574,      0.4329734134,                 0,                 0,                 0,       0.147094757,      0.2192526381,        0.45156781,                 0,       1.704577074,   0.0006087695763
           1,      -4.714721901,      -4.326660156,      -4.304825975,      -3.967326724,      -10.83751643,      0.2808379183,      0.4334534451,                 0,                 0,                 0,      0.1342412679,      0.2459638234,      0.4541515419,                 0,       1.543429205,    0.001143298092
           2,      -4.552362684,      -4.209826712,      -4.404340036,      -3.790231314,      -10.78729924,      0.2768720778,      0.4072298356,                 0,                 0,                 0,      0.1191764725,      0.2440676889,      0.4276976148,                 0,       1.470823056,    0.001143298092
           3,      -4.397768368,       -4.06513278,      -4.242702852,      -3.636708107,       -10.6394964,      0.2539881973,      0.4057196318,                 0,                 0,                 0,       0.115502079,      0.2213728411,      0.4243966179,                 0,       1.597395612,    0.001143298092
           4,      -4.271911685,      -3.959293499,      -4.116877634,      -3.515865203,      -10.52304503,      0.2143402392,      0.4177422852,                 0,                 0,                 0,      0.1169139585,      0.1809038179,      0.4332714665,                 0,       1.948968083,    0.001143298092
           5,      -4.173354106,      -3.895647031,      -4.028925536,      -3.426228625,      -10.45224227,      0.1820989535,      0.4403628384,                 0,                 0,                 0,      0.1213033691,      0.1469871331,       0.453292666,                 0,       2.418261225,    0.001143298092
           6,      -4.094705123,      -3.863337557,      -3.979904005,      -3.355372762,      -10.42857535,      0.1608201186,      0.4735394506,                 0,                 0,                 0,      0.1283444778,      0.1231708868,      0.4846974875,                 0,       2.944528674,    0.001143298092
           7,      -4.040327689,      -3.841085482,      -3.967507792,      -3.300491031,      -10.43739423,      0.1484285011,      0.5158240998,                 0,                 0,                 0,      0.1374737959,      0.1074998532,      0.5258795522,                 0,       3.475236197,    0.001143298092
           8,      -4.015091452,      -3.805648944,      -3.986581405,      -3.265648581,      -10.44685221,      0.1414046204,      0.5650631719,                 0,                 0,                 0,      0.1477269428,     0.09663437165,      0.5744157494,                 0,       3.996072903,    0.001143298092
           9,      -4.023794546,      -3.763973468,      -4.025225854,      -3.260064415,      -10.43530478,      0.1362441475,      0.6175334418,                 0,                 0,                 0,      0.1575851985,     0.08737303681,      0.6263193849,                 0,       4.532550229,    0.001143298092
