Point_ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Y_Plus
0,0.585523,0,1.44566,-65.3532,1.22197e-07,0,0,0,0,0,0,1,0,0,1,0.578263,-0.587709,-6.25368e-16,-0.0010982,0,0.0010982,1.13242,1.02305
1,0.589594,0,1.44974,-289.254,1.2182e-07,0,0,0,0,0,0,0.998654,0.000194975,0,0.998654,0.579896,-0.584442,0.000297281,-4.31512e-05,0,0.000300397,1.12777,0.386249
2,0.577355,0,1.41562,-315.335,1.21559e-07,0,0,0,0,0,0,0.997309,0.000390634,0,0.997309,0.566248,-0.611737,-0.000162597,2.35984e-05,0,0.0001643,1.12458,0.283275
3,0.57185,0,1.40019,-346.195,1.21433e-07,0,0,0,0,0,0,0.995963,0.000585561,0,0.995963,0.560077,-0.624079,-0.000184383,2.66482e-05,0,0.000186299,1.12303,0.300514
4,0.565783,0,1.38538,-323.75,1.21436e-07,0,0,0,0,0,0,0.994617,0.000779617,0,0.994618,0.554154,-0.635927,-0.000127868,1.84289e-05,0,0.000129189,1.12307,0.248912
5,0.556291,0,1.36324,-313.09,1.2151e-07,0,0,0,0,0,0,0.993272,0.000973484,0,0.993272,0.545297,-0.65364,-7.01467e-05,1.01071e-05,0,7.08711e-05,1.12397,0.182696
6,0.546425,0,1.34042,-286.192,1.21602e-07,0,0,0,0,0,0,0.991926,0.00116744,0,0.991926,0.536166,-0.671902,1.93312e-05,-2.78395e-06,0,1.95307e-05,1.12511,0.094981
7,0.534977,0,1.31332,-266.969,1.21671e-07,0,0,0,0,0,0,0.99058,0.00136111,0,0.990581,0.525326,-0.693582,0.000127858,-1.83759e-05,0,0.000129172,1.12595,0.241557
8,0.522583,0,1.28331,-247.333,1.21701e-07,0,0,0,0,0,0,0.989234,0.0015543,0,0.989235,0.513324,-0.717585,0.000266151,-3.81535e-05,0,0.000268872,1.12632,0.344359
9,0.50879,0,1.24929,-233.52,1.2169e-07,0,0,0,0,0,0,0.987888,0.001747,0,0.98789,0.499715,-0.744805,0.000432111,-6.17963e-05,0,0.000436508,1.12618,0.432978
10,0.493722,0,1.21164,-225.947,1.21641e-07,0,0,0,0,0,0,0.986542,0.00193928,0,0.986544,0.484655,-0.774925,0.000633045,-9.03503e-05,0,0.00063946,1.12558,0.516446
11,0.477414,0,1.17055,-229.134,1.21557e-07,0,0,0,0,0,0,0.985196,0.00213123,0,0.985198,0.46822,-0.807795,0.0008713,-0.000124174,0,0.000880104,1.12455,0.596197
12,0.46023,0,1.12705,-247.065,1.21446e-07,0,0,0,0,0,0,0.98385,0.00232296,0,0.983853,0.45082,-0.842595,0.00114944,-0.000163632,0,0.00116102,1.12319,0.672945
13,0.442938,0,1.08321,-278.833,1.2132e-07,0,0,0,0,0,0,0.982504,0.0025145,0,0.982507,0.433284,-0.877667,0.00146448,-0.000208206,0,0.00147921,1.12164,0.74595
14,0.427027,0,1.0428,-331.251,1.21189e-07,0,0,0,0,0,0,0.981157,0.00270573,0,0.981161,0.417121,-0.909992,0.00179403,-0.000254564,0,0.001812,1.12004,0.81152
15,0.413933,0,1.00945,-399.185,1.21064e-07,0,0,0,0,0,0,0.979811,0.00289654,0,0.979816,0.403779,-0.936677,0.00210461,-0.000297927,0,0.00212559,1.11851,0.866256
16,0.404355,0,0.984929,-468.137,1.20956e-07,0,0,0,0,0,0,0.978465,0.00308689,0,0.97847,0.393972,-0.956291,0.00236554,-0.000334122,0,0.00238902,1.11719,0.908487
17,0.398019,0,0.968623,-524.611,1.20874e-07,0,0,0,0,0,0,0.977119,0.00327687,0,0.977124,0.387449,-0.969336,0.00256122,-0.000361171,0,0.00258656,1.11618,0.938505
18,0.394183,0,0.958693,-564.148,1.20817e-07,0,0,0,0,0,0,0.975772,0.00346661,0,0.975778,0.383477,-0.97728,0.00269486,-0.000379621,0,0.00272147,1.11549,0.958465
19,0.392037,0,0.953115,-588.896,1.20783e-07,0,0,0,0,0,0,0.974426,0.0036562,0,0.974433,0.381246,-0.981742,0.00277961,-0.000391218,0,0.002807,1.11507,0.971036
20,0.390947,0,0.950268,-603.273,1.20764e-07,0,0,0,0,0,0,0.973079,0.00384561,0,0.973087,0.380107,-0.984019,0.00283045,-0.000397884,0,0.00285828,1.11484,0.978654
21,0.390451,0,0.948971,-611.161,1.20755e-07,0,0,0,0,0,0,0.971733,0.00403475,0,0.971741,0.379589,-0.985057,0.00285965,-0.000401287,0,0.00288767,1.11474,0.983119
22,0.390291,0,0.948557,-615.585,1.20753e-07,0,0,0,0,0,0,0.970386,0.00422352,0,0.970396,0.379423,-0.985389,0.00287646,-0.00040276,0,0.00290452,1.1147,0.985803
23,0.390342,0,0.948687,-618.004,1.20753e-07,0,0,0,0,0,0,0.96904,0.00441184,0,0.96905,0.379475,-0.985285,0.00288596,-0.000403154,0,0.00291399,1.11471,0.987467
24,0.39051,0,0.949122,-618.708,1.20756e-07,0,0,0,0,0,0,0.967693,0.00459975,0,0.967704,0.379649,-0.984937,0.00289005,-0.000402863,0,0.002918,1.11474,0.988337
25,0.390713,0,0.949653,-618.411,1.20759e-07,0,0,0,0,0,0,0.966346,0.00478729,0,0.966358,0.379861,-0.984512,0.00289118,-0.000402259,0,0.00291903,1.11479,0.988741
26,0.39089,0,0.950121,-618.034,1.20763e-07,0,0,0,0,0,0,0.965,0.0049745,0,0.965012,0.380048,-0.984138,0.00289173,-0.000401665,0,0.00291949,1.11483,0.989013
27,0.391034,0,0.950507,-618.29,1.20766e-07,0,0,0,0,0,0,0.963653,0.00516142,0,0.963667,0.380203,-0.983829,0.00289347,-0.000401291,0,0.00292117,1.11487,0.989452
28,0.391175,0,0.950883,-618.926,1.2077e-07,0,0,0,0,0,0,0.962306,0.00534807,0,0.962321,0.380353,-0.983528,0.0028961,-0.000401049,0,0.00292374,1.11491,0.990037
29,0.39134,0,0.951322,-619.809,1.20773e-07,0,0,0,0,0,0,0.960959,0.00553444,0,0.960975,0.380529,-0.983177,0.00289923,-0.000400875,0,0.00292682,1.11496,0.990737
30,0.391574,0,0.951933,-620.278,1.20777e-07,0,0,0,0,0,0,0.959612,0.00572054,0,0.959629,0.380773,-0.982688,0.00290129,-0.000400551,0,0.00292881,1.11501,0.991338
31,0.391829,0,0.952597,-619.771,1.20782e-07,0,0,0,0,0,0,0.958265,0.00590635,0,0.958283,0.381039,-0.982156,0.00290127,-0.000399932,0,0.00292871,1.11506,0.991608
32,0.392056,0,0.953193,-618.837,1.20786e-07,0,0,0,0,0,0,0.956918,0.00609189,0,0.956938,0.381277,-0.98168,0.00290031,-0.000399159,0,0.00292765,1.11511,0.991683
33,0.392224,0,0.953638,-618.243,1.20789e-07,0,0,0,0,0,0,0.955571,0.00627712,0,0.955592,0.381455,-0.981324,0.0029001,-0.000398455,0,0.00292735,1.11515,0.991814
34,0.392331,0,0.95393,-618.608,1.20792e-07,0,0,0,0,0,0,0.954224,0.00646204,0,0.954246,0.381572,-0.981091,0.00290202,-0.000398011,0,0.00292919,1.11519,0.992238
35,0.392431,0,0.954202,-619.561,1.20795e-07,0,0,0,0,0,0,0.952877,0.00664662,0,0.9529,0.381681,-0.980873,0.00290544,-0.000397738,0,0.00293254,1.11523,0.992907
36,0.392588,0,0.954619,-620.618,1.20798e-07,0,0,0,0,0,0,0.95153,0.00683087,0,0.951554,0.381848,-0.980539,0.0029091,-0.000397482,0,0.00293613,1.11526,0.993689
37,0.392777,0,0.955117,-621.292,1.20802e-07,0,0,0,0,0,0,0.950183,0.00701476,0,0.950209,0.382047,-0.980141,0.00291191,-0.00039712,0,0.00293887,1.11531,0.994361
38,0.393011,0,0.955726,-621.658,1.20806e-07,0,0,0,0,0,0,0.948835,0.00719833,0,0.948863,0.382291,-0.979653,0.00291379,-0.000396654,0,0.00294067,1.11536,0.994927
39,0.393282,0,0.956431,-621.222,1.2081e-07,0,0,0,0,0,0,0.947488,0.00738157,0,0.947517,0.382572,-0.97909,0.00291393,-0.000395974,0,0.00294071,1.11541,0.995241
40,0.393511,0,0.957031,-620.576,1.20815e-07,0,0,0,0,0,0,0.946141,0.0075645,0,0.946171,0.382812,-0.97861,0.00291353,-0.000395245,0,0.00294022,1.11546,0.995414
41,0.393701,0,0.957534,-620.461,1.20818e-07,0,0,0,0,0,0,0.944793,0.00774713,0,0.944825,0.383014,-0.978207,0.00291419,-0.000394682,0,0.0029408,1.11551,0.995722
42,0.393881,0,0.95801,-620.627,1.20822e-07,0,0,0,0,0,0,0.943446,0.00792947,0,0.943479,0.383204,-0.977826,0.00291557,-0.000394232,0,0.0029421,1.11555,0.99614
43,0.394056,0,0.958473,-620.893,1.20826e-07,0,0,0,0,0,0,0.942099,0.00811152,0,0.942134,0.383389,-0.977456,0.00291719,-0.000393829,0,0.00294365,1.1156,0.996594
44,0.394254,0,0.958995,-621.057,1.20829e-07,0,0,0,0,0,0,0.940751,0.0082933,0,0.940788,0.383598,-0.977038,0.00291859,-0.000393411,0,0.00294499,1.11564,0.99704
45,0.394452,0,0.959516,-620.6,1.20833e-07,0,0,0,0,0,0,0.939404,0.0084748,0,0.939442,0.383806,-0.976621,0.00291884,-0.000392851,0,0.00294516,1.11569,0.997289
46,0.394601,0,0.959913,-620.685,1.20836e-07,0,0,0,0,0,0,0.938056,0.00865603,0,0.938096,0.383965,-0.976304,0.00292012,-0.000392438,0,0.00294637,1.11573,0.997653
47,0.39475,0,0.960309,-621.007,1.2084e-07,0,0,0,0,0,0,0.936708,0.00883701,0,0.93675,0.384124,-0.975987,0.00292202,-0.000392097,0,0.00294821,1.11577,0.998126
48,0.394896,0,0.960699,-621.47,1.20843e-07,0,0,0,0,0,0,0.935361,0.0090177,0,0.935404,0.38428,-0.975675,0.00292432,-0.000391774,0,0.00295045,1.11581,0.998661
49,0.395054,0,0.961121,-622.125,1.20847e-07,0,0,0,0,0,0,0.934013,0.0091981,0,0.934058,0.384448,-0.975337,0.00292699,-0.000391463,0,0.00295305,1.11585,0.999273
50,0.395252,0,0.961645,-622.784,1.2085e-07,0,0,0,0,0,0,0.932665,0.00937819,0,0.932713,0.384658,-0.974918,0.00292952,-0.000391095,0,0.00295551,1.1159,0.999908
51,0.3955,0,0.962293,-622.894,1.20855e-07,0,0,0,0,0,0,0.931318,0.00955795,0,0.931367,0.384917,-0.9744,0.00293074,-0.000390514,0,0.00295664,1.11595,1.00038
52,0.395759,0,0.962969,-621.88,1.20859e-07,0,0,0,0,0,0,0.92997,0.00973737,0,0.930021,0.385187,-0.973859,0.00292971,-0.000389611,0,0.0029555,1.116,1.00048
53,0.395943,0,0.963455,-621.12,1.20863e-07,0,0,0,0,0,0,0.928622,0.00991644,0,0.928675,0.385382,-0.97347,0.00292911,-0.000388777,0,0.0029548,1.11605,1.00056
54,0.396069,0,0.963795,-621.413,1.20866e-07,0,0,0,0,0,0,0.927274,0.0100952,0,0.927329,0.385518,-0.973198,0.00293075,-0.000388275,0,0.00295636,1.11609,1.00096
55,0.396202,0,0.964152,-622.096,1.20869e-07,0,0,0,0,0,0,0.925926,0.0102736,0,0.925983,0.385661,-0.972913,0.00293344,-0.000387949,0,0.00295898,1.11613,1.00154
56,0.396365,0,0.964585,-622.792,1.20872e-07,0,0,0,0,0,0,0.924578,0.0104517,0,0.924637,0.385834,-0.972567,0.00293621,-0.000387671,0,0.00296169,1.11617,1.00218
57,0.396562,0,0.965104,-623.228,1.20876e-07,0,0,0,0,0,0,0.92323,0.0106295,0,0.923291,0.386041,-0.972151,0.00293835,-0.000387346,0,0.00296377,1.11622,1.00275
58,0.39678,0,0.965676,-623.365,1.2088e-07,0,0,0,0,0,0,0.921882,0.0108071,0,0.921945,0.38627,-0.971693,0.00293973,-0.000386952,0,0.00296509,1.11626,1.00321
59,0.397,0,0.966257,-623.255,1.20884e-07,0,0,0,0,0,0,0.920534,0.0109844,0,0.920599,0.386503,-0.971229,0.0029404,-0.000386471,0,0.00296569,1.11632,1.00356
60,0.397233,0,0.96687,-622.802,1.20889e-07,0,0,0,0,0,0,0.919186,0.0111615,0,0.919254,0.386748,-0.970739,0.00294024,-0.000385868,0,0.00296545,1.11637,1.00378
61,0.397449,0,0.967441,-621.671,1.20893e-07,0,0,0,0,0,0,0.917838,0.0113383,0,0.917908,0.386977,-0.970281,0.00293885,-0.000385091,0,0.00296397,1.11642,1.00376
62,0.397579,0,0.967791,-620.911,1.20896e-07,0,0,0,0,0,0,0.916489,0.0115148,0,0.916562,0.387117,-0.970001,0.00293839,-0.000384423,0,0.00296343,1.11646,1.00381
63,0.397629,0,0.96794,-621.624,1.20899e-07,0,0,0,0,0,0,0.915141,0.0116911,0,0.915216,0.387176,-0.969882,0.00294113,-0.000384158,0,0.00296611,1.11649,1.0043
64,0.397692,0,0.968124,-623.261,1.20902e-07,0,0,0,0,0,0,0.913793,0.011867,0,0.91387,0.387249,-0.969735,0.00294598,-0.000384157,0,0.00297092,1.11653,1.00517
65,0.397862,0,0.968575,-624.606,1.20905e-07,0,0,0,0,0,0,0.912445,0.0120427,0,0.912524,0.38743,-0.969374,0.00295004,-0.000384045,0,0.00297493,1.11657,1.00604
66,0.398123,0,0.969251,-624.175,1.20909e-07,0,0,0,0,0,0,0.911096,0.0122181,0,0.911178,0.3877,-0.968834,0.00295037,-0.000383454,0,0.00297518,1.11662,1.00638
67,0.398331,0,0.969799,-622.773,1.20913e-07,0,0,0,0,0,0,0.909748,0.0123932,0,0.909832,0.38792,-0.968395,0.00294875,-0.00038262,0,0.00297347,1.11666,1.00632
68,0.398422,0,0.970051,-622.716,1.20916e-07,0,0,0,0,0,0,0.9084,0.012568,0,0.908487,0.388021,-0.968193,0.00294978,-0.00038214,0,0.00297443,1.1167,1.00657
69,0.398495,0,0.970259,-624.003,1.20919e-07,0,0,0,0,0,0,0.907051,0.0127425,0,0.907141,0.388104,-0.968027,0.00295381,-0.000382056,0,0.00297841,1.11673,1.00731
70,0.398653,0,0.970679,-625.416,1.20922e-07,0,0,0,0,0,0,0.905703,0.0129168,0,0.905795,0.388272,-0.967691,0.00295807,-0.000382011,0,0.00298263,1.11678,1.0082
71,0.398896,0,0.97131,-625.667,1.20926e-07,0,0,0,0,0,0,0.904354,0.0130908,0,0.904449,0.388524,-0.967186,0.00295985,-0.00038165,0,0.00298435,1.11682,1.00877
72,0.399139,0,0.971947,-624.572,1.2093e-07,0,0,0,0,0,0,0.903006,0.0132646,0,0.903103,0.388779,-0.966677,0.00295885,-0.000380921,0,0.00298327,1.11687,1.00886
73,0.399309,0,0.972398,-624.029,1.20934e-07,0,0,0,0,0,0,0.901657,0.0134381,0,0.901757,0.388959,-0.966316,0.00295876,-0.000380286,0,0.0029831,1.11692,1.00901
74,0.399436,0,0.972743,-624.501,1.20937e-07,0,0,0,0,0,0,0.900308,0.0136113,0,0.900411,0.389097,-0.966039,0.00296082,-0.000379902,0,0.00298509,1.11696,1.00948
75,0.399599,0,0.973179,-625.221,1.2094e-07,0,0,0,0,0,0,0.89896,0.0137842,0,0.899065,0.389272,-0.965691,0.00296353,-0.000379575,0,0.00298774,1.117,1.01011
76,0.399799,0,0.973706,-625.465,1.20944e-07,0,0,0,0,0,0,0.897611,0.0139567,0,0.89772,0.389482,-0.96527,0.00296532,-0.000379103,0,0.00298945,1.11705,1.01062
77,0.400003,0,0.974247,-625.052,1.20948e-07,0,0,0,0,0,0,0.896262,0.014129,0,0.896374,0.389699,-0.964837,0.00296572,-0.000378428,0,0.00298976,1.1171,1.01089
