Point_ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Y_Plus
0,0.869473,0,2.4922,-117.483,1.22211e-07,0,0,0,0,0,0,1,0,0,1,0.996881,-0.0308569,-5.12936e-16,-0.000900815,0,0.000900815,1.13259,1.12896
1,0.870204,0,2.49587,41.6135,1.22269e-07,0,0,0,0,0,0,0.998654,0.000194975,0,0.998654,0.998349,-0.027921,0.00069162,-0.00010039,0,0.000698868,1.13331,0.7131
2,0.872184,0,2.50273,19.3926,1.22313e-07,0,0,0,0,0,0,0.997309,0.000390634,0,0.997309,1.00109,-0.0224346,0.000366785,-5.32331e-05,0,0.000370627,1.13384,0.519704
3,0.872181,0,2.50337,10.2118,1.22337e-07,0,0,0,0,0,0,0.995963,0.000585561,0,0.995963,1.00135,-0.0219207,0.00012652,-1.82854e-05,0,0.000127834,1.13414,0.305158
4,0.871937,0,2.50294,4.05366,1.22347e-07,0,0,0,0,0,0,0.994617,0.000779617,0,0.994618,1.00118,-0.0222684,-2.46588e-05,3.55393e-06,0,2.49136e-05,1.13426,0.134686
5,0.87168,0,2.50226,0.74088,1.22349e-07,0,0,0,0,0,0,0.993272,0.000973484,0,0.993272,1.00091,-0.0228078,-0.000117778,1.69701e-05,0,0.000118994,1.13429,0.294304
6,0.871125,0,2.50064,-0.83435,1.22348e-07,0,0,0,0,0,0,0.991926,0.00116744,0,0.991926,1.00025,-0.0241096,-0.000179485,2.58483e-05,0,0.000181337,1.13427,0.363198
7,0.870528,0,2.49885,-1.62541,1.22345e-07,0,0,0,0,0,0,0.99058,0.00136111,0,0.990581,0.999541,-0.0255373,-0.000223562,3.21305e-05,0,0.000225859,1.13424,0.405209
8,0.869836,0,2.49678,-2.14788,1.22342e-07,0,0,0,0,0,0,0.989234,0.0015543,0,0.989235,0.998712,-0.0271963,-0.000258133,3.70041e-05,0,0.000260772,1.1342,0.43524
9,0.869098,0,2.49457,-2.57683,1.22338e-07,0,0,0,0,0,0,0.987888,0.001747,0,0.98789,0.997826,-0.0289665,-0.000286432,4.09627e-05,0,0.000289346,1.13416,0.458285
