Eddy_Viscosity,Mach,Nu_Tilde,Points_0,Points_1,Points_2,Pressure_Coefficient
0,0,0,1,0,0,0.238738
0,0,0,0.992739,0.00151925,0,0.210434
0,0,0,0.985523,0.00298981,0,0.180202
0,0,0,0.978353,0.00442412,0,0.160051
0,0,0,0.971231,0.0058254,0,0.140762
0,0,0,0.964156,0.00719657,0,0.120866
0,0,0,0.957129,0.00853886,0,0.102539
0,0,0,0.950149,0.00985441,0,0.0847128
0,0,0,0.943216,0.0111454,0,0.0675987
0,0,0,0.936331,0.0124123,0,0.0510642
0,0,0,0.929492,0.0136555,0,0.0351449
0,0,0,0.9227,0.0148758,0,0.0197809
0,0,0,0.915955,0.0160741,0,0.004901
0,0,0,0.909257,0.0172512,0,-0.00953936
0,0,0,0.902604,0.0184074,0,-0.0235294
0,0,0,0.895997,0.0195429,0,-0.0370941
0,0,0,0.889435,0.0206585,0,-0.0503017
0,0,0,0.882919,0.0217549,0,-0.0632168
0,0,0,0.876448,0.0228325,0,-0.0758452
0,0,0,0.870022,0.0238914,0,-0.0881851
0,0,0,0.86364,0.0249318,0,-0.10025
0,0,0,0.857303,0.0259541,0,-0.112087
0,0,0,0.851009,0.0269588,0,-0.123731
0,0,0,0.844759,0.0279463,0,-0.135208
0,0,0,0.838553,0.0289166,0,-0.146533
0,0,0,0.832389,0.0298701,0,-0.157721
0,0,0,0.826269,0.0308068,0,-0.168767
0,0,0,0.82019,0.0317268,0,-0.179662
0,0,0,0.814155,0.0326299,0,-0.190392
0,0,0,0.80816,0.0335165,0,-0.200974
0,0,0,0.802208,0.0343865,0,-0.211419
0,0,0,0.796297,0.0352404,0,-0.22175
0,0,0,0.790427,0.0360781,0,-0.231967
0,0,0,0.784597,0.0368999,0,-0.242064
0,0,0,0.778808,0.0377056,0,-0.252023
0,0,0,0.77306,0.0384955,0,-0.261842
0,0,0,0.767351,0.0392698,0,-0.271538
0,0,0,0.761682,0.0400286,0,-0.281134
0,0,0,0.756052,0.0407722,0,-0.290654
0,0,0,0.750462,0.0415009,0,-0.300102
0,0,0,0.74491,0.0422147,0,-0.309467
0,0,0,0.739397,0.0429137,0,-0.318736
0,0,0,0.733922,0.0435979,0,-0.327894
0,0,0,0.728485,0.0442674,0,-0.336944
0,0,0,0.723086,0.0449225,0,-0.345897
0,0,0,0.717725,0.0455634,0,-0.354762
0,0,0,0.712401,0.0461902,0,-0.363548
0,0,0,0.707114,0.0468031,0,-0.372268
0,0,0,0.701864,0.0474024,0,-0.380933
0,0,0,0.696651,0.0479881,0,-0.38955
0,0,0,0.691474,0.0485606,0,-0.398126
0,0,0,0.686333,0.0491198,0,-0.406669
0,0,0,0.681227,0.0496661,0,-0.415176
0,0,0,0.676158,0.0501994,0,-0.423646
0,0,0,0.671124,0.0507198,0,-0.43208
0,0,0,0.666124,0.0512276,0,-0.440474
0,0,0,0.66116,0.0517227,0,-0.448837
0,0,0,0.656231,0.0522054,0,-0.457173
0,0,0,0.651335,0.0526758,0,-0.465499
0,0,0,0.646474,0.053134,0,-0.473828
0,0,0,0.641647,0.0535801,0,-0.482168
0,0,0,0.636854,0.0540142,0,-0.490501
0,0,0,0.632094,0.0544364,0,-0.498815
0,0,0,0.627367,0.0548466,0,-0.507095
0,0,0,0.622674,0.055245,0,-0.515332
0,0,0,0.618013,0.0556315,0,-0.523519
0,0,0,0.613385,0.0560062,0,-0.531653
0,0,0,0.608789,0.0563692,0,-0.539727
0,0,0,0.604225,0.0567205,0,-0.547728
0,0,0,0.599693,0.0570602,0,-0.555634
0,0,0,0.595193,0.0573884,0,-0.563429
0,0,0,0.590724,0.057705,0,-0.571107
0,0,0,0.586286,0.0580102,0,-0.578675
0,0,0,0.58188,0.058304,0,-0.586119
0,0,0,0.577504,0.0585865,0,-0.593393
0,0,0,0.573159,0.0588577,0,-0.600424
0,0,0,0.568844,0.0591177,0,-0.607165
0,0,0,0.564559,0.0593668,0,-0.613581
0,0,0,0.560305,0.0596051,0,-0.619625
0,0,0,0.55608,0.0598328,0,-0.625254
0,0,0,0.551885,0.0600501,0,-0.630436
0,0,0,0.547719,0.0602572,0,-0.635148
0,0,0,0.543582,0.0604544,0,-0.639403
0,0,0,0.539475,0.0606418,0,-0.643211
0,0,0,0.535396,0.0608197,0,-0.646581
0,0,0,0.531346,0.0609883,0,-0.649501
0,0,0,0.527324,0.0611479,0,-0.651943
0,0,0,0.523331,0.0612986,0,-0.653866
0,0,0,0.519366,0.0614408,0,-0.655245
0,0,0,0.515429,0.0615746,0,-0.656076
0,0,0,0.511519,0.0617002,0,-0.656407
0,0,0,0.507637,0.0618179,0,-0.656331
0,0,0,0.503782,0.0619278,0,-0.655992
0,0,0,0.499954,0.0620302,0,-0.655564
0,0,0,0.496154,0.0621252,0,-0.655258
0,0,0,0.49238,0.0622132,0,-0.65529
0,0,0,0.488632,0.0622942,0,-0.655867
0,0,0,0.484912,0.0623685,0,-0.657134
0,0,0,0.481217,0.0624362,0,-0.659136
0,0,0,0.477548,0.0624977,0,-0.661793
0,0,0,0.473905,0.062553,0,-0.664947
0,0,0,0.470288,0.0626024,0,-0.668409
0,0,0,0.466697,0.0626459,0,-0.67198
0,0,0,0.46313,0.0626839,0,-0.675461
0,0,0,0.459589,0.0627164,0,-0.678679
0,0,0,0.456073,0.0627435,0,-0.681505
0,0,0,0.452581,0.0627656,0,-0.683863
0,0,0,0.449115,0.0627826,0,-0.685724
0,0,0,0.445672,0.0627948,0,-0.687074
0,0,0,0.442254,0.0628023,0,-0.687914
0,0,0,0.43886,0.0628052,0,-0.688245
0,0,0,0.43549,0.0628037,0,-0.688097
0,0,0,0.432143,0.0627979,0,-0.687513
0,0,0,0.42882,0.0627879,0,-0.686562
0,0,0,0.425521,0.0627738,0,-0.685302
0,0,0,0.422244,0.0627558,0,-0.683778
0,0,0,0.418991,0.0627339,0,-0.682007
0,0,0,0.415761,0.0627083,0,-0.680012
0,0,0,0.412553,0.0626791,0,-0.677824
0,0,0,0.409368,0.0626462,0,-0.675493
0,0,0,0.406205,0.0626099,0,-0.673068
0,0,0,0.403064,0.0625701,0,-0.670599
0,0,0,0.399946,0.0625271,0,-0.668116
0,0,0,0.396849,0.0624807,0,-0.665645
0,0,0,0.393774,0.0624312,0,-0.663208
0,0,0,0.390721,0.0623785,0,-0.660843
0,0,0,0.387689,0.0623228,0,-0.658588
0,0,0,0.384678,0.062264,0,-0.656479
0,0,0,0.381689,0.0622023,0,-0.654532
0,0,0,0.37872,0.0621377,0,-0.652756
0,0,0,0.375772,0.0620703,0,-0.651145
0,0,0,0.372845,0.062,0,-0.649683
0,0,0,0.369938,0.0619271,0,-0.648352
0,0,0,0.367052,0.0618515,0,-0.647133
0,0,0,0.364185,0.0617733,0,-0.646021
0,0,0,0.361339,0.0616925,0,-0.645004
0,0,0,0.358513,0.0616092,0,-0.644072
0,0,0,0.355706,0.0615235,0,-0.643203
0,0,0,0.352919,0.0614354,0,-0.642377
0,0,0,0.350151,0.0613449,0,-0.64157
0,0,0,0.347403,0.0612522,0,-0.640776
0,0,0,0.344674,0.0611572,0,-0.639989
0,0,0,0.341963,0.06106,0,-0.63921
0,0,0,0.339272,0.0609606,0,-0.638434
0,0,0,0.336599,0.0608592,0,-0.637647
0,0,0,0.333945,0.0607556,0,-0.636831
0,0,0,0.33131,0.0606501,0,-0.63598
0,0,0,0.328692,0.0605425,0,-0.635099
0,0,0,0.326093,0.060433,0,-0.634194
0,0,0,0.323512,0.0603216,0,-0.633262
0,0,0,0.320949,0.0602084,0,-0.632289
0,0,0,0.318403,0.0600934,0,-0.631265
0,0,0,0.315875,0.0599766,0,-0.630202
0,0,0,0.313365,0.059858,0,-0.629108
0,0,0,0.310871,0.0597378,0,-0.62799
0,0,0,0.308396,0.059616,0,-0.626848
0,0,0,0.305937,0.0594925,0,-0.625688
0,0,0,0.303495,0.0593675,0,-0.624513
0,0,0,0.30107,0.0592409,0,-0.623332
0,0,0,0.298661,0.0591129,0,-0.622148
0,0,0,0.29627,0.0589834,0,-0.620967
0,0,0,0.293894,0.0588525,0,-0.619789
0,0,0,0.291535,0.0587202,0,-0.618623
