Eddy_Viscosity,Mach,Nu_Tilde,Points_0,Points_1,Points_2,Pressure_Coefficient
0,0,0,1,0,0,0.248113
0,0,0,0.992739,0.00151925,0,0.215224
0,0,0,0.985523,0.00298981,0,0.185114
0,0,0,0.978353,0.00442412,0,0.163073
0,0,0,0.971231,0.0058254,0,0.14263
0,0,0,0.964156,0.00719657,0,0.12222
0,0,0,0.957129,0.00853886,0,0.103503
0,0,0,0.950149,0.00985441,0,0.0855632
0,0,0,0.943216,0.0111454,0,0.068437
0,0,0,0.936331,0.0124123,0,0.0520523
0,0,0,0.929492,0.0136555,0,0.0363733
0,0,0,0.9227,0.0148758,0,0.0213489
0,0,0,0.915955,0.0160741,0,0.00686891
0,0,0,0.909257,0.0172512,0,-0.00711387
0,0,0,0.902604,0.0184074,0,-0.0206021
0,0,0,0.895997,0.0195429,0,-0.0336234
0,0,0,0.889435,0.0206585,0,-0.0462596
0,0,0,0.882919,0.0217549,0,-0.0585816
0,0,0,0.876448,0.0228325,0,-0.0705994
0,0,0,0.870022,0.0238914,0,-0.0823101
0,0,0,0.86364,0.0249318,0,-0.0937298
0,0,0,0.857303,0.0259541,0,-0.104909
0,0,0,0.851009,0.0269588,0,-0.115886
0,0,0,0.844759,0.0279463,0,-0.126688
0,0,0,0.838553,0.0289166,0,-0.137332
0,0,0,0.832389,0.0298701,0,-0.147833
0,0,0,0.826269,0.0308068,0,-0.158184
0,0,0,0.82019,0.0317268,0,-0.168376
0,0,0,0.814155,0.0326299,0,-0.178393
0,0,0,0.80816,0.0335165,0,-0.188252
0,0,0,0.802208,0.0343865,0,-0.197965
0,0,0,0.796297,0.0352404,0,-0.207557
0,0,0,0.790427,0.0360781,0,-0.217026
0,0,0,0.784597,0.0368999,0,-0.226365
0,0,0,0.778808,0.0377056,0,-0.235556
0,0,0,0.77306,0.0384955,0,-0.244596
0,0,0,0.767351,0.0392698,0,-0.253501
0,0,0,0.761682,0.0400286,0,-0.262296
0,0,0,0.756052,0.0407722,0,-0.271005
0,0,0,0.750462,0.0415009,0,-0.279633
0,0,0,0.74491,0.0422147,0,-0.288168
0,0,0,0.739397,0.0429137,0,-0.296593
0,0,0,0.733922,0.0435979,0,-0.304895
0,0,0,0.728485,0.0442674,0,-0.313074
0,0,0,0.723086,0.0449225,0,-0.321142
0,0,0,0.717725,0.0455634,0,-0.329108
0,0,0,0.712401,0.0461902,0,-0.336981
0,0,0,0.707114,0.0468031,0,-0.344772
0,0,0,0.701864,0.0474024,0,-0.352492
0,0,0,0.696651,0.0479881,0,-0.360146
0,0,0,0.691474,0.0485606,0,-0.367742
0,0,0,0.686333,0.0491198,0,-0.375288
0,0,0,0.681227,0.0496661,0,-0.382779
0,0,0,0.676158,0.0501994,0,-0.390213
0,0,0,0.671124,0.0507198,0,-0.397589
0,0,0,0.666124,0.0512276,0,-0.404902
0,0,0,0.66116,0.0517227,0,-0.412159
0,0,0,0.656231,0.0522054,0,-0.419363
0,0,0,0.651335,0.0526758,0,-0.426526
0,0,0,0.646474,0.053134,0,-0.433662
0,0,0,0.641647,0.0535801,0,-0.440777
0,0,0,0.636854,0.0540142,0,-0.447854
0,0,0,0.632094,0.0544364,0,-0.454877
0,0,0,0.627367,0.0548466,0,-0.461829
0,0,0,0.622674,0.055245,0,-0.468701
0,0,0,0.618013,0.0556315,0,-0.475478
0,0,0,0.613385,0.0560062,0,-0.482151
0,0,0,0.608789,0.0563692,0,-0.488709
0,0,0,0.604225,0.0567205,0,-0.495139
0,0,0,0.599693,0.0570602,0,-0.501419
0,0,0,0.595193,0.0573884,0,-0.50753
0,0,0,0.590724,0.057705,0,-0.513449
0,0,0,0.586286,0.0580102,0,-0.519164
0,0,0,0.58188,0.058304,0,-0.524649
0,0,0,0.577504,0.0585865,0,-0.529861
0,0,0,0.573159,0.0588577,0,-0.534745
0,0,0,0.568844,0.0591177,0,-0.539289
0,0,0,0.564559,0.0593668,0,-0.543505
0,0,0,0.560305,0.0596051,0,-0.547399
0,0,0,0.55608,0.0598328,0,-0.550977
0,0,0,0.551885,0.0600501,0,-0.554241
0,0,0,0.547719,0.0602572,0,-0.557184
0,0,0,0.543582,0.0604544,0,-0.559822
0,0,0,0.539475,0.0606418,0,-0.562169
0,0,0,0.535396,0.0608197,0,-0.564243
0,0,0,0.531346,0.0609883,0,-0.566054
0,0,0,0.527324,0.0611479,0,-0.567616
0,0,0,0.523331,0.0612986,0,-0.568932
0,0,0,0.519366,0.0614408,0,-0.570015
0,0,0,0.515429,0.0615746,0,-0.57087
0,0,0,0.511519,0.0617002,0,-0.57151
0,0,0,0.507637,0.0618179,0,-0.571942
0,0,0,0.503782,0.0619278,0,-0.572178
0,0,0,0.499954,0.0620302,0,-0.572222
0,0,0,0.496154,0.0621252,0,-0.572093
0,0,0,0.49238,0.0622132,0,-0.571802
0,0,0,0.488632,0.0622942,0,-0.571371
0,0,0,0.484912,0.0623685,0,-0.570811
0,0,0,0.481217,0.0624362,0,-0.570134
0,0,0,0.477548,0.0624977,0,-0.569339
0,0,0,0.473905,0.062553,0,-0.568429
0,0,0,0.470288,0.0626024,0,-0.567415
0,0,0,0.466697,0.0626459,0,-0.566318
0,0,0,0.46313,0.0626839,0,-0.565148
0,0,0,0.459589,0.0627164,0,-0.563917
0,0,0,0.456073,0.0627435,0,-0.562628
0,0,0,0.452581,0.0627656,0,-0.561289
0,0,0,0.449115,0.0627826,0,-0.55991
0,0,0,0.445672,0.0627948,0,-0.558499
