"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -4.379322516,      -15.40798202,      -15.67679918,      -3.685205014,      -16.62720925,       1.284647295,      0.4654280562,      0.2524040318,                 0,                 0,                 0,     0.07679990717,      0.4551126773,      0.2705614934,                 0,      0.5423051499,    0.001229568367
          0,           0,          10,      -4.164696788,      -3.893516981,      -4.207669363,      -3.413851913,      -10.45706018,       1.251165775,      0.1420217523,      0.2060507408,                 0,                 0,                 0,     0.02909823822,      0.1337858344,      0.2114909842,                 0,       1.450839308,    0.001317507976
          0,           0,          20,      -4.378952014,       -3.96950587,      -4.277535102,      -3.598190146,      -10.45693335,       1.016612155,     0.03961363519,      0.3565872904,                 0,                 0,                 0,     0.03886503914,     0.02552108312,      0.3578720583,                 0,       9.001630089,    0.001518398197
          0,           0,          30,      -4.835531024,      -4.609944043,      -4.833337537,      -4.120226677,      -10.45693949,       1.128907507,     0.03693994846,      0.4466004133,                 0,                 0,                 0,      0.0105241802,     0.01929987936,      0.4477097314,                 0,       12.08990353,    0.001518398197
          0,           0,          40,      -5.105904933,      -5.127298914,      -5.272564746,      -4.396957021,      -10.45689106,       1.049222323,     0.03388878396,      0.4156215598,                 0,                 0,                 0,    -0.01070077288,     0.01747271488,       0.416634654,                 0,       12.26428072,    0.001518398197
          0,           0,          50,      -5.230200728,      -5.279356582,      -5.438027086,      -4.520736795,      -10.44493911,      0.7787336723,     0.02208906898,      0.4115268253,                 0,                 0,                 0,    0.001712577026,    0.005843650712,       0.412077792,                 0,       18.63033819,    0.002853749186
          0,           0,          60,      -5.394651988,      -5.457064025,      -5.596871214,      -4.684291103,      -9.700931941,      0.6252986019,     0.02060107275,      0.4177388283,                 0,                 0,                 0,   -0.001649673222,    0.004111846439,      0.4182262851,                 0,       20.27752794,    0.002853749186
          0,           0,          70,      -5.424985159,      -5.539730984,      -5.682300592,      -4.719766911,      -8.287602947,      0.5552082856,     0.02146386084,       0.407223426,                 0,                 0,                 0,    -0.01199868659,    0.005388630046,      0.4077530854,                 0,        18.9725152,    0.002853749186
          0,           0,          80,      -5.511754228,      -5.651990223,      -5.726320399,      -4.804176326,      -7.633442485,      0.4317664302,     0.01853029715,      0.3825660484,                 0,                 0,                 0,    -0.01616719474,    0.003429692461,      0.3829992044,                 0,       20.64543517,     0.01102525129
          0,           0,          90,      -5.655197618,      -5.587634705,      -5.849086319,      -4.941446675,      -7.642756181,      0.3635850761,     0.01582079672,      0.3679124499,                 0,                 0,                 0,     -0.0187682858,    0.001300152706,      0.3682501568,                 0,       23.25498876,     0.01265955171
          0,           0,         100,      -5.562983202,      -5.610270261,      -5.864907878,      -4.853091395,       -7.90279662,      0.2738556669,     0.01652414923,      0.3782322697,                 0,                 0,                 0,    -0.01256399794,    0.001596004152,      0.3785896857,                 0,       22.88966677,     0.02164820404
          0,           0,         110,      -5.617793849,      -5.696777367,      -5.866447337,      -4.905056327,      -8.049074435,      0.1986756455,     0.01840703832,      0.4020643252,                 0,                 0,                 0,   -0.002854515127,    0.002537630297,      0.4024774542,                 0,       21.84296671,     0.02900255597
          0,           0,         120,      -5.856970608,      -5.793939819,      -6.074180972,      -5.140803477,      -8.101505669,      0.1801827804,      0.0192338004,      0.4139254443,                 0,                 0,                 0,   -0.001201957676,    0.002896015395,        0.41436195,                 0,       21.52073099,         0.0469329
