"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -4.691323118,      -15.39044727,      -15.60012994,      -3.974969886,      -16.89459758,       1.171988334,      0.8162477182,      0.2071434045,                 0,                 0,                 0,     0.09303949092,      0.8072352551,      0.2398749056,                 0,      0.2537751713,   0.0005508791226
           1,      -4.939575834,      -4.516615196,      -4.883499504,      -4.202362203,      -10.49096768,       3.421936939,      0.7361495783,       0.280372972,                 0,                 0,                 0,      0.1097801281,      0.7242506005,      0.3098165146,                 0,      0.3808641345,   0.0006087041783
           2,      -5.178770521,      -4.670879534,      -5.117463868,      -4.401500641,      -10.49090983,       4.877133438,      0.6154493763,      0.2390831867,                 0,                 0,                 0,     0.09160799146,      0.6053127161,      0.2636953178,                 0,      0.3884692973,   0.0006087041783
           3,      -5.002793211,      -4.686241855,       -4.84775027,      -4.249152522,       -10.4908348,       4.292687103,      0.5116769716,      0.2215554986,                 0,                 0,                 0,     0.08296926768,      0.5023311136,      0.2419992035,                 0,      0.4329987687,   0.0006087041783
           4,      -4.778684723,       -4.55538585,      -4.612830321,      -4.039545861,      -10.49079166,       3.670041475,      0.4097589336,      0.2230836779,                 0,                 0,                 0,      0.0841127652,      0.4004343016,      0.2394182137,                 0,      0.5444266363,   0.0006087041783
           5,      -4.593296559,      -4.413023898,       -4.44027521,      -3.861461069,      -10.49078839,       2.988552948,      0.3271278717,      0.2355146423,                 0,                 0,                 0,     0.09045963697,      0.3173693431,      0.2485085336,                 0,      0.7199467322,   0.0006087041783
           6,      -4.452144509,      -4.317514159,      -4.332329609,      -3.724542252,      -10.49081101,       2.292452121,      0.2649336212,      0.2578105066,                 0,                 0,                 0,     0.09941262787,      0.2543269719,      0.2682794669,                 0,      0.9731135875,   0.0006087041783
           7,      -4.361076392,      -4.265347984,      -4.284365743,      -3.631575112,      -10.49084435,       1.956962578,      0.2213279355,      0.2881728864,                 0,                 0,                 0,       0.109562296,      0.2095329296,      0.2968595946,                 0,       1.302017686,   0.0006087041783
           8,      -4.318444625,      -4.204394891,       -4.28444016,      -3.579427816,      -10.49087752,       1.954601471,      0.1919981372,      0.3233763582,                 0,                 0,                 0,      0.1200021437,      0.1788080478,       0.330852287,                 0,       1.684268206,   0.0006087041783
           9,       -4.31416906,      -4.122338041,      -4.316367414,      -3.558598352,      -10.49090396,       1.918140811,      0.1714680156,       0.360376641,                 0,                 0,                 0,      0.1300943185,      0.1568032692,      0.3669950116,                 0,       2.101713487,   0.0006087041783
          10,      -4.335719754,      -4.056714291,      -4.352500884,      -3.563247443,      -10.49092026,       1.869119433,      0.1550153717,      0.3970847968,                 0,                 0,                 0,      0.1392737213,      0.1388844295,      0.4030101941,                 0,        2.56158336,   0.0006087041783
          11,      -4.356701664,      -4.032561425,      -4.364959563,      -3.582271426,      -10.49092559,       1.799939739,      0.1397119076,      0.4319650645,                 0,                 0,                 0,      0.1469847897,      0.1221875108,       0.437245293,                 0,       3.091827118,   0.0006087041783
          12,      -4.344957701,      -4.053858434,      -4.341334747,      -3.590915604,      -10.49092246,       1.700268539,       0.124481695,      0.4639383766,                 0,                 0,                 0,      0.1528609974,      0.1056809525,      0.4685787511,                 0,        3.72696063,   0.0006087041783
          13,      -4.308384809,        -4.1065805,      -4.295756848,      -3.572859341,       -10.4909132,        1.58782614,        0.10940694,      0.4934017002,                 0,                 0,                 0,      0.1570924679,     0.08943089341,      0.4974105263,                 0,       4.509784299,   0.0006087041783
          14,      -4.279802238,      -4.152863104,      -4.257229858,      -3.544637954,      -10.49089965,       1.512022693,     0.09492936543,      0.5217110739,                 0,                 0,                 0,      0.1602406922,     0.07382404085,      0.5251133592,                 0,       5.495781748,   0.0006087041783
          15,       -4.27756886,      -4.155071791,      -4.246892606,      -3.532202136,      -10.49088447,       1.502438719,     0.08141214381,      0.5500103801,                 0,                 0,                 0,      0.1627607586,      0.0591771666,      0.5528448411,                 0,       6.755876388,   0.0006087041783
          16,      -4.304929396,      -4.126245153,      -4.273401446,      -3.547078697,      -10.49087003,       1.520922105,     0.06903407547,      0.5786849846,                 0,                 0,                 0,      0.1647498721,     0.04565339309,      0.5809972312,                 0,       8.382599183,   0.0006087041783
          17,      -4.357555092,      -4.100140029,      -4.332745397,       -3.58729907,      -10.49085824,       1.535656649,     0.05783300386,      0.6075721975,                 0,                 0,                 0,      0.1659965122,     0.03329709041,      0.6094094972,                 0,       10.50563099,   0.0006087041783
          18,      -4.425739051,      -4.091632046,      -4.400361432,      -3.642614037,      -10.49085027,       1.546909534,     0.04794252413,      0.6357482205,                 0,                 0,                 0,      0.1661269964,     0.02227897995,      0.6371639762,                 0,       13.26063306,   0.0006087041783
          19,      -4.494220519,      -4.103152247,      -4.437891101,      -3.700069985,      -10.49084616,       1.563535353,     0.03966011603,      0.6615156986,                 0,                 0,                 0,      0.1648201129,     0.01296471363,      0.6625766827,                 0,       16.67962086,    0.001024708507
          20,      -4.547923892,      -4.133020723,      -4.444560414,      -3.751418775,      -10.49084553,       1.578557093,     0.03312164984,      0.6840271281,                 0,                 0,                 0,      0.1619727331,    0.005524210927,      0.6848062782,                 0,       20.65196424,    0.001024708507
          21,      -4.584233483,      -4.177795023,      -4.457136268,      -3.798063788,      -10.49084733,       1.580457999,     0.02835782901,      0.7032011231,                 0,                 0,                 0,      0.1576902458, -8.569279106e-006,      0.7037726806,                 0,       24.79742447,    0.001024708507
          22,      -4.613474842,      -4.232817442,      -4.497026313,      -3.844876513,      -10.49085061,       1.581935615,     0.02533936773,      0.7191198475,                 0,                 0,                 0,      0.1522053953,   -0.003666200726,      0.7195568064,                 0,       28.37954977,    0.001024708507
          23,       -4.64720953,      -4.292015739,      -4.560301233,      -3.892126602,      -10.49085379,       1.589812428,      0.0239471237,      0.7318028727,                 0,                 0,                 0,      0.1457916587,   -0.005568517728,       0.732173409,                 0,       30.55911356,    0.001024708507
          24,      -4.691647207,      -4.349733018,      -4.623302437,      -3.936764789,       -10.4908561,       1.602635309,     0.02397516543,      0.7413205056,                 0,                 0,                 0,      0.1387314979,   -0.005924118256,      0.7416844379,                 0,       30.92034997,    0.001024708507
          25,      -4.747907639,      -4.404015167,       -4.66167845,      -3.979077438,      -10.49085737,       1.618178933,     0.02517014804,       0.747928832,                 0,                 0,                 0,      0.1313971108,   -0.004996463137,      0.7483355594,                 0,       29.71491589,    0.001024708507
          26,       -4.81318955,      -4.457981016,      -4.682245419,      -4.025011187,      -10.49085774,       1.638678787,     0.02721873418,      0.7519794559,                 0,                 0,                 0,      0.1242250168,   -0.003112806929,      0.7524654624,                 0,       27.62727506,    0.001024708507
          27,       -4.88187229,      -4.516995318,      -4.712125745,      -4.081614876,      -10.49085749,       1.652836748,     0.02975827792,      0.7537528923,                 0,                 0,                 0,      0.1175439983,  -0.0006468073291,      0.7543398169,                 0,       25.32918384,    0.001024708507
          28,       -4.94665556,      -4.584475708,      -4.769238437,      -4.150993362,      -10.49085696,       1.657607101,     0.03241413814,      0.7533389522,                 0,                 0,                 0,      0.1114733865,    0.002023579022,      0.7540332608,                 0,        23.2410607,    0.001759149066
          29,      -5.001203014,      -4.659401846,      -4.856997393,      -4.226605998,      -10.49085642,        1.65569979,     0.03488010878,      0.7509468064,                 0,                 0,                 0,      0.1060866463,    0.004583964017,      0.7517424527,                 0,       21.52937111,    0.001759149066
          30,      -5.043680523,      -4.735597454,      -4.963101209,      -4.293289195,        -10.490856,       1.654846056,     0.03695467636,      0.7471104071,                 0,                 0,                 0,      0.1015351752,    0.006811476366,       0.747992789,                 0,       20.21693817,    0.001759149066
          31,      -5.076549404,      -4.803900904,      -5.054279862,      -4.336840925,      -10.49085574,       1.653678322,     0.03850921698,      0.7424021855,                 0,                 0,                 0,     0.09792945051,    0.008554524184,      0.7433510509,                 0,       19.27855832,    0.001759149066
          32,      -5.103917439,      -4.858484102,      -5.099569163,      -4.359367491,      -10.49085555,       1.649244385,     0.03947563636,      0.7373933284,                 0,                 0,                 0,     0.09534095008,    0.009722046143,      0.7383852168,                 0,       18.67970719,    0.001759149066
          33,      -5.129189876,      -4.901828264,      -5.115413389,      -4.375478993,      -10.49085538,       1.642889482,     0.03981553634,      0.7324747284,                 0,                 0,                 0,     0.09374322438,     0.01025991991,      0.7334843139,                 0,       18.39670631,    0.001759149066
          34,      -5.152958837,      -4.941655834,      -5.135539743,      -4.395287218,      -10.49085511,        1.63518928,     0.03952392497,      0.7279466922,                 0,                 0,                 0,     0.09305903526,     0.01015105337,      0.7289482036,                 0,       18.41787456,    0.001759149066
          35,      -5.174353923,      -4.984442517,        -5.1727217,      -4.420136874,       -10.4908546,       1.628369031,     0.03863245937,      0.7240638344,                 0,                 0,                 0,     0.09318175589,     0.00941681538,      0.7250325694,                 0,       18.74236966,    0.002557282723
          36,      -5.192084448,      -5.032518229,      -5.221023746,      -4.445745167,      -10.49085384,       1.620662625,     0.03719921178,        0.72093495,                 0,                 0,                 0,     0.09394242109,     0.00811084587,      0.7218484589,                 0,       19.38038242,    0.002557282723
          37,      -5.205463925,      -5.083696704,      -5.265081151,      -4.466834279,      -10.49085286,       1.610457718,     0.03529816462,       0.718496573,                 0,                 0,                 0,     0.09511399373,    0.006309625219,      0.7193354394,                 0,        20.3550689,    0.002557282723
          38,       -5.21617185,      -5.131621899,      -5.293465524,      -4.482014691,       -10.4908516,       1.598678841,     0.03305182946,      0.7169056431,                 0,                 0,                 0,      0.0965808909,    0.004129239801,      0.7176552612,                 0,       21.69034679,    0.002557282723
          39,      -5.226505136,      -5.168058703,      -5.308169795,      -4.493304814,      -10.49085014,       1.586562638,     0.03057786833,      0.7161625905,                 0,                 0,                 0,     0.09819407545,    0.001687238688,      0.7168130965,                 0,       23.42094559,    0.002557282723
          40,      -5.238260652,      -5.187344759,      -5.318937988,      -4.503681485,      -10.49084857,          1.572061,     0.02800839844,      0.7163338484,                 0,                 0,                 0,     0.09985605901,  -0.0008870459432,      0.7168806497,                 0,       25.57568045,    0.002557282723
          41,      -5.250605666,      -5.190635606,      -5.331960903,      -4.513586146,      -10.49084683,       1.559892691,     0.02544265205,      0.7172354803,                 0,                 0,                 0,      0.1014184147,   -0.003487048681,      0.7176781334,                 0,        28.1902798,    0.002557282723
          42,      -5.263066406,      -5.184267638,      -5.349333422,      -4.523287938,      -10.49084494,       1.540083205,     0.02296318678,      0.7186436376,                 0,                 0,                 0,      0.1027628996,   -0.006021256526,      0.7189852087,                 0,       31.29546628,    0.002557282723
          43,      -5.277378243,      -5.175395057,      -5.370463438,      -4.534765717,      -10.49084281,       1.522710804,     0.02064279553,      0.7203356991,                 0,                 0,                 0,      0.1037963288,   -0.008407962709,       0.720582369,                 0,       34.89525912,    0.002557282723
