"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -4.326381686,      -15.33717192,      -15.64768187,      -3.632264184,      -16.54739149,      0.5451970944,      0.1815271746,      0.2655181898,                 0,                 0,                 0,     0.06819565904,      0.1709154761,      0.2724700428,                 0,       1.462691139,    0.001229564354
          0,           0,          10,      -4.151265227,      -3.847803354,      -4.182322958,      -3.403725651,      -10.40411417,     -0.6847046705,     0.08303337329,      0.2241010783,                 0,                 0,                 0,     0.03089451975,     0.07413153758,      0.2272011213,                 0,       2.698927785,    0.001317503963
          0,           0,          20,      -4.378117049,      -3.956124346,      -4.261348389,      -3.606447627,      -10.40399367,     -0.8474592355,     0.02538610121,      0.3773590029,                 0,                 0,                 0,     0.03640885158,     0.01048549962,      0.3780665622,                 0,       14.86478761,    0.001518394184
          0,           0,          30,      -4.819976988,      -4.624239844,      -4.870218475,      -4.114058013,       -10.4039983,     -0.9216446779,     0.03761800776,      0.4419280159,                 0,                 0,                 0,   0.0009894745068,     0.02016166356,      0.4430677071,                 0,       11.74777832,    0.001518394184
          0,           0,          40,      -5.061661881,      -5.112891709,      -5.223663533,      -4.355420873,      -10.40362543,      -1.086363406,     0.03094528978,      0.4124724493,                 0,                 0,                 0,   -0.004951824381,     0.01465569293,      0.4133719185,                 0,       13.32908666,    0.001518394184
          0,           0,          50,      -5.250286831,      -5.251923532,      -5.420588732,      -4.541700381,      -10.33110657,      -1.297537146,     0.02164252965,      0.4191599008,                 0,                 0,                 0,    0.003411795077,    0.005096454393,      0.4196873213,                 0,       19.36741719,    0.002853745172
          0,           0,          60,      -5.317465858,       -5.40956315,      -5.587026146,       -4.60328231,      -9.173265228,       -1.40606922,     0.02341201876,       0.423653596,                 0,                 0,                 0,   -0.004287681483,      0.0066873618,      0.4242472996,                 0,       18.09556025,    0.002853745172
          0,           0,          70,      -5.337110716,      -5.518643935,      -5.665812611,       -4.63156806,      -7.816969886,      -1.559555767,      0.0217830385,      0.4079615928,                 0,                 0,                 0,   -0.009219599476,    0.005678450413,      0.4085032645,                 0,       18.72840618,    0.002853745172
          0,           0,          80,      -5.573659357,      -5.619703755,      -5.770767613,      -4.865280954,      -7.583589909,      -1.643398707,     0.01882786949,      0.3923542257,                 0,                 0,                 0,    -0.01219318392,    0.003341044268,      0.3927915026,                 0,       20.83901346,    0.002853745172
          0,           0,          90,      -5.618313797,      -5.630301406,      -5.880002945,       -4.90904724,      -7.686933223,      -1.772470765,     0.01744026898,      0.3803660378,                 0,                 0,                 0,    -0.01721990089,    0.002427267843,      0.3807579206,                 0,       21.80964286,    0.007756646431
          0,           0,         100,      -5.584144567,      -5.672393365,      -5.948668115,      -4.874640636,      -7.941597495,       -1.85542371,     0.01763680077,      0.3822532446,                 0,                 0,                 0,    -0.01301599018,    0.002549226251,      0.3826514095,                 0,       21.67361584,     0.01592814854
          0,           0,         110,      -5.685755977,      -5.743335021,      -5.881921646,      -4.971375159,      -8.065133016,      -1.859371929,     0.01861626236,      0.4021513148,                 0,                 0,                 0,   -0.003673116856,    0.002743261238,      0.4025726267,                 0,       21.60215122,     0.02241838953
          0,           0,         120,       -5.89948403,      -5.820144999,      -6.044903996,      -5.181150962,      -8.075850547,      -1.926407906,     0.01963854881,      0.4168493781,                 0,                 0,                 0,   -0.001245971265,    0.003185145952,      0.4172995704,                 0,       21.22607847,     0.03712709339
          0,           0,         130,      -5.654239674,      -5.857856228,      -6.175215615,      -4.942087222,      -8.049091485,      -2.049144812,     0.02020077539,      0.4217198882,                 0,                 0,                 0,    -0.00160859597,    0.003554870475,      0.4221884631,                 0,       20.87642084,     0.04693289601
          0,           0,         140,      -5.631147093,      -5.864638847,      -6.185472799,      -4.914311249,       -8.04850185,      -2.112157758,     0.02047166123,      0.4253217762,                 0,                 0,                 0,   -0.001202555999,    0.003683507996,      0.4257982315,                 0,       20.77612419,     0.05020149691
          0,           0,         150,      -5.769848205,      -5.999666298,       -6.28393547,      -5.051484023,      -8.111737169,      -2.193884484,      0.0206570451,      0.4275571562,                 0,                 0,                 0,   -0.001624467017,    0.003780597217,      0.4280391833,                 0,       20.69788559,     0.05183579738
          0,           0,         160,      -5.972731253,       -6.15261659,      -6.409795057,      -5.255596353,      -8.216230969,      -2.314659601,     0.02075236847,      0.4259465027,                 0,                 0,                 0,   -0.003211423232,    0.003939361295,      0.4264335416,                 0,       20.52519949,     0.05183579741
          0,           0,         170,      -6.255116879,      -6.236473131,      -6.485537522,      -5.547595855,      -8.330736181,       -2.37714882,      0.0207301787,      0.4215978507,                 0,                 0,                 0,   -0.004896666998,    0.004088674453,      0.4220873971,                 0,       20.33739587,     0.05347009786
          0,           0,         180,      -6.089605172,      -6.173028379,      -6.495951011,      -5.389976524,      -8.429900614,      -2.418494507,     0.02058569815,      0.4169374814,                 0,                 0,                 0,    -0.00596627079,    0.004128084282,      0.4174249553,                 0,       20.25374502,     0.05673869874
          0,           0,         190,       -5.90095479,       -6.08962179,      -6.471442204,      -5.196477299,      -8.504862003,      -2.526171992,     0.02049038179,      0.4136115302,                 0,                 0,                 0,   -0.006402395558,    0.004163998334,      0.4140978324,                 0,       20.18564292,     0.05837299917
          0,           0,         200,      -5.834496523,      -6.011293776,       -6.43483883,      -5.127446437,      -8.570811859,      -2.645743671,     0.02055666089,       0.412115607,                 0,                 0,                 0,   -0.006185862199,    0.004289216436,      0.4126056864,                 0,       20.04778934,     0.06164160003
          0,           0,         210,      -5.883321928,      -5.998642892,      -6.427354275,      -5.175375377,      -8.640574659,      -2.698645849,     0.02065747838,      0.4123920373,                 0,                 0,                 0,   -0.005321220292,    0.004379054697,      0.4128858774,                 0,         19.963329,     0.06000729959
          0,           0,         220,      -5.980473852,      -6.030381206,      -6.506102253,       -5.26963019,      -8.717084302,      -2.780535439,     0.02073774987,      0.4136893801,                 0,                 0,                 0,   -0.004413792558,    0.004408104057,      0.4141853765,                 0,       19.94861461,     0.06000729958
          0,           0,         230,      -6.148843016,      -6.114853543,      -6.628476366,      -5.434878641,      -8.812413164,      -2.922582672,     0.02083349301,      0.4146754198,                 0,                 0,                 0,   -0.004027547611,    0.004464889021,      0.4151744248,                 0,        19.9042676,     0.05837299914
          0,           0,         240,       -6.39398555,      -6.242629732,      -6.792694516,      -5.676956255,        -8.9230025,       -2.99146956,      0.0208613812,      0.4145851596,                 0,                 0,                 0,   -0.004059050677,    0.004496314859,      0.4150853346,                 0,       19.87333224,     0.05837299912
          0,           0,         250,      -6.611950875,      -6.423886643,      -6.926765609,      -5.901385386,      -9.031670265,      -3.016402851,     0.02076911901,      0.4135142124,                 0,                 0,                 0,   -0.004374386827,    0.004446356396,      0.4140115821,                 0,        19.9100507,     0.05673869869
          0,           0,         260,      -6.630203178,      -6.605338343,      -6.939038528,       -5.92575378,      -9.154816491,      -3.086930972,     0.02065588064,      0.4117702019,                 0,                 0,                 0,   -0.004959595283,    0.004401979786,      0.4122644627,                 0,       19.93476866,     0.05673869867
          0,           0,         270,      -6.498954516,      -6.691026123,      -6.885916258,      -5.792273399,      -9.286000632,      -3.125393844,     0.02054891242,      0.4095375227,                 0,                 0,                 0,   -0.005610879409,    0.004383138722,      0.4100293019,                 0,       19.92988798,     0.05673869867
          0,           0,         280,      -6.380653828,      -6.685185628,      -6.850001291,      -5.672449085,      -9.376212704,      -3.165265696,     0.02041066754,      0.4072035445,                 0,                 0,                 0,   -0.006136378721,    0.004337039969,      0.4076916875,                 0,       19.95052556,     0.05673869867
          0,           0,         290,       -6.31161979,      -6.667251194,      -6.850731652,       -5.60249655,      -9.379737352,      -3.226726144,     0.02028998322,      0.4051671365,                 0,                 0,                 0,    -0.00655254608,    0.004296753666,      0.4056521044,                 0,       19.96882561,     0.05673869865
          0,           0,         300,      -6.281684542,      -6.674299557,      -6.860406938,      -5.571805178,      -9.349134645,      -3.304626353,     0.02021742925,      0.4034338388,                 0,                 0,                 0,   -0.006878794469,    0.004292607361,      0.4039172938,                 0,       19.95475457,     0.05673869865
          0,           0,         310,      -6.290230236,      -6.677619895,      -6.888660097,      -5.579479449,      -9.327741027,      -3.365263229,     0.02015262925,      0.4019737337,                 0,                 0,                 0,   -0.007079825762,     0.00428543586,      0.4024557691,                 0,       19.94646598,     0.05673869864
          0,           0,         320,      -6.330442838,      -6.692280809,      -6.938442841,      -5.618713419,       -9.33775112,      -3.426344991,     0.02009036864,      0.4008188831,                 0,                 0,                 0,   -0.007219948407,    0.004268764305,      0.4012993615,                 0,       19.95079783,      0.0551043982
          0,           0,         330,      -6.397190985,      -6.754343674,      -6.999238871,      -5.685479623,      -9.373666524,      -3.493279645,     0.02005460794,      0.3998689045,                 0,                 0,                 0,   -0.007368812049,    0.004270493082,      0.4003487117,                 0,       19.93900383,      0.0551043982
          0,           0,         340,      -6.473277837,      -6.842655235,      -7.061939563,      -5.761467143,      -9.420095776,      -3.534499033,     0.02002572845,      0.3990008702,                 0,                 0,                 0,   -0.007504603377,    0.004275866297,      0.3994802138,                 0,        19.9244123,     0.05510439818
          0,           0,         350,      -6.557540943,      -6.928768946,      -7.121382643,      -5.845819033,      -9.473102358,      -3.572030387,      0.0199857744,      0.3982294436,                 0,                 0,                 0,   -0.007620259116,    0.004266363934,      0.3987078116,                 0,       19.92564489,     0.05510439818
          0,           0,         360,      -6.634845223,      -6.992899227,        -7.1792025,      -5.922684221,      -9.522022231,       -3.62709895,     0.01995400314,      0.3975405072,                 0,                 0,                 0,   -0.007761126765,    0.004261785051,      0.3980181583,                 0,       19.92284477,     0.05347009775
          0,           0,         370,      -6.699604282,        -7.0580588,      -7.231144599,      -5.987683936,      -9.565311765,      -3.669797432,     0.01993116999,      0.3968761972,                 0,                 0,                 0,   -0.007905023364,    0.004265166202,      0.3973534645,                 0,       19.91233818,     0.05510439817
