"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.633045221,      -3.666919415,      -3.505187906,      -2.916691989,      0.1132818965,      0.1880580302,                 0,                 0,                 0,     0.07692618594,      0.1056099392,      0.1924711706,                 0,          1.660089
          0,           0,          10,      -3.770623336,      -3.516365949,      -3.768958182,      -3.022955503,     0.04958734391,      0.4231835354,                 0,                 0,                 0,       0.138635116,     0.03249013448,      0.4248383227,                 0,       8.534103704
          0,           0,          20,      -3.737857319,      -3.517856139,      -3.733489236,      -2.983795077,     0.00221408653,      0.6599861274,                 0,                 0,                 0,      0.1359824374,    -0.02438923514,      0.6595390479,                 0,       298.0850651
          0,           0,          30,      -3.892085866,      -3.678683213,      -3.873720007,      -3.139928712,     0.01571427529,       0.705297602,                 0,                 0,                 0,     0.09165049398,    -0.01272634961,      0.7053578425,                 0,       44.88260445
          0,           0,          40,      -4.181544591,      -3.992804883,      -4.160925953,       -3.43830241,     0.01301457051,      0.7102740246,                 0,                 0,                 0,      0.1071508801,    -0.01562444114,      0.7102214063,                 0,       54.57529496
          0,           0,          50,      -4.564043541,      -4.153979019,      -4.498423273,      -3.794557402,    0.004540573711,      0.7823817875,                 0,                 0,                 0,       0.118234838,    -0.02699794054,      0.7819290181,                 0,       172.3090158
          0,           0,          60,      -4.785444807,      -4.553335178,      -4.814901007,      -4.044180786,     0.01404961313,      0.8127611215,                 0,                 0,                 0,      0.1137715415,    -0.01872110344,      0.8126669382,                 0,       57.84935955
          0,           0,          70,      -4.782146362,      -4.814023121,      -4.899566105,       -4.06260191,     0.01018737365,      0.8448347633,                 0,                 0,                 0,      0.1269272841,    -0.02387297048,      0.8445588441,                 0,       82.92959425
          0,           0,          80,      -4.833859903,      -4.746705919,      -4.991393983,       -4.10939066,     0.01089755319,      0.8794855229,                 0,                 0,                 0,      0.1276110093,    -0.02456000795,      0.8792100703,                 0,       80.70486165
          0,           0,          90,      -4.869254092,      -4.773724287,      -5.121351404,        -4.1345971,     0.01221648301,      0.8869449327,                 0,                 0,                 0,      0.1266436976,    -0.02354281028,      0.8867165794,                 0,       72.60231379
