Eddy_Viscosity,Mach,Nu_Tilde,Points_0,Points_1,Points_2,Pressure_Coefficient
0,0,0,1,0,0,-0.770867
0,0,0,0.998654,0.000194975,0,-0.7187
0,0,0,0.997309,0.000390634,0,-0.729979
0,0,0,0.995963,0.000585561,0,-0.733712
0,0,0,0.994617,0.000779617,0,-0.731656
0,0,0,0.993272,0.000973484,0,-0.730719
0,0,0,0.991926,0.00116744,0,-0.72966
0,0,0,0.99058,0.00136111,0,-0.728675
0,0,0,0.989234,0.0015543,0,-0.727723
0,0,0,0.987888,0.001747,0,-0.726749
0,0,0,0.986542,0.00193928,0,-0.725818
0,0,0,0.985196,0.00213123,0,-0.724913
0,0,0,0.98385,0.00232296,0,-0.724065
0,0,0,0.982504,0.0025145,0,-0.723244
0,0,0,0.981157,0.00270573,0,-0.722471
0,0,0,0.979811,0.00289654,0,-0.721726
0,0,0,0.978465,0.00308689,0,-0.721018
0,0,0,0.977119,0.00327687,0,-0.720342
0,0,0,0.975772,0.00346661,0,-0.719701
0,0,0,0.974426,0.0036562,0,-0.719091
0,0,0,0.973079,0.00384561,0,-0.718511
0,0,0,0.971733,0.00403475,0,-0.717959
0,0,0,0.970386,0.00422352,0,-0.717436
0,0,0,0.96904,0.00441184,0,-0.716933
0,0,0,0.967693,0.00459975,0,-0.716466
0,0,0,0.966346,0.00478729,0,-0.716009
0,0,0,0.965,0.0049745,0,-0.715597
0,0,0,0.963653,0.00516142,0,-0.715187
0,0,0,0.962306,0.00534807,0,-0.714821
0,0,0,0.960959,0.00553444,0,-0.714459
0,0,0,0.959612,0.00572054,0,-0.714136
0,0,0,0.958265,0.00590635,0,-0.713814
0,0,0,0.956918,0.00609189,0,-0.713534
0,0,0,0.955571,0.00627712,0,-0.713254
0,0,0,0.954224,0.00646204,0,-0.713006
0,0,0,0.952877,0.00664662,0,-0.712773
0,0,0,0.95153,0.00683087,0,-0.712555
0,0,0,0.950183,0.00701476,0,-0.712359
0,0,0,0.948835,0.00719833,0,-0.712179
0,0,0,0.947488,0.00738157,0,-0.712014
0,0,0,0.946141,0.0075645,0,-0.711866
0,0,0,0.944793,0.00774713,0,-0.711739
0,0,0,0.943446,0.00792947,0,-0.711616
0,0,0,0.942099,0.00811152,0,-0.711523
0,0,0,0.940751,0.0082933,0,-0.711429
0,0,0,0.939404,0.0084748,0,-0.711362
0,0,0,0.938056,0.00865603,0,-0.711299
0,0,0,0.936708,0.00883701,0,-0.711257
0,0,0,0.935361,0.0090177,0,-0.711221
0,0,0,0.934013,0.0091981,0,-0.711205
0,0,0,0.932665,0.00937819,0,-0.711193
0,0,0,0.931318,0.00955795,0,-0.711203
