"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -3.970529333,      -14.73003039,      -14.97889421,      -3.276411831,      -16.08321044,    -0.04407074514,      0.1328843325,       0.265368424,                 0,                 0,                 0,     0.06802093787,      0.1223163758,      0.2704022013,                 0,        1.99698805,    0.001206259702
          0,           0,          10,       -3.95705759,      -3.612529222,      -3.970499195,      -3.210189083,      -9.798105285,      -1.526901287,     0.04499015094,      0.2416235923,                 0,                 0,                 0,     0.03640588157,     0.03542691987,      0.2432098011,                 0,       5.370588612,    0.001354653023
          0,           0,          20,      -4.120679475,      -3.730919032,      -4.019179724,      -3.358833145,      -9.784898163,      -1.806951085,      0.0116227554,      0.3986214867,                 0,                 0,                 0,     0.02546714872,   -0.004105609959,      0.3987697607,                 0,       34.29664248,    0.001354653023
          0,           0,          30,      -4.528903448,      -4.355779339,      -4.592154616,      -3.822396593,      -8.442628425,      -1.924335204,     0.02369861381,      0.3796057812,                 0,                 0,                 0,    -0.01460975774,    0.008710724858,      0.3802450482,                 0,       16.01805845,    0.003753094042
          0,           0,          40,      -4.835281123,      -4.711624456,      -4.973926752,      -4.119043043,      -7.191632409,      -2.041464441,     0.01305972483,      0.3792434839,                 0,                 0,                 0, -7.722951727e-005,   -0.001905601952,      0.3794634965,                 0,       29.03916344,    0.003753094042
          0,           0,          50,      -4.948848002,      -4.871383754,      -5.121346026,      -4.233853475,      -7.058983176,       -1.92931362,     0.01707142278,      0.4252280466,                 0,                 0,                 0,    0.000121488482,     0.00028961051,      0.4255704891,                 0,       24.90876432,    0.003753094042
          0,           0,          60,      -5.085915485,       -5.09997285,      -5.362660947,      -4.368346311,      -7.072910041,      -2.001723229,     0.01868178785,      0.4267885664,                 0,                 0,                 0,   -0.003136754526,    0.001837185114,      0.4271932986,                 0,       22.84516717,    0.003753094042
          0,           0,          70,      -5.246835161,      -5.292278601,      -5.540413141,      -4.528046836,      -7.147510039,      -2.246085196,     0.01772746342,       0.435776106,                 0,                 0,                 0,   0.0008867945228,   0.0005291864387,      0.4361362143,                 0,       24.58197744,    0.003753094042
          0,           0,          80,      -5.440147178,      -5.331400132,      -5.627051587,      -4.732491871,      -7.177167544,      -2.501083518,     0.02017048851,      0.4431235253,                 0,                 0,                 0,    0.000612751087,    0.002680571557,      0.4435742574,                 0,       21.96890398,    0.003753094042
          0,           0,          90,      -5.500540919,      -5.279462818,      -5.708112918,      -4.794665533,      -7.261521588,      -2.725494887,     0.02064297465,      0.4498824929,                 0,                 0,                 0,     0.00578829452,    0.002886155616,      0.4503465997,                 0,       21.79349151,     0.01366125492
          0,           0,         100,       -5.53324409,      -5.271834585,      -5.747905617,      -4.834587264,       -7.36447184,       -2.87389978,     0.02154010589,      0.4557435352,                 0,                 0,                 0,    0.006732776863,    0.003551463446,      0.4562384609,                 0,       21.15790598,     0.06813459928
          0,           0,         110,      -5.477170318,       -5.23624427,      -5.750870619,      -4.773995258,      -7.466587432,      -3.005493896,     0.02217129109,      0.4506988433,                 0,                 0,                 0,    0.006469599562,    0.004381091151,      0.4512225832,                 0,       20.32803779,     0.09781577937
