"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -4.227370446,      -15.37218345,      -15.71198221,      -3.511017213,      -10.10782101,      0.2355786246,    -0.03156496318,                 0,                 0,                 0,     0.02432923006,      0.2355786246,    -0.03156496318,                 0,       -0.13398908,   0.0007217801947
           1,       -4.70170628,      -4.301834294,      -4.423620303,      -3.982893208,      -10.74542351,      0.2661200729,     -0.0188915406,                 0,                 0,                 0,     0.02698823936,      0.2661200729,     -0.0188915406,                 0,    -0.07098878486,    0.001147087683
           2,      -4.808663194,      -4.397210397,      -4.785698156,      -4.065140908,      -11.03881338,      0.2710305225,    -0.01060544669,                 0,                 0,                 0,     0.02473844906,      0.2710305225,    -0.01060544669,                 0,    -0.03913008242,    0.001147087683
           3,      -4.902155987,        -4.4968354,      -4.866797385,      -4.156163659,      -11.25106278,      0.2737271301,   -0.007578298576,                 0,                 0,                 0,     0.02352804896,      0.2737271301,   -0.007578298576,                 0,    -0.02768559541,    0.001147087683
           4,      -4.938074095,      -4.556068634,      -4.811915419,      -4.206445949,      -11.30304198,      0.2677444818,    -0.00675874132,                 0,                 0,                 0,     0.02289278067,      0.2677444818,    -0.00675874132,                 0,     -0.0252432516,    0.001147087683
           5,      -4.884356741,      -4.570813776,      -4.736272728,      -4.160410052,      -11.31116667,      0.2586996226,   -0.006660261607,                 0,                 0,                 0,     0.02261379007,      0.2586996226,   -0.006660261607,                 0,    -0.02574515394,    0.001147087683
           6,       -4.83100863,      -4.567948867,      -4.683763608,      -4.109972872,      -11.24884225,       0.247788955,   -0.006788619993,                 0,                 0,                 0,     0.02234305917,       0.247788955,   -0.006788619993,                 0,    -0.02739678205,    0.001147087683
           7,      -4.750451298,      -4.521305408,      -4.600159642,      -4.028261478,      -11.22020859,      0.2396280553,   -0.006709700612,                 0,                 0,                 0,     0.02225270098,      0.2396280553,   -0.006709700612,                 0,    -0.02800048018,    0.001147087683
           8,      -4.705475322,      -4.490848753,      -4.558216878,      -3.990515972,      -11.12213632,      0.2293932728,   -0.006138398128,                 0,                 0,                 0,     0.02250927195,      0.2293932728,   -0.006138398128,                 0,      -0.026759277,    0.001147087683
           9,      -4.640862867,      -4.431102672,      -4.504081796,      -3.932015095,      -11.08546713,      0.2215998025,   -0.005356501765,                 0,                 0,                 0,     0.02296495228,      0.2215998025,   -0.005356501765,                 0,    -0.02417196091,    0.001147087683
          10,      -4.608180374,      -4.404622842,      -4.489123605,      -3.911514345,      -10.98137395,      0.2104515589,   -0.003179311814,                 0,                 0,                 0,     0.02452920806,      0.2104515589,   -0.003179311814,                 0,    -0.01510709557,    0.001147087683
          11,      -4.560331039,      -4.359047263,      -4.467419873,      -3.868537792,      -10.94505866,      0.2021110085,   -0.001215796407,                 0,                 0,                 0,     0.02602323899,      0.2021110085,   -0.001215796407,                 0,   -0.006015488298,    0.001147087683
          12,      -4.536660791,      -4.342207972,       -4.46671529,      -3.852974728,      -10.85700169,      0.1901890143,    0.002619817114,                 0,                 0,                 0,     0.02932852874,      0.1901890143,    0.002619817114,                 0,     0.01377480778,    0.001147087683
          13,      -4.495004562,      -4.303506912,       -4.43875335,      -3.805134247,      -10.82289904,      0.1817800558,    0.005382956152,                 0,                 0,                 0,     0.03191340248,      0.1817800558,    0.005382956152,                 0,     0.02961246836,    0.001147087683
          14,      -4.471911085,       -4.28453861,      -4.420400094,      -3.782720039,      -10.74439518,      0.1704904438,    0.009332852446,                 0,                 0,                 0,     0.03643942065,      0.1704904438,    0.009332852446,                 0,     0.05474120566,    0.001147087683
          15,       -4.42061839,      -4.238762365,      -4.361704343,       -3.72169908,      -10.71871697,      0.1630114687,     0.01149682127,                 0,                 0,                 0,     0.03947565013,      0.1630114687,     0.01149682127,                 0,      0.0705276835,    0.001147087683
          16,       -4.38796782,      -4.213281281,      -4.332226931,       -3.69105232,      -10.64257605,      0.1535605903,     0.01330681689,                 0,                 0,                 0,     0.04393467723,      0.1535605903,     0.01330681689,                 0,     0.08665515588,    0.001147087683
          17,      -4.324521085,      -4.165926013,      -4.270922875,      -3.624551015,      -10.63602141,       0.147471505,     0.01359577953,                 0,                 0,                 0,     0.04655370875,       0.147471505,     0.01359577953,                 0,     0.09219258687,    0.001147087683
          18,      -4.289095252,      -4.143661403,      -4.246917126,      -3.594702306,      -10.56113481,      0.1395966123,     0.01242351454,                 0,                 0,                 0,     0.04996183169,      0.1395966123,     0.01242351454,                 0,      0.0889958168,    0.001147087683
          19,      -4.230350163,      -4.107937745,      -4.197909156,       -3.53578531,      -10.57193732,      0.1342261597,     0.01100363811,                 0,                 0,                 0,     0.05181879694,      0.1342261597,     0.01100363811,                 0,     0.08197834263,    0.001147087683
          20,      -4.201535461,      -4.099010116,      -4.185791673,      -3.514021585,      -10.49509101,      0.1264453348,    0.008554990204,                 0,                 0,                 0,     0.05435962468,      0.1264453348,    0.008554990204,                 0,     0.06765761836,    0.001147087683
          21,      -4.149954435,      -4.081655928,        -4.1533418,       -3.46240198,      -10.52146271,      0.1208015694,    0.007139129828,                 0,                 0,                 0,     0.05591192787,      0.1208015694,    0.007139129828,                 0,     0.05909798906,    0.001147087683
          22,      -4.125744564,       -4.08965245,      -4.154217614,      -3.444658962,      -10.44546156,      0.1123802313,    0.006497965619,                 0,                 0,                 0,      0.0586393282,      0.1123802313,    0.006497965619,                 0,     0.05782125152,    0.001147087683
          23,      -4.077925104,      -4.094837964,      -4.129057517,      -3.393311691,      -10.48608113,      0.1064830076,    0.007071622904,                 0,                 0,                 0,     0.06063887909,      0.1064830076,    0.007071622904,                 0,     0.06641081109,    0.001147087683
          24,      -4.057688667,      -4.116224005,      -4.131780007,      -3.375473184,      -10.41207774,      0.0985264017,     0.01058547503,                 0,                 0,                 0,     0.06449283428,      0.0985264017,     0.01058547503,                 0,      0.1074379542,    0.001147087683
          25,      -4.015289412,      -4.123675124,      -4.100640274,      -3.323955774,       -10.4615658,     0.09351942612,     0.01418968822,                 0,                 0,                 0,     0.06737311274,     0.09351942612,     0.01418968822,                 0,       0.151729847,    0.001147087683
          26,      -4.000929592,      -4.119422342,       -4.09960748,      -3.307899639,      -10.38942689,     0.08796440031,      0.0224163921,                 0,                 0,                 0,     0.07260224711,     0.08796440031,      0.0224163921,                 0,      0.2548348197,    0.001147087683
          27,      -3.966521842,      -4.052336112,      -4.066970846,      -3.259944465,       -10.4439701,     0.08498509128,     0.02891253316,                 0,                 0,                 0,     0.07632213824,     0.08498509128,     0.02891253316,                 0,      0.3402071202,    0.001147087683
          28,      -3.960184403,      -3.996875651,      -4.069736441,      -3.250359305,      -10.36892151,     0.08256657432,     0.04081789213,                 0,                 0,                 0,     0.08251960231,     0.08256657432,     0.04081789213,                 0,      0.4943633966,    0.001147087683
          29,      -3.937283029,      -3.892686801,      -4.045980117,       -3.21299263,      -10.41933718,     0.08146439579,     0.04916687688,                 0,                 0,                 0,     0.08664615392,     0.08146439579,     0.04916687688,                 0,      0.6035382255,    0.001147087683
          30,       -3.94027173,      -3.844770322,        -4.0562969,      -3.214506331,      -10.33453663,      0.0807519883,     0.06253391033,                 0,                 0,                 0,      0.0928394067,      0.0807519883,     0.06253391033,                 0,      0.7743946824,    0.001147087683
          31,      -3.927668972,      -3.772546654,      -4.039877381,      -3.191645068,       -10.3710491,     0.08014397744,     0.07106752462,                 0,                 0,                 0,     0.09661723976,     0.08014397744,     0.07106752462,                 0,      0.8867481611,    0.001147087683
          32,      -3.934551702,      -3.754142859,      -4.050635056,      -3.202300601,      -10.29166915,     0.07888701646,     0.08320399013,                 0,                 0,                 0,      0.1015746412,     0.07888701646,     0.08320399013,                 0,         1.0547235,    0.001147087683
          33,      -3.920394116,      -3.728000816,      -4.025272071,       -3.18774339,      -10.33283136,     0.07743513232,     0.09029233845,                 0,                 0,                 0,      0.1042612955,     0.07743513232,     0.09029233845,                 0,       1.166038409,    0.001147087683
          34,      -3.920583576,      -3.741266639,      -4.023857389,      -3.197860834,      -10.26632712,     0.07433073812,      0.0995964731,                 0,                 0,                 0,      0.1072964568,     0.07433073812,      0.0995964731,                 0,       1.339909647,    0.001147087683
          35,      -3.892827724,      -3.760898884,      -3.977219375,      -3.176366128,      -10.32695408,     0.07158282816,       0.104850478,                 0,                 0,                 0,       0.108753909,     0.07158282816,       0.104850478,                 0,        1.46474344,    0.001147087683
          36,      -3.885148948,      -3.801778673,      -3.965376498,      -3.176858218,      -10.26727409,      0.0666395365,      0.1122795516,                 0,                 0,                 0,      0.1103686836,      0.0666395365,      0.1122795516,                 0,       1.684878939,    0.001147087683
          37,      -3.850763935,      -3.844903666,      -3.914409933,      -3.141296879,      -10.34920093,     0.06286503682,      0.1170820911,                 0,                 0,                 0,      0.1112546031,     0.06286503682,      0.1170820911,                 0,       1.862435736,    0.001147087683
          38,      -3.847383193,      -3.878446744,      -3.908906259,      -3.137773384,      -10.29681607,     0.05668826607,      0.1257203168,                 0,                 0,                 0,       0.112824294,     0.05668826607,      0.1257203168,                 0,       2.217748496,    0.001147087683
          39,      -3.824876643,      -3.856648929,      -3.876028405,      -3.102854241,      -10.39206955,     0.05230116538,      0.1322922071,                 0,                 0,                 0,      0.1140845579,     0.05230116538,      0.1322922071,                 0,       2.529431346,    0.001147087683
          40,      -3.837459376,      -3.831506539,      -3.886964471,      -3.109456352,      -10.34736419,     0.04536765842,      0.1451412006,                 0,                 0,                 0,      0.1167598705,     0.04536765842,      0.1451412006,                 0,       3.199221774,    0.001147087683
          41,      -3.840170474,      -3.755036988,      -3.882584581,      -3.094481578,      -10.43467016,     0.04059194621,      0.1548828981,                 0,                 0,                 0,      0.1188412521,     0.04059194621,      0.1548828981,                 0,       3.815606606,    0.001147087683
          42,      -3.873501007,      -3.726484832,      -3.913049501,      -3.120359023,      -10.38356534,     0.03314515162,       0.172362687,                 0,                 0,                 0,      0.1224646161,     0.03314515162,       0.172362687,                 0,       5.200238304,    0.001147087683
          43,      -3.903942599,         -3.678153,       -3.93872837,      -3.134855738,      -10.44138698,     0.02810183849,      0.1847807532,                 0,                 0,                 0,      0.1248987479,     0.02810183849,      0.1847807532,                 0,       6.575397311,    0.001147087683
          44,      -3.953144866,      -3.675515615,      -3.985899624,       -3.18057191,       -10.3840783,     0.02039937195,      0.2048602575,                 0,                 0,                 0,       0.128258665,     0.02039937195,      0.2048602575,                 0,       10.04247866,    0.001147087683
          45,      -3.994650247,      -3.668763074,      -4.026130658,      -3.218317631,       -10.4464967,     0.01531957237,      0.2181749497,                 0,                 0,                 0,      0.1301150081,     0.01531957237,      0.2181749497,                 0,       14.24158223,    0.001147087683
          46,      -4.036453535,      -3.690986225,      -4.069925207,       -3.26838837,      -10.48904644,     0.01189733765,      0.2270757794,                 0,                 0,                 0,      0.1311559611,     0.01189733765,      0.2270757794,                 0,       19.08626838,    0.001147087683
          47,      -4.073422191,      -3.724669322,      -4.112548609,      -3.319504368,      -10.45735854,    0.006694532903,      0.2409859092,                 0,                 0,                 0,      0.1322620696,    0.006694532903,      0.2409859092,                 0,       35.99741949,    0.001147087683
