"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,       -3.86882214,      -14.64534091,      -14.91688562,      -3.174704638,      -15.94206192,     -0.9492779258,      0.1279637624,      0.2695895001,                 0,                 0,                 0,     0.06907629047,      0.1172331783,      0.2744259553,                 0,       2.106764408,    0.001241256737
          0,           0,          10,      -3.878380265,      -3.554161664,      -3.907530349,      -3.142195926,      -9.696352527,       -2.40553743,     0.03253449239,      0.3043632536,                 0,                 0,                 0,     0.03848397959,     0.02050686052,      0.3054094825,                 0,       9.355094583,    0.001389650057
          0,           0,          20,       -4.04619956,      -3.729337609,      -3.981053063,      -3.309702557,      -9.089369366,      -2.655260927,     0.01624457531,      0.4092994219,                 0,                 0,                 0,    0.005254441258,   9.15389731e-005,      0.4096216481,                 0,       25.19606786,      0.0051403126
          0,           0,          30,      -4.443738673,      -4.292657023,      -4.483957632,      -3.729642592,      -7.110493003,      -2.730155947,     0.01799569475,      0.3694343389,                 0,                 0,                 0,    -0.00908534543,    0.003413344538,      0.3698566274,                 0,       20.52904008,      0.0051403126
          0,           0,          40,      -4.868292583,      -4.531443057,       -4.86267967,      -4.118749287,      -6.674747066,      -2.750144181,     0.01571689668,      0.4186526173,                 0,                 0,                 0,    0.003104145501,   -0.000804565117,      0.4189467597,                 0,       26.63710438,      0.0051403126
          0,           0,          50,      -5.076176185,      -4.930035823,      -5.221417286,      -4.363546004,       -6.65133961,      -2.598616117,     0.02171412311,      0.4491616481,                 0,                 0,                 0,    0.005841293182,    0.003984896854,      0.4496685555,                 0,       20.68523079,     0.02991280197
          0,           0,          60,      -5.212672172,      -4.942972984,      -5.354805621,      -4.517598559,      -6.653834767,      -2.755517561,     0.02360823148,      0.4725548203,                 0,                 0,                 0,     0.01319855014,    0.004955040571,      0.4731182245,                 0,       20.01652774,     0.07940574628
          0,           0,          70,      -5.095872275,      -4.760978263,      -5.271912708,      -4.395365399,      -6.687505713,      -3.023442773,     0.02834412047,      0.4866023521,                 0,                 0,                 0,     0.01834094713,    0.009133292475,      0.4873415858,                 0,       17.16766455,      0.1284332803
          0,           0,          80,      -5.030138176,      -4.741205971,      -5.252220564,      -4.328031828,      -6.771510899,      -3.273375762,     0.03092468233,      0.4932876883,                 0,                 0,                 0,     0.02692391685,     0.01144821612,      0.4941234843,                 0,       15.95126129,       0.218927903
          0,           0,          90,      -4.999135909,       -4.75734037,      -5.190041374,      -4.294977695,      -6.817378387,      -3.401152599,     0.03263893909,      0.4722517598,                 0,                 0,                 0,       0.025252859,     0.01399067477,      0.4731715186,                 0,       14.46896783,      0.3688383456
          0,           0,         100,       -4.86251759,      -4.799054975,      -4.954334882,      -4.158921047,      -6.870540526,      -3.433858454,     0.02960764706,      0.3879649611,                 0,                 0,                 0,    0.004562202445,      0.0142855242,      0.3888307441,                 0,        13.1035391,       0.566237013
          0,           0,         110,      -4.775625899,      -4.917110936,      -4.897977256,       -4.07355767,      -7.005779993,      -3.398057852,     0.02542170868,      0.2774906625,                 0,                 0,                 0,    -0.01648819612,     0.01445930885,      0.2782773068,                 0,       10.91550005,       0.465081598
          0,           0,         120,      -4.883867587,       -5.04397197,      -5.108075165,      -4.179678951,       -7.14119595,      -3.421121782,     0.02396159133,       0.216284863,                 0,                 0,                 0,    -0.02023049252,     0.01541392979,      0.2170615364,                 0,       9.026314656,      0.2032454398
