"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -4.195613997,      -15.13627939,      -15.50224312,      -3.479260765,      -10.11608839,      0.2424463925,      0.2299381036,                 0,                 0,                 0,     0.09260421386,      0.2321858781,      0.2402946166,                 0,       0.948408022,   0.0005825805326
           1,      -4.754984675,      -4.336921716,      -4.361202581,      -4.010764542,      -10.90497001,      0.2626277584,      0.2361566769,                 0,                 0,                 0,     0.08567196685,      0.2520767854,        0.24738757,                 0,      0.8992068405,    0.001085841391
           2,      -4.667959651,      -4.300542497,      -4.543297713,      -3.908482975,      -11.05342285,      0.2654012436,      0.2250183475,                 0,                 0,                 0,     0.07800415759,      0.2553334779,      0.2363808196,                 0,      0.8478420995,    0.001085841391
           3,      -4.627989397,      -4.273575523,      -4.492841198,      -3.873942344,       -11.0272743,      0.2635854194,      0.2221667955,                 0,                 0,                 0,     0.07631332243,       0.253643765,      0.2334527765,                 0,      0.8428645106,    0.001085841391
           4,      -4.601715716,      -4.246706376,      -4.465073003,      -3.859217381,      -10.96485126,      0.2510098648,      0.2218740559,                 0,                 0,                 0,     0.07631307324,      0.2410929486,      0.2326117775,                 0,       0.883925642,    0.001085841391
           5,      -4.587883057,      -4.228667996,      -4.463949231,      -3.856512665,      -10.88982411,      0.2374728611,      0.2226236455,                 0,                 0,                 0,     0.07687916158,      0.2275361325,      0.2327701779,                 0,      0.9374698418,    0.001085841391
           6,      -4.564542971,      -4.200602241,      -4.454914445,      -3.838384213,       -10.8243719,      0.2255090584,       0.223819882,                 0,                 0,                 0,     0.07780202924,      0.2155315376,       0.233443422,                 0,      0.9925094964,    0.001085841391
           7,      -4.535530959,      -4.171146154,      -4.435983521,      -3.811296081,      -10.73551711,      0.2104837063,       0.226208511,                 0,                 0,                 0,     0.07982751551,      0.2004162958,       0.235174381,                 0,       1.074707943,    0.001085841391
           8,      -4.469578153,       -4.12326625,      -4.369302635,      -3.740501121,      -10.70162611,      0.1994997566,      0.2274347035,                 0,                 0,                 0,     0.08114015012,      0.1893893146,      0.2359202932,                 0,       1.140024967,    0.001085841391
           9,      -4.436520508,      -4.106368855,      -4.338224769,      -3.714378063,      -10.65415876,      0.1887753108,      0.2286030205,                 0,                 0,                 0,     0.08251916712,      0.1786241149,      0.2366197045,                 0,       1.210979442,    0.001085841391
          10,       -4.39835667,      -4.092537244,      -4.306513977,       -3.68350686,      -10.61703479,      0.1783017215,      0.2295774453,                 0,                 0,                 0,     0.08384762939,      0.1681179903,      0.2371363503,                 0,         1.2875784,    0.001085841391
          11,      -4.358739662,      -4.081084351,      -4.274485788,      -3.650398012,      -10.58756484,       0.168088852,       0.230391209,                 0,                 0,                 0,     0.08508265765,      0.1578793453,      0.2375038604,                 0,       1.370651333,    0.001085841391
          12,      -4.320522031,        -4.0735094,      -4.244589243,      -3.618343264,      -10.56392486,       0.158128864,      0.2312410445,                 0,                 0,                 0,     0.08625395775,      0.1478917677,      0.2379184385,                 0,       1.462358223,    0.001085841391
