"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -3.888635617,      -15.38414077,       -15.6925648,      -3.172282384,      -10.11882191,      0.4381891799,       1.086672726,                 0,                 0,                 0,      0.3203615418,      0.1420066484,       1.163056956,                 0,       2.479916839,   0.0006585665556
           1,      -4.327893401,      -4.139287181,      -4.205430632,      -3.615429688,      -10.59794367,      0.6021201411,       1.423612492,                 0,                 0,                 0,      0.3692600222,      0.2131453691,       1.530944232,                 0,       2.364332954,    0.001225494686
           2,      -4.545372068,      -4.372482664,      -4.466218033,      -3.811702067,      -10.93762859,      0.6335425299,       1.403513068,                 0,                 0,                 0,      0.3552472081,      0.2486991796,       1.519662393,                 0,       2.215341515,    0.001225494686
           3,      -4.626599409,      -4.465625186,       -4.51311375,      -3.888966444,      -11.07672578,      0.6336112843,       1.356046781,                 0,                 0,                 0,      0.3446852066,      0.2610507704,       1.473831275,                 0,       2.140187232,    0.001225494686
           4,      -4.635656835,      -4.485717642,       -4.47312438,      -3.902647331,      -11.06727967,       0.620041901,       1.321507348,                 0,                 0,                 0,      0.3400006361,      0.2568832158,       1.436956729,                 0,       2.131319424,    0.001225494686
           5,      -4.576227386,      -4.417606874,      -4.387413741,      -3.840328903,      -11.03388288,      0.6058341377,       1.305406392,                 0,                 0,                 0,      0.3374460997,      0.2473268043,       1.417727161,                 0,       2.154725709,    0.001225494686
           6,      -4.522347063,      -4.353740229,      -4.326030989,      -3.787976137,      -10.94283878,      0.5912190867,        1.29560379,                 0,                 0,                 0,      0.3341273903,      0.2357468492,       1.404475921,                 0,       2.191410627,    0.001225494686
           7,       -4.43095538,      -4.233079502,      -4.228734559,      -3.694342071,      -10.88408683,       0.581404287,       1.290531652,                 0,                 0,                 0,      0.3316814295,      0.2275792465,       1.397036354,                 0,       2.219680316,    0.001225494686
           8,       -4.37578607,      -4.163606249,      -4.177038163,      -3.645259287,      -10.75792145,      0.5691137608,       1.285027235,                 0,                 0,                 0,      0.3281386957,      0.2171321578,       1.388538474,                 0,        2.25794441,    0.001225494686
           9,      -4.290467002,      -4.047085754,      -4.097176848,      -3.558463652,      -10.68703742,      0.5598225032,       1.280843701,                 0,                 0,                 0,      0.3254666761,      0.2092402703,       1.382092736,                 0,       2.287946079,    0.001225494686
          10,      -4.243205254,      -3.984811721,      -4.057309332,      -3.517913218,      -10.55670237,       0.545651273,       1.274289734,                 0,                 0,                 0,      0.3208291311,      0.1972482045,       1.372094306,                 0,        2.33535556,    0.001225494686
          11,      -4.167768531,      -3.878350143,      -3.987210427,      -3.438010338,      -10.48780484,      0.5349463214,       1.269241445,                 0,                 0,                 0,      0.3172471162,      0.1882146088,       1.364447387,                 0,       2.372651972,    0.001225494686
          12,      -4.127241664,      -3.822982968,      -3.951943727,      -3.403875189,      -10.37324718,       0.518516991,       1.260890976,                 0,                 0,                 0,      0.3111371653,      0.1745063547,        1.35212923,                 0,       2.431725474,    0.001225494686
          13,      -4.060381951,      -3.729771441,      -3.887317252,      -3.330752377,      -10.31214662,       0.506878406,       1.254917656,                 0,                 0,                 0,      0.3068415055,      0.1648103538,       1.343347159,                 0,        2.47577652,    0.001225494686
          14,      -4.027926823,       -3.68364475,      -3.857077516,      -3.304083825,      -10.21475448,      0.4898100504,       1.244619417,                 0,                 0,                 0,      0.2996576651,      0.1509889687,       1.328982208,                 0,        2.54102466,    0.001225494686
          15,      -3.971068149,      -3.608842327,      -3.799366424,      -3.239488955,      -10.14329771,      0.4735549743,       1.232777634,                 0,                 0,                 0,      0.2921021433,      0.1383526498,       1.313336801,                 0,       2.603240808,    0.001225494686
          16,      -3.926035962,      -3.552427524,       -3.74978827,      -3.190687852,      -10.08189794,      0.4581227205,       1.218774613,                 0,                 0,                 0,      0.2841325387,      0.1270704859,        1.29581676,                 0,       2.660367099,    0.001225494686
