"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -4.524264154,      -15.21063846,      -15.50171172,      -3.807910922,      -16.64689583,     -0.6315630026,      0.1436363176,      0.2166928957,                 0,                 0,                 0,     0.09086138552,      0.1347855314,      0.2223062376,                 0,       1.508621909,   0.0005508791103
           1,      -4.855856766,       -4.72113572,      -4.661985719,      -4.110341523,      -10.32390867,     -0.1873260458,      0.1655655156,      0.2313253262,                 0,                 0,                 0,     0.08680254634,      0.1561071318,      0.2378106597,                 0,       1.397183015,    0.000608704166
           2,      -4.689422044,      -4.501311385,      -4.540318077,      -3.943456591,       -10.3239042,     -0.7879382362,      0.1534480797,      0.2282112734,                 0,                 0,                 0,     0.08470960446,      0.1441250584,      0.2342107299,                 0,       1.487221436,    0.000608704166
           3,       -4.51737094,      -4.336351999,      -4.370244125,      -3.783612252,      -10.32389414,      -1.335667595,      0.1195678969,      0.2420947534,                 0,                 0,                 0,     0.09149856195,      0.1097128174,       0.246717347,                 0,       2.024747108,    0.000608704166
           4,      -4.372001286,      -4.213949327,      -4.253007416,      -3.641720036,       -10.3238837,      -1.597177585,     0.09865318545,      0.2678582688,                 0,                 0,                 0,      0.1007502968,     0.08777667273,      0.2716169341,                 0,       2.715150733,    0.000608704166
           5,      -4.267172547,      -4.139362477,      -4.185457609,       -3.53649162,      -10.32387844,       -1.71093334,     0.08782136856,      0.3023670384,                 0,                 0,                 0,      0.1114468038,     0.07556274121,      0.3056610718,                 0,       3.442977983,    0.000608704166
           6,      -4.207178007,      -4.084803102,      -4.163523763,      -3.471380009,      -10.32387855,      -1.778069493,     0.08152056045,      0.3419715161,                 0,                 0,                 0,      0.1227594198,     0.06767074792,      0.3449794044,                 0,       4.194911249,    0.000608704166
           7,      -4.190080432,      -4.016941223,      -4.177852487,      -3.442671797,      -10.32388066,      -1.845096451,     0.07631060671,      0.3833708607,                 0,                 0,                 0,      0.1336022627,      0.0607963783,      0.3861351136,                 0,       5.023821422,   0.0005508791103
           8,      -4.207500001,      -3.951645383,      -4.210619258,      -3.444692005,      -10.32388103,      -1.914323999,     0.07050717708,      0.4243513833,                 0,                 0,                 0,      0.1431689313,     0.05334589618,      0.4268484203,                 0,       6.018555854,    0.001024708495
           9,      -4.236831649,      -3.918059026,      -4.236685315,      -3.466272755,      -10.32387714,      -1.999744448,      0.0635806476,      0.4632708236,                 0,                 0,                 0,      0.1508240363,     0.04485630124,      0.4654570517,                 0,       7.286349559,    0.001024708495
          10,      -4.239567351,      -3.926085794,      -4.236121452,      -3.481753937,      -10.32386851,      -2.100447877,      0.0557333235,      0.4992692683,                 0,                 0,                 0,      0.1563476869,     0.03556439413,      0.5011099475,                 0,       8.958182232,    0.001024708495
          11,      -4.206957415,      -3.967338079,      -4.204676581,      -3.467299176,      -10.32385688,      -2.191400597,     0.04739210964,      0.5329634926,                 0,                 0,                 0,      0.1600507296,     0.02587187293,      0.5344405886,                 0,       11.24582756,    0.001024708495
          12,      -4.174011461,      -4.015739388,      -4.163966092,       -3.43757382,      -10.32384211,      -2.266947176,     0.03894913441,      0.5653514209,                 0,                 0,                 0,      0.1623165787,     0.01613032486,      0.5664618935,                 0,       14.51512157,    0.001024708495
          13,       -4.16697971,      -4.037207024,      -4.143057144,      -3.422943926,      -10.32382562,      -2.325456954,     0.03076446895,      0.5969166684,                 0,                 0,                 0,      0.1633331493,    0.006680035775,      0.5976715976,                 0,       19.40279448,    0.001024708495
          14,      -4.191662651,      -4.024624154,      -4.157554528,      -3.437343351,      -10.32380875,      -2.365213018,      0.0232434425,      0.6274046147,                 0,                 0,                 0,      0.1630812415,   -0.002063731686,      0.6278316249,                 0,       26.99275784,    0.001759149054
          15,      -4.242783535,      -4.000859259,      -4.206553075,      -3.478396165,      -10.32379198,      -2.384909499,     0.01677570741,      0.6560156463,                 0,                 0,                 0,      0.1613234844,   -0.009679412444,      0.6561587167,                 0,       39.10509585,    0.001759149054
          16,      -4.308078166,      -3.985439647,      -4.269764738,      -3.533270384,      -10.32377401,      -2.383955946,     0.01178951328,      0.6814121443,                 0,                 0,                 0,      0.1578660988,     -0.0156851906,      0.6813336025,                 0,       57.79815739,    0.001759149054
