Points_0,Points_1,Points_2,Pressure_Coefficient
1,0,0,-0.624965
0.998654,0.000194975,0,-0.584918
0.997309,0.000390634,0,-0.590778
0.995963,0.000585561,0,-0.594027
0.994617,0.000779617,0,-0.59198
0.993272,0.000973484,0,-0.590598
0.991926,0.00116744,0,-0.589205
0.99058,0.00136111,0,-0.587863
0.989234,0.0015543,0,-0.586662
0.987888,0.001747,0,-0.58551
0.986542,0.00193928,0,-0.58447
0.985196,0.00213123,0,-0.583502
0.98385,0.00232296,0,-0.582644
0.982504,0.0025145,0,-0.581855
0.981157,0.00270573,0,-0.581162
0.979811,0.00289654,0,-0.58054
0.978465,0.00308689,0,-0.579994
0.977119,0.00327687,0,-0.579515
0.975772,0.00346661,0,-0.579104
0.974426,0.0036562,0,-0.578753
0.973079,0.00384561,0,-0.57846
0.971733,0.00403475,0,-0.57822
0.970386,0.00422352,0,-0.578039
0.96904,0.00441184,0,-0.577897
0.967693,0.00459975,0,-0.577819
0.966346,0.00478729,0,-0.577761
0.965,0.0049745,0,-0.577775
0.963653,0.00516142,0,-0.577799
0.962306,0.00534807,0,-0.57789
0.960959,0.00553444,0,-0.577992
0.959612,0.00572054,0,-0.578155
0.958265,0.00590635,0,-0.578324
0.956918,0.00609189,0,-0.578553
0.955571,0.00627712,0,-0.578787
0.954224,0.00646204,0,-0.579064
0.952877,0.00664662,0,-0.579367
0.95153,0.00683087,0,-0.579688
0.950183,0.00701476,0,-0.580041
0.948835,0.00719833,0,-0.580413
0.947488,0.00738157,0,-0.580805
0.946141,0.0075645,0,-0.581218
0.944793,0.00774713,0,-0.581659
0.943446,0.00792947,0,-0.582102
0.942099,0.00811152,0,-0.582582
0.940751,0.0082933,0,-0.58306
0.939404,0.0084748,0,-0.583567
0.938056,0.00865603,0,-0.584077
0.936708,0.00883701,0,-0.584608
0.935361,0.0090177,0,-0.585145
0.934013,0.0091981,0,-0.585699
0.932665,0.00937819,0,-0.586256
0.931318,0.00955795,0,-0.586834
0.92997,0.00973737,0,-0.587406
0.928622,0.00991644,0,-0.588
0.927274,0.0100952,0,-0.588591
0.925926,0.0102736,0,-0.589196
0.924578,0.0104517,0,-0.589798
0.92323,0.0106295,0,-0.590414
0.921882,0.0108071,0,-0.591025
0.920534,0.0109844,0,-0.591648
0.919186,0.0111615,0,-0.592271
0.917838,0.0113383,0,-0.592899
0.916489,0.0115148,0,-0.59353
0.915141,0.0116911,0,-0.594162
0.913793,0.011867,0,-0.594794
0.912445,0.0120427,0,-0.595429
0.911096,0.0122181,0,-0.596061
0.909748,0.0123932,0,-0.596693
0.9084,0.012568,0,-0.597326
0.907051,0.0127425,0,-0.59796
0.905703,0.0129168,0,-0.598588
0.904354,0.0130908,0,-0.599222
0.903006,0.0132646,0,-0.599846
0.901657,0.0134381,0,-0.600475
0.900308,0.0136113,0,-0.6011
0.89896,0.0137842,0,-0.60172
0.897611,0.0139567,0,-0.602343
0.896262,0.014129,0,-0.602954
0.894913,0.014301,0,-0.603569
0.893565,0.0144726,0,-0.604173
0.892216,0.0146438,0,-0.604776
0.890867,0.0148148,0,-0.605369
0.889518,0.0149855,0,-0.605963
0.888169,0.0151559,0,-0.606544
0.88682,0.0153261,0,-0.607127
0.885471,0.0154961,0,-0.6077
0.884122,0.0156658,0,-0.608271
0.882773,0.0158353,0,-0.608835
0.881424,0.0160046,0,-0.609396
0.880075,0.0161736,0,-0.609947
0.878725,0.0163424,0,-0.610499
0.877376,0.0165109,0,-0.611036
0.876027,0.0166791,0,-0.611575
0.874678,0.0168471,0,-0.6121
0.873328,0.0170147,0,-0.612621
0.871979,0.017182,0,-0.613135
0.870629,0.0173491,0,-0.61364
0.86928,0.0175158,0,-0.61414
0.867931,0.0176822,0,-0.614629
0.866581,0.0178484,0,-0.615115
0.865231,0.0180143,0,-0.615588
0.863882,0.0181798,0,-0.616058
0.862532,0.0183451,0,-0.616516
0.861183,0.0185101,0,-0.616969
0.859833,0.0186749,0,-0.617413
0.858483,0.0188394,0,-0.617849
0.857134,0.0190036,0,-0.618279
0.855784,0.0191676,0,-0.618698
0.854434,0.0193313,0,-0.619114
0.853084,0.0194948,0,-0.619517
0.851734,0.019658,0,-0.619919
0.850384,0.019821,0,-0.620308
0.849034,0.0199838,0,-0.620693
0.847684,0.0201463,0,-0.621069
0.846334,0.0203086,0,-0.621437
0.844984,0.0204706,0,-0.621798
0.843634,0.0206323,0,-0.622152
0.842284,0.0207938,0,-0.622495
0.840934,0.020955,0,-0.622834
0.839584,0.0211159,0,-0.623162
0.838234,0.0212765,0,-0.623483
0.836884,0.0214369,0,-0.623796
0.835533,0.021597,0,-0.624102
0.834183,0.0217568,0,-0.624398
0.832833,0.0219163,0,-0.624689
0.831483,0.0220756,0,-0.62497
0.830132,0.0222347,0,-0.625245
0.828782,0.0223934,0,-0.625512
0.827431,0.0225519,0,-0.62577
0.826081,0.0227101,0,-0.626024
0.82473,0.0228681,0,-0.626267
0.82338,0.0230258,0,-0.626506
0.822029,0.0231833,0,-0.626735
0.820679,0.0233405,0,-0.62696
0.819328,0.0234975,0,-0.627175
0.817977,0.0236542,0,-0.627386
0.816627,0.0238107,0,-0.627588
0.815276,0.0239669,0,-0.627786
