Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,0.218748
0,0,0,0.180932
0,0,0,0.147686
0,0,0,0.124822
0,0,0,0.105007
0,0,0,0.0845782
0,0,0,0.0664664
0,0,0,0.0490924
0,0,0,0.0327591
0,0,0,0.017184
0,0,0,0.00240303
0,0,0,-0.0117019
0,0,0,-0.0252193
0,0,0,-0.0382299
0,0,0,-0.0507178
0,0,0,-0.0627302
0,0,0,-0.0743391
0,0,0,-0.0856302
0,0,0,-0.0966012
0,0,0,-0.107259
0,0,0,-0.117611
0,0,0,-0.127716
0,0,0,-0.137602
0,0,0,-0.147301
0,0,0,-0.156822
0,0,0,-0.16619
0,0,0,-0.175389
0,0,0,-0.184421
0,0,0,-0.193261
0,0,0,-0.201934
0,0,0,-0.210445
0,0,0,-0.218821
0,0,0,-0.227062
0,0,0,-0.235159
0,0,0,-0.243099
0,0,0,-0.250876
0,0,0,-0.258511
0,0,0,-0.266019
0,0,0,-0.273429
0,0,0,-0.280742
0,0,0,-0.28795
0,0,0,-0.295036
0,0,0,-0.301991
0,0,0,-0.308814
0,0,0,-0.315518
0,0,0,-0.322109
0,0,0,-0.328599
0,0,0,-0.334993
0,0,0,-0.341297
0,0,0,-0.347518
0,0,0,-0.353667
0,0,0,-0.359742
0,0,0,-0.36575
0,0,0,-0.371675
0,0,0,-0.377529
0,0,0,-0.383297
0,0,0,-0.388993
0,0,0,-0.394611
0,0,0,-0.400164
0,0,0,-0.405659
0,0,0,-0.411104
0,0,0,-0.416488
0,0,0,-0.4218
0,0,0,-0.42703
0,0,0,-0.432171
0,0,0,-0.437214
0,0,0,-0.442153
0,0,0,-0.446979
0,0,0,-0.451686
0,0,0,-0.456268
0,0,0,-0.460718
0,0,0,-0.465025
0,0,0,-0.46918
0,0,0,-0.47317
0,0,0,-0.476979
0,0,0,-0.480582
0,0,0,-0.48397
0,0,0,-0.487158
0,0,0,-0.490159
0,0,0,-0.492972
0,0,0,-0.495609
0,0,0,-0.498058
0,0,0,-0.500338
0,0,0,-0.502454
0,0,0,-0.504423
0,0,0,-0.506249
0,0,0,-0.507945
0,0,0,-0.509512
0,0,0,-0.51096
0,0,0,-0.512292
0,0,0,-0.513518
0,0,0,-0.51464
0,0,0,-0.515665
0,0,0,-0.516591
0,0,0,-0.517428
0,0,0,-0.518179
0,0,0,-0.518858
0,0,0,-0.519466
0,0,0,-0.520014
0,0,0,-0.520505
0,0,0,-0.520952
0,0,0,-0.521351
0,0,0,-0.521709
0,0,0,-0.522029
0,0,0,-0.522313
0,0,0,-0.522569
0,0,0,-0.522794
0,0,0,-0.522999
0,0,0,-0.523181
0,0,0,-0.52335
0,0,0,-0.523502
0,0,0,-0.523647
0,0,0,-0.523785
0,0,0,-0.523926
0,0,0,-0.524073
0,0,0,-0.52423
0,0,0,-0.524391
0,0,0,-0.524558
0,0,0,-0.524726
0,0,0,-0.5249
0,0,0,-0.525076
0,0,0,-0.525262
0,0,0,-0.525454
0,0,0,-0.525653
0,0,0,-0.525853
0,0,0,-0.526055
0,0,0,-0.526252
0,0,0,-0.526447
0,0,0,-0.526636
0,0,0,-0.526817
0,0,0,-0.526994
0,0,0,-0.527161
0,0,0,-0.527324
0,0,0,-0.527477
0,0,0,-0.527627
0,0,0,-0.527767
0,0,0,-0.527903
0,0,0,-0.528032
0,0,0,-0.528159
0,0,0,-0.528278
0,0,0,-0.528393
0,0,0,-0.528499
0,0,0,-0.528599
0,0,0,-0.52869
0,0,0,-0.528775
0,0,0,-0.52885
0,0,0,-0.528918
0,0,0,-0.528975
0,0,0,-0.529027
0,0,0,-0.529069
0,0,0,-0.529106
0,0,0,-0.529136
0,0,0,-0.529161
0,0,0,-0.529178
0,0,0,-0.529193
0,0,0,-0.529199
0,0,0,-0.529206
0,0,0,-0.529206
0,0,0,-0.529208
0,0,0,-0.529207
0,0,0,-0.529211
0,0,0,-0.529215
0,0,0,-0.529226
0,0,0,-0.529242
0,0,0,-0.529272
0,0,0,-0.529314
0,0,0,-0.529368
0,0,0,-0.529428
0,0,0,-0.529494
0,0,0,-0.529562
0,0,0,-0.529632
0,0,0,-0.529701
0,0,0,-0.529771
0,0,0,-0.529837
0,0,0,-0.529902
0,0,0,-0.529962
0,0,0,-0.530019
0,0,0,-0.530072
0,0,0,-0.530122
0,0,0,-0.530166
0,0,0,-0.530205
0,0,0,-0.53024
0,0,0,-0.530269
0,0,0,-0.530295
0,0,0,-0.530312
0,0,0,-0.530328
0,0,0,-0.530335
0,0,0,-0.530341
0,0,0,-0.530341
0,0,0,-0.530341
0,0,0,-0.530336
0,0,0,-0.530332
0,0,0,-0.530326
0,0,0,-0.530322
0,0,0,-0.53032
0,0,0,-0.530324
0,0,0,-0.530332
0,0,0,-0.530346
0,0,0,-0.530359
0,0,0,-0.530375
0,0,0,-0.530389
0,0,0,-0.530403
0,0,0,-0.530414
0,0,0,-0.530424
0,0,0,-0.530431
0,0,0,-0.530437
0,0,0,-0.530438
0,0,0,-0.530438
0,0,0,-0.530435
0,0,0,-0.530428
0,0,0,-0.530421
0,0,0,-0.530408
0,0,0,-0.530398
0,0,0,-0.530383
0,0,0,-0.53037
0,0,0,-0.530355
0,0,0,-0.530345
0,0,0,-0.530337
0,0,0,-0.530338
0,0,0,-0.530341
0,0,0,-0.530348
0,0,0,-0.530353
0,0,0,-0.530358
0,0,0,-0.530357
0,0,0,-0.530353
0,0,0,-0.530341
0,0,0,-0.530324
0,0,0,-0.530298
0,0,0,-0.530266
0,0,0,-0.530223
0,0,0,-0.530171
0,0,0,-0.530108
0,0,0,-0.530038
0,0,0,-0.529958
0,0,0,-0.529874
0,0,0,-0.529782
0,0,0,-0.529684
0,0,0,-0.529578
0,0,0,-0.529471
0,0,0,-0.529356
0,0,0,-0.529243
0,0,0,-0.529125
0,0,0,-0.529012
0,0,0,-0.528897
0,0,0,-0.528784
0,0,0,-0.528668
0,0,0,-0.528552
0,0,0,-0.528432
