Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,0.230272
0,0,0,0.20885
0,0,0,0.179602
0,0,0,0.162943
0,0,0,0.14634
0,0,0,0.128325
0,0,0,0.11164
0,0,0,0.0950617
0,0,0,0.0790204
0,0,0,0.0632971
0,0,0,0.0480218
0,0,0,0.0331232
0,0,0,0.0185894
0,0,0,0.00438283
0,0,0,-0.00946484
0,0,0,-0.0229719
0,0,0,-0.0361825
0,0,0,-0.0491464
0,0,0,-0.061861
0,0,0,-0.074323
0,0,0,-0.0865397
0,0,0,-0.0985494
0,0,0,-0.110377
0,0,0,-0.122045
0,0,0,-0.133562
0,0,0,-0.144941
0,0,0,-0.156174
0,0,0,-0.167256
0,0,0,-0.178171
0,0,0,-0.188934
0,0,0,-0.199551
0,0,0,-0.210041
0,0,0,-0.220401
0,0,0,-0.230625
0,0,0,-0.240696
0,0,0,-0.250611
0,0,0,-0.260381
0,0,0,-0.270023
0,0,0,-0.279554
0,0,0,-0.288974
0,0,0,-0.29827
0,0,0,-0.307429
0,0,0,-0.316434
0,0,0,-0.325285
0,0,0,-0.333984
0,0,0,-0.342532
0,0,0,-0.350934
0,0,0,-0.359194
0,0,0,-0.367315
0,0,0,-0.375297
0,0,0,-0.383138
0,0,0,-0.390837
0,0,0,-0.398385
0,0,0,-0.405773
0,0,0,-0.412994
0,0,0,-0.420037
0,0,0,-0.426903
0,0,0,-0.433585
0,0,0,-0.440093
0,0,0,-0.446449
0,0,0,-0.452689
0,0,0,-0.458839
0,0,0,-0.464924
0,0,0,-0.470998
0,0,0,-0.477303
0,0,0,-0.484405
0,0,0,-0.492999
0,0,0,-0.503167
0,0,0,-0.513861
0,0,0,-0.524449
0,0,0,-0.539291
0,0,0,-0.571005
0,0,0,-0.635127
0,0,0,-0.733824
0,0,0,-0.83907
0,0,0,-0.919963
0,0,0,-0.96734
0,0,0,-0.988821
0,0,0,-0.995669
0,0,0,-0.995305
0,0,0,-0.992216
0,0,0,-0.988418
0,0,0,-0.984734
0,0,0,-0.981259
0,0,0,-0.977916
0,0,0,-0.97459
0,0,0,-0.971251
0,0,0,-0.967893
0,0,0,-0.964532
0,0,0,-0.961164
0,0,0,-0.957762
0,0,0,-0.954278
0,0,0,-0.950668
0,0,0,-0.946906
0,0,0,-0.943018
0,0,0,-0.939081
0,0,0,-0.935214
0,0,0,-0.931531
0,0,0,-0.928103
0,0,0,-0.924915
0,0,0,-0.921884
0,0,0,-0.918886
0,0,0,-0.915848
0,0,0,-0.912779
0,0,0,-0.909741
0,0,0,-0.906766
0,0,0,-0.903842
0,0,0,-0.900941
0,0,0,-0.898071
0,0,0,-0.895295
0,0,0,-0.892693
0,0,0,-0.890304
0,0,0,-0.888085
0,0,0,-0.885949
0,0,0,-0.883808
0,0,0,-0.88163
0,0,0,-0.87944
0,0,0,-0.877282
0,0,0,-0.875162
0,0,0,-0.873044
0,0,0,-0.87088
0,0,0,-0.868669
0,0,0,-0.866466
0,0,0,-0.864352
0,0,0,-0.862381
0,0,0,-0.860549
0,0,0,-0.858788
0,0,0,-0.857011
0,0,0,-0.855154
0,0,0,-0.853206
0,0,0,-0.851191
0,0,0,-0.849158
0,0,0,-0.847151
0,0,0,-0.845181
0,0,0,-0.84323
0,0,0,-0.841259
0,0,0,-0.839257
0,0,0,-0.837243
0,0,0,-0.835259
0,0,0,-0.833327
0,0,0,-0.831428
0,0,0,-0.829507
0,0,0,-0.827512
0,0,0,-0.82542
0,0,0,-0.823265
0,0,0,-0.821102
0,0,0,-0.818985
0,0,0,-0.816926
0,0,0,-0.814916
0,0,0,-0.812949
0,0,0,-0.811049
0,0,0,-0.809243
0,0,0,-0.807527
0,0,0,-0.80586
0,0,0,-0.804204
0,0,0,-0.802549
0,0,0,-0.800902
0,0,0,-0.799265
0,0,0,-0.797627
0,0,0,-0.795969
0,0,0,-0.794283
0,0,0,-0.792564
0,0,0,-0.790819
0,0,0,-0.789054
0,0,0,-0.787289
0,0,0,-0.785541
0,0,0,-0.783831
0,0,0,-0.782179
0,0,0,-0.780604
0,0,0,-0.779113
0,0,0,-0.777697
0,0,0,-0.776322
0,0,0,-0.77494
0,0,0,-0.773499
0,0,0,-0.771971
0,0,0,-0.770365
0,0,0,-0.768732
0,0,0,-0.767138
0,0,0,-0.76563
0,0,0,-0.764198
0,0,0,-0.762786
0,0,0,-0.761339
0,0,0,-0.759844
0,0,0,-0.758308
0,0,0,-0.75674
0,0,0,-0.755136
0,0,0,-0.753501
0,0,0,-0.751855
0,0,0,-0.750228
0,0,0,-0.748645
0,0,0,-0.747119
0,0,0,-0.745652
0,0,0,-0.744233
0,0,0,-0.742845
0,0,0,-0.741468
0,0,0,-0.740095
0,0,0,-0.73873
0,0,0,-0.737395
0,0,0,-0.736104
0,0,0,-0.734841
0,0,0,-0.73355
0,0,0,-0.732166
0,0,0,-0.730651
0,0,0,-0.729027
0,0,0,-0.727367
0,0,0,-0.725769
0,0,0,-0.724297
0,0,0,-0.722957
0,0,0,-0.7217
0,0,0,-0.720461
0,0,0,-0.719183
0,0,0,-0.717858
0,0,0,-0.716513
0,0,0,-0.715189
0,0,0,-0.713907
0,0,0,-0.712657
0,0,0,-0.711415
0,0,0,-0.710164
0,0,0,-0.708895
0,0,0,-0.707591
0,0,0,-0.70623
0,0,0,-0.704798
0,0,0,-0.703299
0,0,0,-0.701749
0,0,0,-0.700161
0,0,0,-0.698528
0,0,0,-0.696847
0,0,0,-0.695132
0,0,0,-0.693419
0,0,0,-0.691743
0,0,0,-0.690118
0,0,0,-0.688523
0,0,0,-0.686917
0,0,0,-0.685256
0,0,0,-0.683538
0,0,0,-0.681799
0,0,0,-0.680093
0,0,0,-0.67844
0,0,0,-0.67683
0,0,0,-0.675237
0,0,0,-0.673636
0,0,0,-0.672006
0,0,0,-0.670339
0,0,0,-0.668629
0,0,0,-0.666892
0,0,0,-0.665154
0,0,0,-0.663447
0,0,0,-0.661782
0,0,0,-0.660156
0,0,0,-0.658546
0,0,0,-0.656932
0,0,0,-0.655289
0,0,0,-0.653613
0,0,0,-0.651919
0,0,0,-0.65025
0,0,0,-0.648636
0,0,0,-0.64708
0,0,0,-0.645553
0,0,0,-0.644022
0,0,0,-0.642468
0,0,0,-0.640907
0,0,0,-0.639369
0,0,0,-0.637881
0,0,0,-0.636442
0,0,0,-0.635026
