Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,0.0135399
0,0,0,0.00478154
0,0,0,-0.00917471
0,0,0,-0.0248798
0,0,0,-0.0332952
0,0,0,-0.0421508
0,0,0,-0.0487119
0,0,0,-0.0552243
0,0,0,-0.0613441
0,0,0,-0.0674828
0,0,0,-0.0735434
0,0,0,-0.0796251
0,0,0,-0.0857071
0,0,0,-0.0918205
0,0,0,-0.0979738
0,0,0,-0.104171
0,0,0,-0.110425
0,0,0,-0.116731
0,0,0,-0.123095
0,0,0,-0.1295
0,0,0,-0.135941
0,0,0,-0.142403
0,0,0,-0.148885
0,0,0,-0.155377
0,0,0,-0.161873
0,0,0,-0.168358
0,0,0,-0.174819
0,0,0,-0.181241
0,0,0,-0.187612
0,0,0,-0.19393
0,0,0,-0.200175
0,0,0,-0.206348
0,0,0,-0.212429
0,0,0,-0.218441
0,0,0,-0.224383
0,0,0,-0.230286
0,0,0,-0.236161
0,0,0,-0.242064
0,0,0,-0.248041
0,0,0,-0.254175
0,0,0,-0.260552
0,0,0,-0.26729
0,0,0,-0.274509
0,0,0,-0.28237
0,0,0,-0.291073
0,0,0,-0.300913
0,0,0,-0.312318
0,0,0,-0.325959
0,0,0,-0.342882
0,0,0,-0.364893
0,0,0,-0.395589
0,0,0,-0.442789
0,0,0,-0.521096
0,0,0,-0.648382
0,0,0,-0.792756
0,0,0,-0.890045
0,0,0,-0.931095
0,0,0,-0.940486
0,0,0,-0.93809
0,0,0,-0.933164
0,0,0,-0.928232
0,0,0,-0.923499
0,0,0,-0.91872
0,0,0,-0.913813
0,0,0,-0.908853
0,0,0,-0.903948
0,0,0,-0.899154
0,0,0,-0.894441
0,0,0,-0.889735
0,0,0,-0.88496
0,0,0,-0.880068
0,0,0,-0.875032
0,0,0,-0.869839
0,0,0,-0.864476
0,0,0,-0.858944
0,0,0,-0.853286
0,0,0,-0.847597
0,0,0,-0.84197
0,0,0,-0.836433
0,0,0,-0.830951
0,0,0,-0.825487
0,0,0,-0.820039
0,0,0,-0.814627
0,0,0,-0.809269
0,0,0,-0.803975
0,0,0,-0.798746
0,0,0,-0.793588
