Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,0.224073
0,0,0,0.1929
0,0,0,0.161027
0,0,0,0.139862
0,0,0,0.120246
0,0,0,0.099958
0,0,0,0.0815368
0,0,0,0.0637002
0,0,0,0.0467172
0,0,0,0.0303834
0,0,0,0.0147457
0,0,0,-0.00028368
0,0,0,-0.0147786
0,0,0,-0.0287996
0,0,0,-0.0423331
0,0,0,-0.0554128
0,0,0,-0.0681083
0,0,0,-0.0804927
0,0,0,-0.092569
0,0,0,-0.104338
0,0,0,-0.115812
0,0,0,-0.127041
0,0,0,-0.138059
0,0,0,-0.148892
0,0,0,-0.159555
0,0,0,-0.170066
0,0,0,-0.180415
0,0,0,-0.190598
0,0,0,-0.200597
0,0,0,-0.21043
0,0,0,-0.220108
0,0,0,-0.229654
0,0,0,-0.239067
0,0,0,-0.248341
0,0,0,-0.257461
0,0,0,-0.266421
0,0,0,-0.275241
0,0,0,-0.283938
0,0,0,-0.29254
0,0,0,-0.30105
0,0,0,-0.309456
0,0,0,-0.317745
0,0,0,-0.325903
0,0,0,-0.333931
0,0,0,-0.341841
0,0,0,-0.349641
0,0,0,-0.357342
0,0,0,-0.364949
0,0,0,-0.37247
0,0,0,-0.379914
0,0,0,-0.387287
0,0,0,-0.394595
0,0,0,-0.401835
0,0,0,-0.409001
0,0,0,-0.416097
0,0,0,-0.423113
0,0,0,-0.43006
0,0,0,-0.436935
0,0,0,-0.443749
0,0,0,-0.450512
0,0,0,-0.457231
0,0,0,-0.463892
0,0,0,-0.470484
0,0,0,-0.476993
0,0,0,-0.483411
0,0,0,-0.489726
0,0,0,-0.495931
0,0,0,-0.502014
0,0,0,-0.507968
0,0,0,-0.51378
0,0,0,-0.519444
0,0,0,-0.524941
0,0,0,-0.53026
0,0,0,-0.535384
0,0,0,-0.540295
0,0,0,-0.544954
0,0,0,-0.549353
0,0,0,-0.553506
0,0,0,-0.557423
0,0,0,-0.561109
0,0,0,-0.564569
0,0,0,-0.567796
0,0,0,-0.570807
0,0,0,-0.57361
0,0,0,-0.576224
