Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,-0.397019
0,0,0,-0.39488
0,0,0,-0.437634
0,0,0,-0.441988
0,0,0,-0.449581
0,0,0,-0.458031
0,0,0,-0.469896
0,0,0,-0.485849
0,0,0,-0.511656
0,0,0,-0.562261
0,0,0,-0.671623
0,0,0,-0.82673
0,0,0,-0.937762
0,0,0,-0.980088
0,0,0,-0.98688
0,0,0,-0.983231
0,0,0,-0.978562
0,0,0,-0.974675
0,0,0,-0.971312
0,0,0,-0.968051
0,0,0,-0.964792
0,0,0,-0.961561
0,0,0,-0.958373
0,0,0,-0.955217
0,0,0,-0.952076
0,0,0,-0.948935
0,0,0,-0.945765
0,0,0,-0.94255
0,0,0,-0.9393
0,0,0,-0.936038
0,0,0,-0.932768
0,0,0,-0.929467
0,0,0,-0.926104
0,0,0,-0.922655
0,0,0,-0.919117
0,0,0,-0.915514
0,0,0,-0.911889
0,0,0,-0.908285
0,0,0,-0.904717
0,0,0,-0.901164
0,0,0,-0.897582
0,0,0,-0.893936
0,0,0,-0.890214
0,0,0,-0.88643
0,0,0,-0.882604
0,0,0,-0.878752
0,0,0,-0.87489
0,0,0,-0.871047
0,0,0,-0.867253
0,0,0,-0.863529
0,0,0,-0.859853
0,0,0,-0.856164
0,0,0,-0.852384
0,0,0,-0.84847
0,0,0,-0.844429
0,0,0,-0.840308
0,0,0,-0.836168
0,0,0,-0.832054
0,0,0,-0.827974
0,0,0,-0.82388
0,0,0,-0.819683
0,0,0,-0.815316
0,0,0,-0.810784
0,0,0,-0.806169
0,0,0,-0.801575
0,0,0,-0.797072
0,0,0,-0.792661
0,0,0,-0.788285
0,0,0,-0.783868
0,0,0,-0.77935
0,0,0,-0.774703
0,0,0,-0.769916
0,0,0,-0.764984
0,0,0,-0.759906
0,0,0,-0.754698
0,0,0,-0.749408
0,0,0,-0.744119
0,0,0,-0.738893
0,0,0,-0.733732
0,0,0,-0.728601
0,0,0,-0.723475
0,0,0,-0.718359
0,0,0,-0.713274
0,0,0,-0.708235
0,0,0,-0.70325
0,0,0,-0.698321
0,0,0,-0.69345
0,0,0,-0.68863
0,0,0,-0.683848
0,0,0,-0.679081
0,0,0,-0.674303
0,0,0,-0.669497
0,0,0,-0.664669
0,0,0,-0.659859
0,0,0,-0.655134
0,0,0,-0.650563
0,0,0,-0.646172
0,0,0,-0.641933
0,0,0,-0.637784
0,0,0,-0.633664
0,0,0,-0.629553
0,0,0,-0.625476
0,0,0,-0.62148
0,0,0,-0.617589
0,0,0,-0.613783
0,0,0,-0.610021
