"Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
           0,      -3.867042279,      -15.41155164,      -15.63309609,      -3.150689047,      -10.13346581,      0.4597088193,        1.07881253,                 0,                 0,                 0,      0.3134052579,      0.1445394462,       1.163734085,                 0,       2.346730113,    0.000723674904
           1,      -4.287719708,      -4.087970322,      -4.137170249,       -3.55572198,      -10.69420759,      0.6236690138,       1.384972823,                 0,                 0,                 0,      0.3431668742,      0.2177588871,       1.503227803,                 0,        2.22068564,    0.001290883004
           2,      -4.318379179,      -4.031692153,      -4.135058294,      -3.555141841,       -10.6638555,      0.6507780241,       1.391125639,                 0,                 0,                 0,      0.3441632544,      0.2421217944,       1.516614525,                 0,       2.137634627,     0.00129534693
           3,      -4.228192923,      -3.902013018,      -4.026777329,      -3.465896413,       -10.5674232,      0.6440965582,       1.367237265,                 0,                 0,                 0,       0.335509714,      0.2422836853,       1.491809884,                 0,       2.122720961,     0.00129534693
           4,      -4.171280653,       -3.82300083,      -3.973801768,      -3.415738189,      -10.48642546,      0.6248131619,       1.353409403,                 0,                 0,                 0,      0.3291839425,      0.2275587704,       1.473202466,                 0,       2.166102582,     0.00129534693
           5,      -4.144861315,      -3.775888452,      -3.951032485,      -3.397002128,      -10.36120727,      0.6009907016,       1.344485975,                 0,                 0,                 0,      0.3195008219,       0.207118782,       1.458058356,                 0,       2.237116101,     0.00129534693
           6,      -4.076768835,      -3.687963107,      -3.884228319,      -3.322531112,      -10.30178241,      0.5850755248,       1.338371077,                 0,                 0,                 0,      0.3124125642,      0.1935056265,       1.447793522,                 0,       2.287518483,     0.00129534693
           7,      -4.050243042,      -3.647795773,      -3.856683491,      -3.302069304,      -10.20467369,      0.5637439854,       1.329301417,                 0,                 0,                 0,      0.3013478682,      0.1755003719,       1.433195436,                 0,       2.357987759,     0.00129534693
           8,      -3.991964569,      -3.587946632,      -3.798419023,      -3.241300493,      -10.16794487,      0.5480705379,         1.3211361,                 0,                 0,                 0,      0.2938652967,      0.1626847536,       1.421026242,                 0,       2.410522019,     0.00129534693
           9,      -3.974209584,      -3.566068855,      -3.777633873,       -3.23067339,      -10.09966656,      0.5239381578,       1.304837766,                 0,                 0,                 0,      0.2824470349,      0.1439796505,       1.398707492,                 0,       2.490442329,     0.00129534693
          10,       -3.93125522,      -3.532868132,      -3.732291041,      -3.186151546,      -10.09035303,      0.5063517906,       1.291389772,                 0,                 0,                 0,      0.2751217192,      0.1307813187,       1.380932991,                 0,       2.550380578,     0.00129534693
          11,      -3.924988998,      -3.527236383,      -3.719282109,      -3.185228728,       -10.0478183,      0.4794335946,       1.267049351,                 0,                 0,                 0,       0.264613227,      0.1116150173,       1.350115817,                 0,       2.642804688,     0.00129534693
          12,      -3.895816694,      -3.516455223,      -3.686362466,      -3.155777696,      -10.06842048,      0.4609162627,       1.249910015,                 0,                 0,                 0,      0.2582785579,     0.09853925701,        1.32853636,                 0,       2.711794127,     0.00129534693
          13,      -3.894702489,      -3.523201617,      -3.681635055,      -3.159621444,      -10.06777564,      0.4431239788,       1.233520281,                 0,                 0,                 0,      0.2526683152,     0.08595383879,       1.307877319,                 0,       2.783691111,     0.00129534693
          14,      -3.888208855,      -3.530471091,      -3.679385253,      -3.157350028,      -10.07424826,      0.4268084562,        1.21932575,                 0,                 0,                 0,      0.2479751562,     0.07418289476,       1.289735493,                 0,       2.856845343,     0.00129534693
