"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.354162888,       -3.38354705,      -3.228670065,      -2.637809656,      0.1142131005,      0.1878898773,                 0,                 0,                 0,     0.07491196591,      0.1065471641,      0.1923406877,                 0,       1.645081663
          0,           0,          10,      -3.746325634,      -3.613494614,       -3.80032948,      -3.014733249,     0.03578380197,      0.4541075932,                 0,                 0,                 0,      0.1374610209,     0.01745137886,      0.4551808828,                 0,       12.69031149
          0,           0,          20,      -3.913026767,      -3.711862642,      -3.969401363,      -3.165839819,    0.003454220329,      0.6665333777,                 0,                 0,                 0,      0.1154044085,    -0.02341400378,      0.6661309628,                 0,       192.9620332
          0,           0,          30,      -4.182977164,      -4.022498415,      -4.259374586,      -3.440056728,     0.02024617622,      0.6825420271,                 0,                 0,                 0,      0.0947950574,    -0.00728094101,      0.6828034229,                 0,       33.71214493
          0,           0,          40,      -4.439872987,      -4.383868629,      -4.500192912,      -3.707816723,      0.0087602589,      0.7413035811,                 0,                 0,                 0,       0.117820362,    -0.02112597862,      0.7410542723,                 0,       84.62119551
          0,           0,          50,      -4.623562952,       -4.62338692,      -4.702283703,      -3.905139666,     0.01362592659,      0.7799977771,                 0,                 0,                 0,      0.1095951452,    -0.01782388028,       0.779913141,                 0,       57.24365032
          0,           0,          60,      -4.716040018,      -4.827681265,      -4.883365763,      -4.001545273,     0.01173705393,      0.7943818878,                 0,                 0,                 0,      0.1156158552,    -0.02029098661,      0.7942094296,                 0,       67.68154021
          0,           0,          70,      -4.828313822,      -4.949861977,      -5.040635936,      -4.101763881,     0.01122254006,      0.8139192521,                 0,                 0,                 0,      0.1147166465,    -0.02159255898,      0.8137101792,                 0,       72.52540403
          0,           0,          80,      -5.161201797,      -5.075792791,      -5.321241314,      -4.429422869,     0.01152594596,      0.8130059281,                 0,                 0,                 0,      0.1132140979,    -0.02125258703,      0.8128098265,                 0,       70.53702412
          0,           0,          90,      -5.441043597,      -5.385171358,      -5.538708446,      -4.708317105,     0.01048448309,      0.8159610354,                 0,                 0,                 0,      0.1133645082,    -0.02241231269,       0.815720555,                 0,       77.82558554
          0,           0,         100,      -5.636399992,      -5.631478866,      -5.735716574,      -4.906962595,     0.01089696201,      0.8148332072,                 0,                 0,                 0,      0.1123333212,     -0.0219547105,      0.8146102688,                 0,       74.77618133
          0,           0,         110,      -5.822402201,      -5.876142305,      -5.930843369,      -5.097354928,     0.01057662247,      0.8152896055,                 0,                 0,                 0,      0.1128837624,     -0.0222931854,      0.8150533845,                 0,       77.08411712
          0,           0,         120,      -6.089189246,      -6.062076067,      -6.170813694,      -5.363924578,     0.01069158272,      0.8153900314,                 0,                 0,                 0,      0.1124321208,    -0.02218236636,      0.8151583625,                 0,       76.26467035
          0,           0,         130,       -6.35186487,      -6.362214117,        -6.4148723,      -5.633382392,      0.0106195757,      0.8151846118,                 0,                 0,                 0,      0.1125769953,    -0.02224603518,      0.8149502075,                 0,       76.76244649
          0,           0,         140,      -6.551478547,      -6.498502452,      -6.660089711,      -5.827452357,     0.01061792968,      0.8152688201,                 0,                 0,                 0,        0.11244757,    -0.02225107398,      0.8150342809,                 0,       76.78227721
          0,           0,         150,      -6.682342845,      -6.702593975,      -6.840737975,      -5.956416689,     0.01061342488,      0.8150022513,                 0,                 0,                 0,      0.1124229178,    -0.02224483075,      0.8147677472,                 0,       76.78975077
          0,           0,         160,       -6.89033621,      -6.878116775,      -7.099601519,      -6.156866271,     0.01060002616,      0.8149845172,                 0,                 0,                 0,      0.1124150721,    -0.02225750379,      0.8147494875,                 0,       76.88514207
          0,           0,         170,      -7.146782085,      -7.159032955,      -7.280887464,      -6.412836485,     0.01060800573,      0.8148606022,                 0,                 0,                 0,      0.1123870814,    -0.02224453615,      0.8146259948,                 0,       76.81562611
          0,           0,         180,       -7.34890755,      -7.357991345,      -7.508576041,      -6.618061795,     0.01060128715,      0.8148291496,                 0,                 0,                 0,       0.112396004,    -0.02224998154,       0.814594297,                 0,       76.86134127
          0,           0,         190,      -7.618287197,      -7.654643643,      -7.710824064,      -6.888127062,     0.01060525612,      0.8147882783,                 0,                 0,                 0,      0.1123830259,    -0.02224436844,      0.8145536189,                 0,       76.82872241
          0,           0,         200,      -7.872010076,      -7.907503616,      -7.950399594,      -7.152962851,     0.01060320238,      0.8147632805,                 0,                 0,                 0,      0.1123854963,    -0.02224541294,      0.8145285586,                 0,       76.84124582
          0,           0,         210,      -7.981552083,      -8.028544692,      -8.147274297,      -7.260694468,     0.01060386713,      0.8147503735,                 0,                 0,                 0,      0.1123815133,     -0.0222442285,      0.8145156889,                 0,       76.83521149
          0,           0,         220,      -8.179527587,      -8.314060234,      -8.380741784,      -7.456828116,     0.01060398291,      0.8147391551,                 0,                 0,                 0,      0.1123822485,    -0.02224366064,      0.8145044842,                 0,        76.8333146
